"CJ01A1_cov.sum","INRA.310_cov.sum","P10297_cov.sum","P1569_cov.sum","P1976_cov.sum"
"PITG_00151",27.7945048737904,31.3738878406771,29.601615331461,72.5101107964116,18.0557153755195
"PITG_00152",54.4983477182705,61.6022221460284,48.9727198675132,128.264045817351,31.382848601401
"PITG_00153",6.36950125231946,13.5152402019916,14.6004776756922,17.5173411780016,5.4133201273092
"PITG_00154",98.6831632545093,134.570311264412,116.306460024446,249.322496303224,82.1726891849045
"PITG_00155",46.0638560047632,47.5133884452512,38.0637872741671,110.445760372718,23.5427111016311
"PITG_00156",71.1032117478314,79.0485135905438,69.5812975955645,168.915595397385,39.6531492260099
"PITG_00157",20.805962690451,19.3711316333248,16.7799775775319,53.0115746587815,10.5830561884747
"PITG_00158",13.8159552266602,18.6320283467019,12.392143484461,33.0666497062122,9.59282748862856
"PITG_00159",90.5668678034676,79.5861964732352,66.9408799889215,160.736441328475,47.7227525995669
"PITG_00160",67.9454844161786,74.8464567831976,65.09433388341,161.001055898685,38.0301178374523
"PITG_00162",2.70425672489804,8.80574727834989,4.49870269508744,7.10297672080128,2.79613015662124
"PITG_00163",53.0500233422199,54.9255952391108,45.3932480132246,134.065862996467,28.8364510456955
"PITG_00164",29.4583518841548,35.6163843974132,28.4986379834775,72.5898336349112,16.8206289643991
"PITG_00165",132.966276085338,134.99652399217,107.295583186872,304.900205445062,68.6468934424572
"PITG_00166",36.7019113058662,39.792529519687,32.1661587149255,86.762270738968,19.130428240833
"PITG_00167",61.4679838601268,64.3969851914296,54.2880873384438,145.631273120528,36.818756756619
"PITG_00169",50.9353919116859,42.2113224499945,40.4396529868075,108.163103177198,24.790069309681
"PITG_00170",52.3665432557988,46.0409613095446,43.2230383568192,115.253916395359,28.7014027708081
"PITG_00171",49.4142153915022,44.6189015291269,35.3691211059629,103.477222101327,22.8621045023565
"PITG_00172",49.4286554036306,46.2585611016182,40.2275542431402,106.71686429459,25.8901991104457
"PITG_00173",83.7899835787319,77.6974865018174,79.4478690724332,208.87421275483,47.5219453021023
"PITG_00174",27.8908136209428,26.0093247880785,28.6760612979516,76.6632505851188,18.2284117298507
"PITG_00175",532.764632829694,556.316140139457,669.982517136265,1359.75369713346,333.74679999842
"PITG_00176",181.541305293991,166.945431924653,150.24168301557,368.37260254561,90.0696404979311
"PITG_00177",34.5539380908641,36.8512503578388,27.8881551459441,83.5998668622236,17.4825008868541
"PITG_00178",77.3299223648859,77.0073206771836,73.663326135189,186.584841407517,45.0037520851599
"PITG_00179",56.0886516113777,55.8003026814583,47.7276379142418,129.599617685707,29.5315486243238
"PITG_00180",82.8176596168229,74.1993139223531,66.3320869317394,181.997401280774,41.4032624850661
"PITG_00181",12.9955057254641,12.5836851379773,12.6544694863864,32.3463419226583,9.09588673063455
"PITG_00182",48.5482522031628,37.8677898989609,40.4703667979226,106.084265949187,22.9208067534425
"PITG_00183",75.2279125609225,75.8633008537473,61.9119176864462,169.705898750359,42.7784932106457
"PITG_00184",43.2320009608763,41.7061785392514,34.7271692800896,102.345166456893,19.9961902741052
"PITG_00185",149.565537147291,148.626744314579,120.196997368472,375.818512820479,79.4821411830107
"PITG_00186",98.6277678856156,73.9714842291827,79.8597652246602,207.90048240038,49.2682740692242
"PITG_00187",91.1764730420724,86.3376721776796,80.1833697035224,193.039990787872,47.4803407109834
"PITG_00188",62.2615444297282,68.3608072508981,57.4312216624314,151.72977390059,33.6720690733206
"PITG_00189",38.1815638703749,40.1436393477703,32.2481864957669,87.3432995005283,19.4709980147363
"PITG_00190",53.0002106009483,54.2679524742249,44.0077842649903,114.066649630874,28.5176219030893
"PITG_00191",42.1712175322957,38.6302351919662,32.4538765468085,87.8392839145462,23.5668167892233
"PITG_00192",26.4264193740112,22.4437501886573,23.7066544869463,59.5285142487365,12.7581395124165
"PITG_00193",56.0151589752728,58.3808119958848,50.7980623701626,130.135952295837,30.2007836265337
"PITG_00194",74.7204402667211,79.375137444579,63.4946236525028,194.650541423182,39.6913694762527
"PITG_00195",0,0,0,0,0
"PITG_00196",0.191298640530098,0.136691579727383,0,0.258667857050649,0
"PITG_00197",75.9435239203075,74.354163144197,62.2383796689284,181.062128161579,41.7657327042777
"PITG_00198",2.548999762441,3.13920440686332,0.953169694122895,1.93258219770131,0.622879723282652
"PITG_00200",11.5497433957386,11.5852748537181,10.8474680490286,25.5327272535637,7.14152529650924
"PITG_00201",27.0845434432544,27.5372557735782,23.3730118221143,70.1402850768023,15.906443247937
"PITG_00202",97.087625751109,133.821768062286,137.005500894859,334.675672195525,53.769883694924
"PITG_00203",70.3344220167652,77.1604143656045,60.9746842599118,152.345296224811,38.4611693744437
"PITG_00204",74.3633869218421,62.700239784966,62.1532549003544,159.570390244616,39.5553237302285
"PITG_00205",35.9542324802902,32.417345659821,28.5463794728415,80.4992936195348,16.6975954668066
"PITG_00206",133.490912816744,119.96630572895,121.644445441475,337.193070006444,69.5544666722989
"PITG_00207",51.6059114284055,47.7166450421716,43.1041630979712,114.985655481452,28.4430546953992
"PITG_00208",117.638170006558,122.632166815806,94.9751102332807,273.524324781762,67.8527621544952
"PITG_00209",80.7035971908398,82.7353167635213,72.3683631846393,196.906072481111,44.3921390287262
"PITG_00210",80.8602533352829,73.6460685556764,66.0661681902202,191.988128220973,43.6586193191752
"PITG_00211",60.1236871007145,62.8853535653768,53.1655959544908,131.728792288175,30.4761422471577
"PITG_00212",24.0447239280285,26.5318699432654,22.8825179177381,59.0847918511079,13.1212933951974
"PITG_00213",31.1505487291879,29.9755602178909,22.9300912610755,62.7452935039142,15.8652444419686
"PITG_00214",34.0424857508296,35.152301133622,26.4938204407254,72.0775808383777,17.0824745726828
"PITG_00215",73.5122888851287,75.8021389750092,64.4064066066748,183.919118031158,43.299540202511
"PITG_00216",19.2054396799856,21.7275984083232,15.6382405914965,44.0681204838136,12.4941173660025
"PITG_00217",29.24745093963,25.3432265807992,22.7976665566221,60.4745448126242,15.3712606683051
"PITG_00218",39.4232151456319,41.388474412102,32.9704800588711,96.9196468308945,22.7565674410919
"PITG_00219",60.3616828164007,61.3259060571334,47.1512235572159,129.886359468857,32.5755263484245
"PITG_00220",61.5075120878069,55.9869234433666,51.3096282660962,147.681020708413,31.0821662871637
"PITG_00221",47.1026442745583,38.0653107605593,35.1291184992006,98.2102668477146,24.2840736682769
"PITG_00222",23.3496938093186,13.5156356773173,14.8083500833182,46.0196512281227,12.2341882441765
"PITG_00223",86.2205382493115,90.7330018306321,77.6847690506011,212.269526181333,50.6941953874028
"PITG_00224",48.3147430086244,46.3415188259297,47.3767277946843,108.854677689523,25.6872625655736
"PITG_00225",58.2298222166074,57.6557737614043,52.5653164912356,141.240208358926,33.7660736000682
"PITG_00226",52.0472219333558,51.522828534121,45.0206590646571,127.221606020748,28.3214825048825
"PITG_00227",57.6470795494045,56.9633842054359,51.7487722076117,128.577414656131,30.5645419240087
"PITG_00228",63.3955309020863,67.2898173617292,58.8511388608381,158.140533824387,37.4909864841709
"PITG_00229",95.4702917979104,88.3547740996804,76.1353817608548,201.404751235113,52.8262365217839
"PITG_00230",161.13061482654,138.438537318884,131.684228640613,297.835851303001,79.6523084395611
"PITG_00231",29.3134804373224,30.6582333455098,23.6978285210747,64.5974728883764,16.2104295104759
"PITG_00232",12.7653406015011,12.0072991008584,10.081715511376,23.0134629481859,6.83070302952392
"PITG_00233",51.8773174905628,61.5402896483544,43.4553062268991,116.719772000391,25.4183808083282
"PITG_00234",40.5143443757498,42.6497417735126,35.5493903816932,106.90208046386,21.7679497484673
"PITG_00235",0.356443851223252,0.116859767576711,0.973448488132865,0.782585965689875,0.162609530628875
"PITG_00236",66.0060397159795,66.434885016773,57.8726989380032,158.732622817619,37.0748001202031
"PITG_00237",57.4743218582241,64.3805037577963,50.8330415730747,136.186730991603,29.1438345077921
"PITG_00238",8.96929461957481,15.5752010584779,11.5050021249409,31.2676934895607,4.30281934269504
"PITG_00240",0,0,0,0,0
"PITG_00241",15.6941779375153,23.0662197517507,14.2532413898876,22.8388127238582,2.6424283852817
"PITG_00244",0.0778440064578625,0.105158378851643,0.078726443981401,0.171968461117819,0.0193483216209754
"PITG_00245",33.9477308108778,37.2853476727855,32.4267364272501,89.5677142402417,20.7033766685355
"PITG_00246",5.46390491708576,6.43406081876699,5.4260660190201,8.47033872763095,3.39205278333844
"PITG_00247",2.32917562580367,2.78794451572351,2.42597584017672,3.40754776521544,1.31091648832648
"PITG_00248",66.0953228225771,69.5909737345429,58.2953613347151,155.899122271239,34.8093947298508
"PITG_00249",93.2408411880002,90.2173240167256,74.575984408839,199.814717363958,49.1141661388497
"PITG_00250",45.9875325679828,51.7683089179291,39.4963976675467,122.481657356109,25.8021382155517
"PITG_00251",26.4757048853554,29.7340071774699,25.5958255925208,65.225538376905,14.9195216335136
"PITG_00252",25.5446650887855,23.5149673049866,24.0655442271059,63.8731276116156,13.7748636840662
"PITG_00253",57.1637931562206,57.4876800986014,44.1941933423236,142.162054153913,28.159531403158
"PITG_00254",70.4824792120374,66.4953820750353,60.1621555299829,168.18615911164,34.0484921293174
"PITG_00255",26.6853832716997,25.234988169385,19.2960892505098,66.5047128693467,14.3258874410443
"PITG_00256",22.6173668508938,22.4641426820805,17.6204866760648,46.7089368398987,8.90649956571084
"PITG_00257",64.8849079315443,63.8276841053836,57.0545291838149,151.416908531782,37.5584634719522
"PITG_00258",11.7562320282861,11.4579044723164,15.3565754690029,33.0805512904337,6.7554257102861
"PITG_00259",15.6162631684913,9.57674860739966,8.15478163333431,16.8694714753045,4.33193757555511
"PITG_00260",16.0373726255211,12.54875156035,10.8705532985408,34.1102572217777,8.36186890422102
"PITG_00261",26.67009899354,27.2287058671888,21.4148306154198,58.6579398366515,15.7910590180535
"PITG_00262",52.1850000512827,57.1733177117619,46.9270396560013,125.715905759743,28.8128044680625
"PITG_00263",71.5209469894127,71.13095252173,59.4812823420133,164.925833453549,41.7726846412034
"PITG_00264",32.9484745340481,41.9182092055243,28.6108910448909,77.6291917903341,19.0501273730045
"PITG_00265",67.0543220139777,68.0694814771252,61.0150234547984,153.445500719372,35.8512658545081
"PITG_00266",47.7322209074246,57.6983667153291,44.43678822619,115.621611221587,23.9342686449505
"PITG_00267",158.565938664144,146.263540069918,106.870052493139,348.892146392472,72.0259141253325
"PITG_00268",88.8883500167015,80.7499785762794,75.2947500456755,213.025970741003,42.900949155889
"PITG_00269",40.1796488085254,45.8218068102186,36.8488572451302,99.3738015155588,22.8693212518076
"PITG_00270",45.7020632025396,45.5375373859812,38.5314492112329,102.967286014568,23.2206247231795
"PITG_00271",54.8500460569027,55.8553048347188,50.8293264739443,137.110355127666,28.8321398021548
"PITG_00272",57.4202832773296,53.4236946199383,43.8541679692308,118.055626391217,31.1433206908094
"PITG_00273",40.8624647983819,43.5127303969305,36.2736648088836,96.6194062001853,24.223664355653
"PITG_00274",64.3707728057225,79.8808889366157,59.4859697863112,172.114517619481,38.0873950387501
"PITG_00275",27.3577864620851,31.8282112430864,28.9776529856437,72.7902881184908,18.0221797055182
"PITG_00276",0,0,0,0,0
"PITG_00279",86.8078262513211,92.7019079207601,73.4999916918765,219.930434974198,49.4312487527904
"PITG_00280",52.5924264819665,58.4009091775477,43.5023633824448,131.311647123667,30.7079124922318
"PITG_00281",64.7981919165637,67.09911156036,51.6167616913276,155.257791401052,36.7692252381433
"PITG_00282",16.0916811841294,17.8360889065067,14.083454534586,40.8078888742306,8.30883493931516
"PITG_00283",27.6530314362378,28.1245560704792,20.828834970116,47.4781383575203,13.220753784458
"PITG_00284",62.4674973495818,69.8399201554061,57.8767755470642,159.631296029896,37.4910093277742
"PITG_00286",88.1299861866195,81.1150751758991,40.7617135649177,4.03014335498666,53.6911179922873
"PITG_00287",87.5734587927741,90.6776019747584,78.0755414859769,207.069871772092,50.0425069556403
"PITG_00288",525.17119526224,401.209690441476,345.124800722007,864.070173816449,310.125126766137
"PITG_00289",48.6116140559072,56.0698533722771,52.1180453485732,126.010086514407,28.0530926745319
"PITG_00290",45.6364836448871,49.281527173087,45.2235750585021,120.53429640322,24.6140830708445
"PITG_00291",50.2310654170245,55.9433206245935,48.9544801493039,117.923895559503,29.4738041565498
"PITG_00292",32.4911052701636,32.1469449897276,30.7950932623197,90.1285439193453,18.1850818965825
"PITG_00293",29.0149306129224,25.851337475716,23.2268740362548,60.064738679623,16.4738484142277
"PITG_00294",46.5023438033893,45.1604489440824,38.107670607228,115.454468161144,24.9698254625793
"PITG_00295",41.5360340343908,40.1208345982766,39.4161010301085,96.5201319355389,21.1302533566832
"PITG_00296",75.2103536287287,78.0216446901843,63.4456450638443,169.571054134546,37.7838576457449
"PITG_00297",1.20120058660881,3.89120929764495,3.17329478279167,2.14540097687756,0.694508575256936
"PITG_00298",77.6778913006551,70.0171917847309,69.598721992615,166.729531941643,41.0854125223798
"PITG_00299",94.7683388789361,91.4094231612189,79.5117993215968,206.781679233732,56.204384722846
"PITG_00300",53.8442138440961,55.4815473046149,41.5331967276847,123.929516813048,29.6215367793818
"PITG_00301",36.0952511099677,42.429208701027,33.9893683587904,87.8125994807851,21.9218828633974
"PITG_00302",73.3342326012929,70.7491008039024,66.7361426652693,175.303953721773,41.2820309250561
"PITG_00303",131.052219544942,133.00778326898,109.531041797508,270.682255894245,72.8426263967881
"PITG_00304",2.30742223028996,1.36714321180533,2.25593828441664,2.30310158355155,0.577036309590812
"PITG_00305",60.5742803251475,58.054150381913,50.6876581175611,138.96444528595,33.5728053667957
"PITG_00306",46.4578919463433,49.8465326686341,37.3964301423669,101.908660764024,24.5227839379131
"PITG_00307",17.603948100074,22.0426092914749,20.6474292554283,45.9273643550477,9.83231384335181
"PITG_00308",50.3335905113907,47.9731553926361,40.3301616814518,111.526630653479,27.526521570577
"PITG_00309",108.072468352641,97.6145642091127,88.7553625286804,239.998414270674,58.0579892514523
"PITG_00310",39.0864462955057,36.6882729973668,32.9464605329074,90.4417579146176,22.5120436573802
"PITG_00311",23.1165309118125,24.3069977538293,19.8028974862949,53.0652698645852,13.9233107430023
"PITG_00312",0.161722579734031,0.298745613243536,0.138723157052603,0.157083652358791,0.17745185123685
"PITG_00313",73.6368834835902,71.3002915153031,57.169389391468,149.389309611576,42.5724359504028
"PITG_00314",33.8796128251664,29.2553024734079,30.3220611916264,83.2010898006455,16.4176260821593
"PITG_00315",44.9951883861178,47.1785638772063,37.7960347158917,109.435890202612,23.7657841450479
"PITG_00319",0,0,0,0,0
"PITG_00320",53.5006574393448,58.757105750282,50.8474958383628,131.037589393336,31.8469138812493
"PITG_00321",34.0945634371502,39.6853345882764,30.6846740167051,80.289532073784,22.2021798524942
