"FL2009P4_cov.sum","FP.GCC_cov.sum","H1306_1_cov.sum","H1306_2_cov.sum","H1306_3_cov.sum","ND822Pi_cov.sum","US0400009_cov.sum","US100006_cov.sum"
"PITG_00149",22.5063843051162,52.7752289510194,22.552937562773,61.60523753706,26.8717873413815,26.1492234071929,29.8748748019069,24.2624830293332
"PITG_00150",23.0928320432815,48.8008706652215,22.2926874374438,55.9363306261206,26.1490464741747,23.0320336566459,23.5075372612417,19.6978628751717
"PITG_00151",20.5399484029802,40.1441160079882,21.969375542034,53.920709592756,27.1664977739729,22.8170972865078,21.1236399149504,21.681680058473
"PITG_00152",21.6400919395204,45.2300857050465,20.9331156459166,60.7278934800665,26.4528639055203,24.6743554335425,25.3533368030321,23.0529070213184
"PITG_00153",18.8624147712309,54.0058688867341,21.1392533078434,50.5696540960609,26.6070005491214,19.2788559189209,32.9318815451071,23.2418933897894
"PITG_00154",23.0153840588842,43.2951738117692,21.9151510716382,65.3183669882858,29.6898956334539,25.4606628963851,24.3738767324008,23.68564143723
"PITG_00155",20.4626038030982,42.4904359457876,22.0073971882028,62.8184852602787,27.9537175781232,25.212056129487,25.9732235990789,21.5362099654363
"PITG_00156",22.2938324058599,51.9079636063438,24.4009038142289,61.804486517943,29.1273818532501,26.0713610946877,26.5335606722584,24.0985422761769
"PITG_00157",28.0214345116129,40.8076987327363,27.1894808829084,53.4555837950921,14.2365848382774,29.8967858139072,28.9684982028198,25.0276790437575
"PITG_00158",19.9850151986198,54.8971034275325,20.3426200347816,59.4942629399066,21.7208035216591,26.1703442310472,22.3001720620163,24.0032333491262
"PITG_00159",22.7532060968126,52.0435283994088,23.6604582389566,63.180189615962,26.0515009555901,26.9369263230012,27.9746247119267,25.6418987406092
"PITG_00160",22.4792994148741,47.9475617207494,22.4963025929842,61.3956120461405,27.6150995694497,23.195105465717,28.9108583197194,23.8269745930204
"PITG_00162",22.3319989644015,63.0635766526553,27.9656460385146,78.4017769125665,34.797649614613,23.1206335261126,13.0199784543195,29.921311193979
"PITG_00163",23.4152115004228,48.5172293416128,23.5682819649707,63.0446840424093,28.4649234204852,25.9748077191811,27.6161292234105,24.6037664966082
"PITG_00164",19.8364802890114,48.343152021064,23.6683742805754,52.001939551976,25.6007412051481,24.7474248545648,24.2311239378088,22.9290254907824
"PITG_00165",21.1665716893569,45.2181758133289,23.5599988206803,60.8901360444545,27.1492354949615,25.1624867153671,25.1674577282045,22.3493943827108
"PITG_00166",22.2415532768939,52.837854662717,25.9708984528072,57.4001865024879,23.6022457737282,26.9336033950519,26.7076785532329,25.1344860991199
"PITG_00167",22.4281748307445,49.5041072323995,22.6836959509489,57.9953839355191,25.4273439531751,25.5453801061908,29.1757936905691,24.6343203147496
"PITG_00169",21.7354815187216,48.7764301979966,24.0159435599653,62.2264393915539,28.8857618868847,25.0631511058715,24.4856527138445,22.8121184711925
"PITG_00170",23.1473589121744,52.191324556016,24.8322716044588,59.2474453656486,28.9295474053098,26.3987404866923,28.2838280614427,26.7969051624503
"PITG_00171",21.6806555615721,51.7397751228544,24.5696830065321,56.281235348877,25.1475073225247,26.7195757449567,22.4615559694153,20.8097026047641
"PITG_00172",22.2490044905016,40.1934254681613,26.4301022221321,61.1966258819195,23.0390892963259,24.5924925550926,25.3900704978155,22.9995401441569
"PITG_00173",24.0243584477541,46.8869370245925,23.9436446986306,62.3152718540574,29.9039871647163,26.2832492972968,22.3072207709811,23.908343162486
"PITG_00174",21.2911969999101,51.987141684875,22.7469626839409,56.3660055659281,28.5941597743115,28.6037231898116,27.7409434393277,21.0742765422327
"PITG_00175",24.413566555572,48.5823275662482,29.2291745858353,71.5626902369203,30.0842015978737,31.9995071923118,28.1858319597497,27.9837693264218
"PITG_00176",22.9720733676586,49.2563823243086,23.9050208767305,62.0501679783995,28.6423928973738,25.8322658493129,27.0387577928356,20.1601290785484
"PITG_00177",21.6495821324952,46.6682754353182,25.2880247140379,58.8548007488408,21.455963297246,22.7874044402929,28.041755145547,23.9209971120939
"PITG_00178",24.172368646562,50.7286628964138,21.7226633125793,56.8262377320166,28.4980884985207,25.2753771101364,25.0838743683738,23.4032509260916
"PITG_00179",23.1526338324489,50.7841458291052,23.9991917803695,59.4973487512657,24.8375523424934,25.1134633847204,23.1560547327138,23.0413437231452
"PITG_00180",21.6773390670656,44.8521936463547,23.7135557037015,56.9842586726484,25.0637503106916,24.8197060953696,27.8092575790114,22.618142019585
"PITG_00181",26.0309113802198,55.2117526729093,25.1722130164041,68.2426196658784,27.6379721820278,29.612670269937,25.423401403805,27.0170803895739
"PITG_00182",24.0173752810139,36.1132156600072,20.5148293033079,57.6774550004273,23.1943119156354,30.4850005317464,21.1792977277349,23.1721042355392
"PITG_00183",21.1437072030771,49.2190249487237,20.7794788113173,57.0030667856044,24.2227728805486,23.1297469137018,26.6050161102679,21.2527988334282
"PITG_00184",19.6312789027876,40.8563290965061,20.5840527829956,57.306759809584,24.9728854532537,20.9673591307173,26.3858755418836,21.6921289133277
"PITG_00185",23.3793141827136,51.3528265784526,22.4168334299097,61.0845635581351,31.2250895269145,24.8714383195999,27.59203788095,23.8356867657244
"PITG_00186",22.3445572922534,42.4007654096579,21.9062953750705,51.5954950385427,29.1049009994018,21.8170437183417,19.7570982286131,22.4250869684084
"PITG_00187",25.0282303322087,48.5123006139778,22.9826129894555,58.1075593717522,23.5110217166434,26.6629566811689,26.0536682480482,22.6253076948802
"PITG_00188",20.7757873413533,47.0469933620718,22.3797122892056,63.19011410078,28.3565993080731,24.5117003099298,24.9715654651331,22.5551487414188
"PITG_00189",20.6917091101071,55.0978613962383,23.8305524361185,59.1705667418834,31.5746132405712,26.9700076668137,26.0928287194512,24.5834911009403
"PITG_00190",23.1057855609001,43.7035018363867,21.1966319150228,61.5993596696545,28.9393552131884,24.1433395769356,25.360267658357,24.4555610093188
"PITG_00191",22.1758043307051,49.9147844551812,25.89168384061,63.4615462378636,27.2196231105175,25.9228461112569,29.5595863098379,26.5631065352518
"PITG_00192",22.2711202925381,49.8564485364104,21.6154422275686,60.6921564381141,30.7115511649015,25.9703176944778,28.1374458084822,25.027688421927
"PITG_00193",23.1855274322418,47.2124950297536,22.7810106319243,61.2325542750454,29.3014038515193,22.8123807377369,23.1558014973162,23.1151749282008
"PITG_00194",19.4492484531602,45.960265882236,20.6486749846156,52.2432644660886,28.2662368050805,22.9005379525083,19.7700620383059,20.0032961108639
"PITG_00195",19.8781026296129,60.4177749342804,22.8987486743816,63.1342778590222,24.3040756948432,24.8363772758666,32.121763797054,23.4834671458345
"PITG_00196",22.2526973214424,70.3582012725323,28.4867942799808,65.7313931502564,23.975240936884,29.7751865208998,30.5935208990611,31.0131902752547
"PITG_00197",21.7695046919212,44.5449589635409,22.08860135853,60.1030273153768,24.0653116516461,24.2809969486764,21.6967172582928,23.8507890872036
"PITG_00198",40.7280182896731,61.2738286531137,35.5531927271918,109.817271191929,51.1123017516407,20.8479249801124,11.6466047704234,35.2402429280757
"PITG_00200",26.2771302830946,53.1880530470047,24.736980160494,65.5322727190749,31.0569132540655,27.0815129542712,23.6965277914104,25.7149281681653
"PITG_00201",19.6568884204388,45.4647163686696,22.2871770266155,56.5657689398632,25.977888259308,24.6317356580341,20.8189778551611,22.3701486854402
"PITG_00202",23.0775541101947,49.5477756651985,26.3359948228324,63.4078421060203,34.0608425393417,24.7965795365882,23.0905199285686,21.8654274352219
"PITG_00203",20.7257927341334,52.1650936262501,21.2948819159766,59.4318569874009,28.5587490688962,24.6563150082939,19.8825495388007,21.2182538551621
"PITG_00204",21.6718522807456,44.844687953459,22.8100338773055,58.0822119568794,27.0204201906198,23.809873141768,20.5986501205643,21.4596110484303
"PITG_00205",20.2912096325992,37.9118612307614,18.575037457494,54.0762475471578,24.9548427314679,23.1855792486438,24.867939721355,17.3930900232033
"PITG_00206",21.8223056034268,42.9406327812359,24.1431352946938,60.534665951389,26.6832401475787,24.9015947403517,22.0274723228186,24.3927571948083
"PITG_00207",20.4837617929516,47.8772869452142,24.0871258603422,55.407395495476,18.5452137181945,23.9594229872028,24.3449797857462,24.5379665405395
"PITG_00208",20.9014434830135,46.0131323095887,22.3607336480054,54.6171179438128,28.5814101463409,23.5579518024216,21.1972792294742,21.9408122513261
