"FL2009P4_cov.sum","FP.GCC_cov.sum","H1306_1_cov.sum","H1306_2_cov.sum","H1306_3_cov.sum","ND822Pi_cov.sum","US0400009_cov.sum","US100006_cov.sum"
"PITG_02982",23.8251166251466,52.4226436475595,21.3746141743055,67.6000878471249,24.6124857844214,27.8755198963411,42.2931832820936,26.5622834823456
"PITG_02984",22.9890660995055,40.3736147789811,25.668561745782,58.4901274993095,16.5086980867342,23.2957535188623,24.2444837721872,20.4616251311014
"PITG_02985",21.8394825446967,49.4505136185965,22.4222951720127,59.0719424027499,35.9434563684074,23.7722169566652,29.5359672789675,21.8212574480204
"PITG_02986",19.1256932849899,51.723150461714,16.9414378514113,56.333238397921,25.1561087656727,18.3123047317933,10.8743862914885,24.5416468254333
"PITG_02989",20.7294926628814,38.2195751447353,21.4936611719195,53.2102772579309,20.0039038383422,20.8469152326514,22.904946740723,22.4760102954389
"PITG_02990",23.6467787602209,46.8575615990988,22.0012057660681,59.7581128467115,25.555661621008,24.7348516027217,27.8297146040003,24.3183919874628
"PITG_02992",22.3929063754899,44.0171278882255,22.0940073991224,55.1212612534252,24.7462994324173,24.1268714328049,37.4893530772034,23.4597512786908
"PITG_02993",19.5599955336603,45.7505975563857,20.462441597962,52.6181721124395,21.1108570483857,20.0644779152653,35.2788611888395,20.6554231185479
"PITG_02994",25.0336708205482,57.3206055764758,24.7611929791482,63.2053684065364,26.9259733737468,24.5098172416999,41.7395018374105,23.8655632348253
"PITG_02995",16.9689270925721,45.3702390961371,23.0253093620611,61.186074018275,28.2308012869807,23.6904927413729,21.160603985624,24.5586053915419
"PITG_02996",18.0694283222769,33.468097914313,22.0443122792067,48.2935978655946,25.877351013399,23.9576090435812,21.2328139514992,22.3326563228886
"PITG_02997",16.0950067014687,44.3980547846711,22.1448970417863,61.2618079599451,29.3351695351486,23.310889832716,23.5128592401707,23.1439230423599
"PITG_02998",16.9780716981831,41.3492502439966,21.4562908199696,59.4611479409665,32.1660551931318,22.012201868112,26.7167429988714,22.5547792570494
"PITG_03002",11.4945094415744,32.0825109499342,13.8322594007679,41.506118547698,16.817612633453,14.1147824739204,9.99369332672946,15.8706359567678
"PITG_03003",8.15682864969169,27.9113025629245,10.9946362122998,22.2121900929921,9.22504101290393,11.6055928034699,10.1316081360066,12.2837659944008
"PITG_03004",14.0659166171316,39.8219316125546,23.3167062661816,51.2920950784569,25.2885081248775,19.1864549482924,22.292538861675,21.5471491560571
"PITG_03005",17.2685957021166,47.5792784184658,20.8809466607637,59.1753918189504,31.9044363487862,23.7655940444416,21.0563254994415,24.6376640580228
"PITG_03006",17.5836638978209,47.0808700244777,23.1780667743999,59.9455574610803,33.2683330093552,23.5530360427001,19.1062932181971,22.1299495570435
"PITG_03007",18.1666310346662,50.9303340856418,23.3233840305729,57.2146050577665,15.6422711007467,22.995769078981,27.0339422518161,25.0964489168186
"PITG_03008",14.854147925601,44.2104123641704,18.5675421012836,59.0341761131526,25.7647719408937,22.0830625852278,21.5035016387531,21.4944125535393
"PITG_03009",15.1238494485264,41.0204764328941,20.2907646793767,57.4959731081143,27.3574969426268,23.8216806609249,17.9721220344284,17.9379441511301
"PITG_03010",18.2315325912898,46.6825226065234,21.9911570586899,59.9801098433738,28.9794580227112,24.2320981061521,22.8958598014409,22.886152420491
"PITG_03011",19.0784395405719,48.0897180934731,21.6202281495168,63.1591990957929,29.5021084402899,23.9756651655547,22.6683351448025,23.2390937056275
"PITG_03012",18.6863552444946,45.2842355171525,21.5250393337032,52.383173225859,20.8182624428476,26.2569085684511,22.6962899678922,22.9153160603797
"PITG_03014",15.0629796997162,46.1279141333135,22.8615077719956,62.4353043405371,28.9008914044539,19.8573506455743,21.5073235403928,22.6776779667784
"PITG_03015",16.1749588651131,38.5137471839154,22.5710221923715,61.6848866854055,23.6885206683179,26.0141070249449,17.999012782562,20.7416832482583
"PITG_03016",15.112285731752,39.030388110634,21.2163023523856,46.9164959833531,26.5542335307535,23.0627957958692,15.8476418290719,23.5213995118522
"PITG_03017",17.1040755342992,42.7109154974655,21.6754615142744,59.1967002083239,25.4787905809732,21.6037883058079,20.5963844953648,24.0111486824675
"PITG_03018",17.6634758453043,48.3045282531158,23.0059300724721,64.2787215810303,31.8458101745898,23.6400773884768,24.7420633531149,23.9211450596
"PITG_03019",19.4057459382411,54.9799957436614,20.7096255310363,60.5671220520061,30.9770393080715,19.509929317012,23.3386465352962,24.2375744141033
"PITG_03020",15.4890121352998,40.9355233571439,21.9214780381035,51.5172203640506,24.6219226092256,20.3928055450608,19.4843085793202,25.2375114085565
"PITG_03023",9.03178799547604,40.5219020263996,3.8273702161043,11.0358917970206,3.5212527494662,10.3516352452606,11.4115222424854,7.57796632672877
"PITG_03024",21.9958221116396,57.363350609024,20.4804796747109,67.9102942939205,29.2913042225001,27.3564499454203,23.6873988562695,28.2104153569679
"PITG_03025",14.7797022487131,37.324518465811,15.7773444914922,39.3282486549566,16.6129745389164,11.251791478059,14.866068239722,11.3590604714196
"PITG_03026",17.0023284253664,52.5027619691959,15.8885450000047,54.0767146744214,26.4014764041982,20.2826558803327,27.4721896455802,20.7888169181477
"PITG_03027",14.1301072823586,39.9196365851136,21.2034530521343,53.4057834120424,21.9061074279505,19.584343835584,18.7061656706333,20.6533169477288
"PITG_03028",12.3511652038552,42.7432364609516,16.7059511696829,47.8910939264819,21.3032588795974,17.6027538362825,15.9803709438632,16.1884042668232
"PITG_03029",14.4477478772182,44.8915444185877,20.6057866996525,54.0734180584318,21.6373172028499,24.5378700533585,21.9886507613485,21.9899569713323
"PITG_03030",18.0823151283927,48.4800063467005,23.6273792909828,64.1776449406927,32.1857324326718,25.1598856732476,20.9578754368262,26.5403462448863
"PITG_03031",18.5411639282679,47.8559209880253,22.8523326638033,60.7727658762995,28.9961311662547,22.8347987885845,22.5520565786741,23.2963199314399
"PITG_03032",14.9213912728141,44.9986802499275,18.4153698506018,59.4545657525968,26.2241232306127,19.8569022763061,21.1142787491485,22.4790063629182
"PITG_03033",17.8233938749066,38.1472848329197,24.8685026063831,51.4711408584943,28.069658529554,21.1935770435715,16.8608809552043,23.0567601398233
"PITG_03034",18.3095598974321,44.4591111024877,22.0608862482834,60.7993867466192,28.9362329260617,22.8399463708293,19.0211660778426,22.5273329279033
"PITG_03036",8.86856361377654,34.1493019466481,7.43696823141105,20.0442353573674,9.26009316529595,13.4032627373174,16.0632439878759,12.6808042533651
"PITG_03037",21.2336391491302,53.1511335609547,13.3774496417121,42.5617900749768,18.4577353405797,22.0414739282302,27.5151459278101,22.3281100173337
"PITG_03038",15.0982329878286,45.675372250711,19.9930525752263,55.2024396523403,23.7345811562778,22.3099524868184,21.5407167285356,22.0040069351213
"PITG_03039",17.6130376413949,42.1919880870215,22.1315611385606,59.4567247532412,25.9127881446033,22.8849526664823,21.6610746363082,22.5674909811828
"PITG_03040",15.6424369802353,40.8560750462445,23.4201101662704,61.7757217124606,24.9835850690617,21.3771677347084,20.3048769766398,22.9515946818429
"PITG_03041",15.900085680474,58.5158500274985,21.7394114257726,61.3230568551183,27.4570303979708,22.2930440120645,19.775428745714,22.6683009209482
"PITG_03042",18.5172366128536,53.7935950625406,22.993105743496,64.3093212042634,28.4699206726094,27.7547777384393,27.4453359389559,28.0516428258872
"PITG_03043",17.5518075442964,42.1812984144672,24.6344296899539,60.7196314529707,29.7331144567962,25.3340654589808,21.573208117573,25.043706863241
"PITG_03044",15.7959585442152,43.5750675920134,21.7452870134634,55.6509643669397,22.4436908540698,23.2434543485344,20.2018837544567,21.9092155323106
"PITG_03045",18.0086307922653,48.65551069065,25.3875640057318,66.3264795342052,25.1025427152439,23.4069801206101,21.8680401849854,27.1297769898032
"PITG_03048",16.204644732158,45.6774442176838,22.1636205407839,56.625516314083,21.6886193757768,24.7581694132208,18.2007308267349,23.7804463140617
"PITG_03049",16.1940240753764,52.1281538726337,24.8018068992377,66.2076870964686,25.5305209772457,24.5272493287204,19.2738707205628,18.7232090279922
"PITG_03050",17.6467879596998,43.7048447734426,23.0073368320755,62.6537114637088,26.1952601312765,23.3568242536593,23.0482953322824,23.4241179305367
"PITG_03051",18.0215939232911,40.74335072495,23.0878051910536,56.8595234205466,21.5640049649244,24.4694912114332,22.5623014188815,23.061126041416
"PITG_03052",15.1888797187701,41.894305550134,22.142195258811,62.6911068476821,37.6837312172215,21.1536719596173,23.1443977707165,20.3651902805632
"PITG_03053",17.2679309632485,54.0115295060227,26.3347760567515,68.4382215577596,41.0754866310676,24.6417453822559,22.962932007046,25.657969793321
"PITG_03054",16.5768005886523,46.6285085021121,23.00656826269,62.7266121806153,25.2621015005655,23.4442765918371,23.4267147612247,20.7087735350015
"PITG_03055",17.4297929905924,47.6951327930416,22.7608527187038,63.076934495046,26.8760005570205,24.9481922896603,27.2029075241194,25.0101760916704
"PITG_03056",14.4699971423335,32.5704414176356,17.5474432491499,50.319207708752,23.5232085781187,18.002302996503,16.0716487986159,22.5551487414188
"PITG_03057",13.4361620680033,27.1063033317338,11.7114694276475,29.0149065957567,16.4344235010708,13.7198638070991,11.1940348032677,19.5932527131821
"PITG_03058",8.89468784372646,29.1764116952208,12.4427952066265,35.8681732191353,14.3647243826745,13.64063897156,12.5035027413954,14.1557512204887
"PITG_03059",10.8964058132347,31.1529676888462,13.3374266910109,37.3024086199821,14.6324976991833,13.5197901938306,13.7588050762789,14.4657888561962
"PITG_03060",14.5286412379916,40.3803596209834,16.950627423652,47.6557382344933,20.3101767123579,17.6395094098269,17.510963725598,17.0561755189107
"PITG_03061",18.0536214101063,43.7626363290844,21.3432402377485,58.4089300153008,25.7627316250616,24.3244515039679,21.161738339938,22.3571409715961
"PITG_03062",18.7775781345545,41.885674392565,20.9992951958914,57.7203146110573,31.3283656910915,23.4478611917534,21.4314703170157,22.1463532581204
"PITG_03063",18.0046176454533,48.1454382508582,22.864497753638,59.3852554486597,30.4222814864934,21.1759592387886,18.3741272157025,24.5111892954074
"PITG_03064",16.2381230686355,42.7914514044537,22.3038126065241,59.3077925047205,27.1111067722533,25.1549933084152,22.1565476521819,22.5325914154947
"PITG_03065",7.79978318217247,38.4249569353359,14.1816601604473,32.3420120455675,14.7609382954136,10.2603564238046,12.6560901944975,10.3134886645051
"PITG_03066",3.30063768344016,20.8875628831422,5.63013420414732,14.9281305984433,6.05702769579702,3.76834553960903,3.7579061591386,2.7547271829347
"PITG_03067",10.257651913334,28.1860347344275,13.012856434292,35.1260155162579,14.2805762960591,9.58192508682032,12.3339114569959,8.57137986152121
"PITG_03068",6.18712169998731,29.1881450407261,10.9972348062339,30.598579538867,14.0828349317101,7.56612279425951,9.8875427342218,2.14223522553575
"PITG_03069",11.0309027949269,15.6236141901973,4.48923326730231,10.8783179382289,1.94638291527997,20.7668176464166,11.8051602729216,26.00979450862
"PITG_03070",14.8961946579716,38.7134324964366,24.240070227225,52.9690327426051,22.6653159096374,25.9116260088559,20.0100581773577,23.0498542661451
"PITG_03072",9.54924159941391,25.2392897282148,9.32984213086963,25.596957251013,8.86375497839981,11.8103155422918,7.47269132289836,7.68666933452204
"PITG_03073",12.7489566170479,33.3772017852547,15.1981237546837,38.8421869512692,16.4675142200866,14.8712918649992,12.6594115029739,13.0523601121953
"PITG_03074",16.791007008279,39.0210891544343,20.8327729228143,52.7424345125991,22.6299083162108,22.4581422711448,15.5356505351885,19.4975015700284
"PITG_03075",15.9151838593099,44.4711389756621,22.0656019504831,56.5083599909257,25.6681451648087,23.5198696570723,19.4355297580929,22.0256388550561
"PITG_03076",17.4104764961816,47.0022906619197,23.6872235904802,68.4895272631996,23.5739390366662,25.5714081717255,20.3923640808177,25.91003208807
"PITG_03077",17.1360874848117,40.9541251403415,21.7776071336947,63.0912036506205,24.9321127203997,22.0750459181273,21.1106239524111,23.276180788665
"PITG_03078",15.5915588040617,43.1171058343156,22.0409898025174,50.8879012379663,23.1380593994322,23.8349798520803,19.4579510142489,23.4621570334599
"PITG_03079",16.3502251063646,44.2724363825268,23.5954451036138,59.0690283797786,25.4999912856466,24.8792026791605,24.3612698455034,25.2047032529479
"PITG_03080",14.4545593699185,33.3783258927995,18.9638476121302,45.8544204801539,11.5554325092801,21.4521106087958,30.4654807981739,24.3836920117906
"PITG_03081",17.5647110430135,46.4932772846067,22.7496856678057,59.3454188226836,30.261314384746,23.2106843859793,21.7091238686869,24.8257829461556
"PITG_03082",16.9135386605339,49.5725604062207,20.0108609219141,58.6906009742619,27.1025098403691,24.2971665075831,22.1447328547818,21.7754353081858
"PITG_03083",18.8211138139995,50.7374865593942,21.3711007095047,62.0964802423807,30.9124803918075,24.3533329205345,21.5767356245807,26.1179995894603
"PITG_03084",17.4024138260884,36.3722170293785,21.8763271435606,47.6929174042221,23.4564327949788,19.5486539402548,16.933458837227,20.2453477816252
"PITG_03085",17.0870274209084,45.1412513749393,20.7115412765206,57.5555683278554,29.7280837767877,20.880517275023,20.0530067353415,25.8952241396565
"PITG_03092",24.7651539531454,36.621234484254,31.9616200384229,60.5651502849744,32.5211403840788,27.6542604639065,24.8637488294292,34.647607595197
"PITG_03093",15.7524006251365,43.3405091387309,22.4952528407067,62.1248663687919,21.9786466295074,24.1916728737503,21.0185102370735,21.5487090285503
"PITG_03094",17.1082796439993,44.9011666626054,24.2633887630463,57.4694287613078,21.0038890161988,24.8272000117751,22.3749436690641,21.0939257849642
"PITG_03095",18.2284107634573,51.9886675322747,26.9478882096616,68.2220357680193,28.4607027010999,24.9042633998353,23.6549071372231,24.9649907931573
"PITG_03096",18.0969393105776,42.1828128056473,28.1853516936516,61.537722606758,30.9068744346026,25.823304389367,16.1624931353283,25.6662633218933
"PITG_03097",15.2763649239184,46.8948433728388,24.0300358534482,58.8778910101278,22.5804741094089,23.8614628405023,20.1597941915366,23.5342448598853
"PITG_03098",16.7676088422046,49.6350247233115,22.870747224015,64.362538089455,29.5333812573868,30.5907494680907,30.8755538769031,23.9740977081646
"PITG_03099",19.3296537440138,45.2294655700236,23.4544407373539,56.0455928264394,21.2609122475697,31.2971797015501,27.0761885660072,23.8445734595487
"PITG_03101",16.6913896710765,63.3309121168044,20.8646510470611,60.8017723256248,26.6447982343798,20.4625029866834,18.1740377757982,23.5004593738009
"PITG_03102",15.5445666570865,61.2876861464598,19.6325568479216,51.6034855427185,19.305408060121,22.9211859407608,16.4483073834477,24.8386560891694
"PITG_03103",16.6696886472322,40.5243405836567,21.0675697029224,53.7614278977569,23.7211870647342,22.3114891211689,20.2390203400765,21.5361675468663
"PITG_03104",18.0407121395007,49.1581942240571,25.3143186794125,55.1782900807586,28.9235970840953,21.9624599859961,18.7977430370837,22.1768609296337
"PITG_03105",16.8121316884724,44.3738547478005,22.3112041969809,62.7579640495373,27.3599987758109,23.9072545615732,24.681450049981,23.3831422729792
"PITG_03106",16.7195469691579,46.6124192621827,24.0988026676519,62.65481349855,30.8414714519668,25.2468645200039,25.0492972805775,23.966116100441
"PITG_03107",13.4912311365279,30.9998466565314,21.8369812298362,47.2158428491994,27.9375824926001,22.5741950458533,18.4160896602964,23.315983734568
"PITG_03108",19.311027123969,46.6243846230636,33.0401553489952,61.6762956850117,27.3999382575594,26.9913895530955,22.3450483801928,29.0503942810771
"PITG_03109",14.6186470290503,44.5154827683187,19.6103180013414,57.1168778225947,26.1591087380953,23.948619756066,18.5952290481536,20.7483644279768
"PITG_03110",17.1414941793474,42.5540611958877,22.0825349547606,59.3678401525388,29.3802720323635,23.9603387882498,21.8532297028382,23.365020377713
"PITG_03111",17.7129304814428,45.7669325256877,23.2096358235372,56.9062143565444,24.9177788290326,23.5462607056633,23.2431204549266,24.47114647672
"PITG_03112",17.5532865282524,48.0334018481903,22.3173053779539,64.9034413679661,28.0849358046978,23.2707364631739,23.7304896640607,23.7738669243007
"PITG_03113",15.6240882759746,30.6867500430461,19.9983203923169,48.4495626119113,18.3870167558132,22.820599548949,17.8069915064398,18.7869681277949
"PITG_03114",15.5704730094559,44.1298149026685,25.0849786424812,57.4713543879408,21.4133182958566,24.1139159056795,18.0565708025331,25.0790483842436
"PITG_03115",15.328503834502,47.682860813016,22.0452871244994,54.0791193973407,22.462743609785,19.5563405604915,18.9558021165108,22.3671740359461
"PITG_03116",17.2844728240451,43.2486418359551,24.7649172765338,56.9110945822612,34.0338818694433,20.3776809619216,22.7518175161292,25.5500813694875
"PITG_03117",15.5381976843207,41.3990700771962,21.9603736989654,57.2750635828962,24.0307775791964,24.3828347549474,20.3405636561622,23.1028316414212
"PITG_03118",18.232835562683,44.6705696283591,25.4014252887232,56.6937136397626,28.2300137614021,23.1660250618603,20.1884569826655,21.8356245489493
"PITG_03119",13.6710958525782,50.2580307549335,19.0123476132358,55.3053732600648,28.2145171808078,20.4487823437492,16.8713906266562,20.424664476163
"PITG_03120",16.9768504049572,39.0094987530051,23.2320039102552,58.7093782928438,25.9348487573105,22.7018666015485,18.1898984686751,23.2182481980029
"PITG_03122",12.7610235832899,47.7864919702554,21.489966481212,59.2695370884666,23.1720162747324,22.1843136391649,21.2545969808651,20.1138941234337
"PITG_03123",15.7098068264944,41.7206730929712,21.8449432766259,49.7715381870607,25.837730990666,20.4768911705879,16.6089712459257,22.4074250129718
"PITG_03124",19.475901695963,48.2959704580879,23.7807036956314,56.6929231861952,25.3813446734675,24.6875712474079,24.2614824393667,27.7132540980212
"PITG_03125",12.4356650213262,50.6931874114165,20.3488008995497,46.2398090343539,19.4247024224756,18.3941234056119,16.8769831095901,20.0165326241997
"PITG_03126",15.2675598230868,55.8199124134444,26.0516985262512,55.8304180797776,17.852178373813,26.4084728171091,30.3209384089489,24.5796284828894
"PITG_03127",18.3006229428958,47.9973145535357,19.5211790491281,48.3112100857126,16.3197902354616,19.5316317810084,21.6288349019566,24.7896542839099
"PITG_03128",17.073669070627,42.3391872831936,22.4145007821961,56.7425368130209,25.2295224853667,23.7658433424752,22.5648119439891,22.5966977012632
"PITG_03129",18.1468992604862,53.2408084768547,22.720786585312,59.3866547779958,25.1213937597425,29.0054206397109,22.9825586589119,26.9036446793606
"PITG_03130",22.3278560868576,38.939341481267,12.5939343179539,29.6976680765688,22.7883819305208,23.627600281509,22.6062963768389,25.4219970011445
"PITG_03131",14.6290202100772,45.6696176075968,17.4874582225906,47.0940704293311,18.7904834442627,22.5286055027477,24.7056407308083,25.6918935597607
"PITG_03134",15.9881125447877,45.0427613714906,21.9039106892962,59.5478146440967,24.7914681707715,22.8403974886239,20.9673541226575,25.8546921211785
"PITG_03135",16.7760863628748,50.3453661654016,22.7749135144406,66.5522384102099,30.8485456533131,24.6908309423176,24.6292037595796,23.5223497020495
"PITG_03136",16.1775736033851,43.8751699301809,22.860640324734,63.934104272316,25.4819899979882,23.2982168389142,18.1960346529774,21.6445641845404
"PITG_03140",16.1665696239547,50.0300571291061,10.463845770503,29.0713913145323,13.7130783775451,23.6616797210716,23.525051745619,24.4790779611762
"PITG_03141",15.4295511696666,49.5993629702791,19.6610345335214,50.2023570947384,24.5897666018919,24.5548849602675,19.7211198321152,24.6301784317863
"PITG_03142",16.0714244514829,48.2625684370288,25.7310786466806,59.317633527244,24.4332747707502,23.6127423981353,20.0289682573325,23.3136304236703
"PITG_03143",16.5705493995282,45.5615293777044,23.6331668551689,60.6080509532149,28.3509323142203,23.3419083218687,20.0608637064368,24.4528249265686
"PITG_03144",15.4368964694964,41.0995425684323,21.8823482339102,59.5394357628481,28.4782076320805,22.5135309473469,22.3357115471866,22.8948935099311
"PITG_03145",16.5656637837707,46.195389700314,23.5850846923163,63.1779213247549,31.1787229924638,23.9786830712376,21.194137640359,25.2474985219923
"PITG_03146",16.075891052301,44.0844216080004,21.0037378307084,56.2384702733913,25.2924033146823,23.4964015500143,22.5734802547444,22.5551487414188
"PITG_03147",15.3419248176239,39.856179763061,19.9914697994354,51.5961188903932,21.980419702517,23.6197576479138,18.4012705404215,20.4116966849727
"PITG_03148",15.7566055564188,37.6664664624171,20.1071675762634,51.993906237571,26.0388680347171,21.5099815836785,19.5581779665642,21.6356838914217
"PITG_03149",16.6921771620429,49.2975784668963,26.0919834022211,59.1284390997294,28.6039682810534,23.2668038668323,28.6806545157952,24.4895000487442
"PITG_03150",18.5301268076697,45.7526021831054,22.5523667900248,60.8338822015911,27.678850782265,24.3766905317988,17.2015414786728,23.0889921253035
"PITG_03151",16.9027494994984,42.9128976179673,23.5107309990205,62.5393841470534,30.2801559501194,25.4255442844985,20.4335517278505,22.8701269794988
"PITG_03152",16.9597293270365,44.5436183356454,22.9375391988733,58.8994120492826,28.8200848094404,22.8363986360948,21.0182011791913,22.8534647943794
"PITG_03153",34.2616769789634,48.3141949524517,35.7198626026553,98.1574907772125,61.9024467150888,27.8629741549561,24.7930819294847,28.6151141967633
"PITG_03154",18.2398287773034,47.4961989468046,27.8639699885843,66.2572375234229,31.4586417258005,27.5484404705369,23.5263684079738,29.1189101339237
"PITG_03155",14.5510406187801,44.503068262446,20.3521702206152,60.1684779711872,26.6122208940884,24.5061656655818,23.2779819577737,23.1899251845742
"PITG_03156",18.0954384993492,42.6347966861622,23.2994281550434,61.5443759540018,28.7141534126789,25.426209155761,21.1636659353716,25.6031443171811
"PITG_03157",16.9931046367829,51.6290755145953,21.5022146681983,61.0407361433042,26.0360591119249,25.3567886233429,22.7034278189709,23.6314748284215
"PITG_03158",18.3550002989594,43.3860954780102,24.1563137440651,56.1686865261032,24.9695411020098,23.7116867441813,21.8238987531518,22.6178450940892
"PITG_03159",14.4116539000211,42.2230833838538,22.907874045865,51.9350080044401,18.3860218834545,22.7502645684012,16.8152501201118,26.0893745538452
"PITG_03160",15.908982765578,48.6234791789179,20.0528529595248,56.532461256159,21.9688726471839,22.468701748044,19.3741883996432,22.2439172221779
"PITG_03161",16.303772405524,42.9530680717394,21.2379446309232,61.5054498132275,30.0565465785638,22.288706438053,22.2560265572908,22.7598883304743
"PITG_03162",20.5508093631402,45.4597031245524,21.3707034681541,64.6385852995827,27.5464578232252,29.9401016439055,24.9268450343961,26.822148989778
"PITG_03163",17.0797057611834,47.3900363244325,23.7187191735663,64.2485405344078,31.9369160943387,25.3012102440851,22.4326515942259,24.6899655976103
"PITG_03164",19.081999917219,43.4710503370739,24.4858765629636,57.4326224357439,21.0772131107086,27.6402023846198,20.2323452468888,26.2363954957094
"PITG_03165",17.1318852698676,41.6895305936222,23.6898452321206,63.0036048203865,33.5341601641523,22.7250981120526,18.7130438461261,23.8084511137597
"PITG_03166",18.1499414121636,49.2599452394031,22.4109712868814,59.7642949017596,30.6034602562538,23.0956618844269,19.2770983239172,22.9248111841708
"PITG_03167",16.9378714262122,45.6452952516732,26.0159007605273,62.2235545991555,28.8282712545928,25.8815414182143,24.166300908508,24.9236159748989
"PITG_03168",17.7164969096971,51.0006673635151,22.0843566647468,61.5878133625714,24.5608678225616,31.0918308049319,21.5537484958212,25.0613549885855
"PITG_03169",15.2927324424213,49.2064376758496,22.2317763942146,56.4000702916833,24.7356329374215,23.3072561440135,20.561765805878,22.1629449489575
"PITG_03170",17.4414687547505,42.544673977176,22.6524003476489,52.6697225568189,17.2603332080543,22.5652116441652,15.407943889426,23.4990305634708
"PITG_03171",20.6223978045585,57.1307885163926,28.1877081532848,65.5455194066613,29.6455004099342,29.1063839246024,27.2329481332899,28.081895718386
"PITG_03172",10.6444932326624,35.381774875166,16.7186414326282,40.9952314408339,13.4929417437341,15.1771491841191,10.763972044945,17.9885154638599
"PITG_03174",12.9526898776461,45.4738120306173,22.1313578132031,64.2132115470993,27.3983268484652,18.7159530418022,23.2725523172118,22.9398457834724
"PITG_03175",18.3811967545315,51.1261454671715,23.8402672008152,58.7981075436462,22.7165656797845,26.2526206334096,20.0868675590785,21.7351029831473
"PITG_03176",16.5119914353628,45.7290126914595,22.0342575600065,61.357975528212,27.5002387767066,24.0944739380428,23.2664087052819,24.899132443097
"PITG_03177",17.0448964954959,39.8500358092009,22.8605938745207,51.2548727650645,21.0262763238709,23.718452043418,17.4725236619376,23.5699464645953
"PITG_03178",17.0264638744201,50.8328658131007,21.2249872110221,62.684515164073,24.9390352004639,25.2084020307911,24.9133332499263,23.3305387274042
"PITG_03179",16.8492057709086,42.035802990899,20.8657179533083,55.7345925537328,24.8474816468944,19.9981115514001,20.8917537630028,20.9742741992136
"PITG_03180",16.8561715994829,46.8253316862668,21.8398146442914,63.6753181635536,28.6023045044278,23.901283207426,22.7769784242092,23.6114611569838
"PITG_03181",15.5373582801442,43.8873324700396,20.0091816884626,60.1180467842685,27.107671094364,21.1239515410349,21.8445691921346,22.1651894127309
"PITG_03182",18.7799068708847,40.9826306992263,24.0916377700681,60.9336166071018,25.4430745983868,23.0476659839007,20.5353587790614,23.4176360395016
"PITG_03183",15.342721105761,40.4719589409663,17.7568003547611,39.9495582628297,15.3010338940574,14.8429341628371,21.0155429963646,16.3831947793029
"PITG_03184",12.2859107280632,36.9534315163075,17.4974981425141,39.9194415316883,16.6099485203652,16.1440032574066,21.9341049628616,17.1318984042709
"PITG_03185",9.76023896805727,55.2849881835485,16.2484664542559,37.8388735595886,41.2286168938174,9.47746239299517,6.7718015321435,12.079033936205
"PITG_03186",12.2331154334523,34.9173275034599,14.8577186545356,41.4325497138893,15.9035237267917,16.2814280895155,16.4484466020761,14.676606460493
"PITG_03188",16.4515086139535,44.1208300158571,21.899196211102,60.6553859389044,25.1063717187192,22.4767165821514,22.9009575186255,20.5763998960525
"PITG_03189",16.0920873231366,45.2224644604579,24.0376289024292,64.7117542258,28.5708204142924,26.1359211576354,24.9356228990233,24.4242690039762
"PITG_03190",17.0640168013498,38.9280331687206,20.5252567326142,71.4185619732414,28.8148227971744,27.7984953806932,26.2643533422881,25.1158833833015
"PITG_03191",15.0642987124872,35.5558975946533,21.1518641754498,58.3202357279064,19.0722183583442,22.0623013027863,18.2662303345572,20.9256138180752
"PITG_03192",12.1002287592101,32.5589857038071,18.7944022622083,43.9078211350864,11.3640805891872,17.8646777520258,19.2301571626581,19.8930905986596
"PITG_03196",5.45924703025451,25.3019517742094,8.66739649812434,21.5909601243983,8.88802868963207,7.15825428178913,8.74283439911043,7.27697714658941
"PITG_03198",16.4088564659456,43.7045389845425,22.081689368103,61.2443757007065,28.092582796393,24.872259828413,22.4269271869322,24.4067851832344
"PITG_03199",16.8080266242446,43.2170764579798,21.290321803255,58.1377526017351,23.2276024107071,25.7566650073644,17.0998661274672,24.4140875884643
"PITG_03200",15.9036093536531,39.4774326755453,23.3903854017818,57.4178228765904,22.0799419818444,23.2250466666033,20.1291848540331,22.3199152184473
"PITG_03201",16.2790583098251,44.1925462686045,22.2947033290621,58.3992070132637,23.5542157174374,25.4926446338599,19.7334221565624,24.9536858634892
"PITG_03202",15.0315565973096,44.2336498636694,20.2490580962265,53.7270558939492,35.1053259214049,21.8918449278503,17.0334603848106,21.8585932169626
"PITG_03203",16.9742430429895,46.8209318289733,22.0986296549972,67.1250782905892,32.1387837903406,22.7213939602297,23.6721720281731,23.3705191577562
"PITG_03204",15.6761228322056,45.8574315334511,27.4877339562454,63.6390011611485,29.8025748836891,25.5769734040645,19.6406989099715,26.7681510995782
"PITG_03205",7.94745367051612,31.1072485958887,11.2713840493533,30.2179907951834,13.9602330083628,10.1070877849126,10.1344476702561,11.4713788345328
"PITG_03206",7.57725730308789,27.9158718500651,9.23008026570346,26.551070367252,16.8511759008401,10.7216690672917,9.69472362883963,10.0277383830755
"PITG_03207",5.36118325496988,5.59063563054948,1.76643760525333,5.28370793297178,9.54642788831007,2.40104661547476,1.67278349617697,2.36131241971599
"PITG_03208",9.11870861250752,38.4556434854132,8.49155202199012,23.0647268680216,5.7514938855488,22.272277139962,15.8635383558282,18.3647578544266
"PITG_03209",20.0377985183372,56.2849463542623,23.5051515335677,56.8755810275475,13.3837226443556,23.1512788901834,33.0699898181458,24.9722462864866
