"DDR7602_cov.sum","LBUS_cov.sum","NL07434_cov.sum","P10127_cov.sum","P10650_cov.sum","P11633_cov.sum","P12204_cov.sum","P13527_cov.sum","P13626_cov.sum","P1362_cov.sum","P6096_cov.sum","P7722_cov.sum"
"PITG_05122",8.55687575926541,6.95845552796969,29.2260346141866,23.5083681301549,8.65393199286686,0.719362456446047,9.81792367684295,34.2412500366072,40.2960095857687,1.21264561625208,5.12509309168463,0.219195963530943
"PITG_05125",37.0344220064244,27.4843964625912,98.2405664289608,23.9672957924486,12.2859304410503,18.3220214648824,18.2917058260441,37.2966073144351,66.830103959517,4.41697028389193,18.9317120056427,26.0130156738743
"PITG_05126",23.1149586891612,25.9415028605843,49.439905246066,18.7988154156559,8.47261815485542,6.95480104203556,7.80817420360498,34.0060445776613,51.3528239293296,2.20674866265236,9.45987881546297,15.0244557748045
"PITG_05127",23.8001430543833,21.6400115880396,67.19819423856,17.3698952211455,6.41035511855296,8.48740927049567,8.19563366117783,24.864109019824,40.4605327275975,3.40913855537202,8.90837739192572,15.2774869637335
"PITG_05128",20.5461815024287,18.0413703850613,66.8727661576314,19.0856593283147,6.90159934112312,8.98845159839316,8.677490102478,24.458813874225,40.2676425718526,4.57751195795843,11.0161451158741,15.1089971805398
"PITG_05129",19.1538706170008,13.1493940300918,60.7596674024805,15.8842238293422,7.66266226758211,9.08170940307825,8.29002579896781,27.9752001660336,43.4786538150141,2.52000290543603,8.1036697285924,14.7578254373845
"PITG_05131",32.8990711423756,23.9310678117193,108.892009973267,25.1528550085452,24.9770576056489,16.8093962499813,11.7775744170233,42.5167903580762,56.2480141768085,8.51621344723808,24.8204951985266,8.63656268477176
"PITG_05133",18.0123461318828,14.8812945916538,55.739800793016,14.9026187932872,5.59879724937715,6.38847405204999,8.73625033940418,24.5208064013622,40.3648069405525,2.91787549078135,10.9774618391203,8.97807211590995
"PITG_05134",15.4278237968759,15.418315144753,57.728400204017,16.416164993702,8.88789240913403,8.00266668819939,5.59889050632521,25.0086723694469,36.5741110210754,4.1032502983861,8.8331452227667,5.72679293567285
"PITG_05135",17.6200430458365,18.9651938896167,50.9566039820631,17.8268088024173,5.16162897981074,10.1410938603922,9.50668206347596,27.5605754826084,36.3197596193173,4.5026034477537,10.2297193366328,5.81634716696913
"PITG_05136",11.5895339754422,10.3699011101366,46.571190742825,16.3657106590932,3.8968126272683,5.36049059812435,8.69001191069132,15.6741650400565,28.3237323306805,3.13424598448523,4.56037587012275,1.51374987335138
"PITG_05137",5.73062904852343,5.42508327762174,46.8515840502796,11.8781839000129,4.49360353525084,2.50339977335619,9.20027726681779,17.4802507662348,28.2770423109217,1.63633406439242,2.19232749958841,6.76516005112732
"PITG_05138",6.12319326036457,3.02525510857172,28.9741484655108,7.90928932284948,5.08803291649886,1.77804506568188,7.26316214289394,16.5544820930583,22.6351378968079,0.810175077215977,2.26260681570866,5.38909714275607
"PITG_05139",12.7211477680765,12.8203461513369,55.2496400373081,15.8765740543524,3.58165818227491,8.44741997438738,6.70140558524911,17.3192516752794,32.6014667807358,1.95495510629804,8.92156843566918,7.23402351777674
"PITG_05140",21.0412754282894,21.7133876914094,60.7386673157043,17.351672213835,5.8884671404109,9.10480476531484,8.71753272538209,27.1692629566168,46.4329900356226,4.02008811667862,11.2849534747991,15.3487331145861
"PITG_05141",19.6787588124317,20.5020305498623,61.0990906694376,17.5275501314253,5.97939937023558,7.7819468388121,9.51518331510768,24.2557757996567,36.318326393406,3.49488491803759,10.0992084278707,15.1038255097083
"PITG_05142",19.2333239647111,14.0026296554991,33.6837892097045,12.9844312943948,3.80947300488581,7.73951488833012,5.1160329535638,19.5677288045667,35.132913269182,1.8988049734659,6.57562882690965,5.02421901155378
"PITG_05143",21.3550928231238,19.7458717218348,63.5455879635509,20.0418318508914,9.62180707027255,5.68508121324743,5.77665353186517,34.332813772601,40.487308008712,4.71156017267954,11.8620873827273,10.4356826600725
"PITG_05146",23.6638048128991,20.8613034156202,62.1478157682552,14.9095159674243,6.53042943502628,9.94626182073598,10.7687125018925,31.0840609657123,43.6189535230125,4.90960820410104,7.51827695939906,14.2040279081082
"PITG_05147",20.3841369730099,19.2717704615441,56.6851165963101,15.4617843087059,5.51033153420294,7.3951406083169,5.3568542543249,30.0522045951987,40.0354194533414,2.93304358668847,8.70080328358982,14.2736303598663
"PITG_05148",17.5997960014483,14.5662974317262,56.49003965922,17.5596135521459,6.67741084520916,8.7985569551835,8.31876629525802,25.092776200281,43.1750274983546,3.06804405931328,7.84407777981848,1.74747565951564
"PITG_05149",17.9032373713548,16.9753938564089,61.1697915655367,19.2791409475718,5.91734873802567,10.0485425560884,7.48491318244932,22.5602874128998,37.2987658883436,3.15063616387467,8.02048475908898,14.7958716565301
"PITG_05150",16.4168079941365,17.1457952282816,58.4901989525569,16.9845394321847,7.16290841765641,9.05446229272341,9.19609648967434,22.734093450398,35.0270595911658,3.74117854643139,8.43046072965621,12.1523128181672
"PITG_05151",21.6256692258425,20.6929785249812,68.0814541291679,18.4067410933372,6.40833358283713,7.97258387853089,9.08910656607187,26.6384565139782,42.6131599442987,4.91002762141968,9.27827127298453,13.865564560215
"PITG_05154",20.9758557101284,20.2590096135393,64.1648792973532,15.3422109939469,7.27876179071645,9.47123186923294,8.1689784571945,29.2158485164666,43.1160276473803,4.04293700241561,8.39850119816925,44.6015711133402
"PITG_05155",20.229916236371,18.8911661883061,46.8311413682371,18.4742775259464,5.15799840697528,8.43443585119335,8.48746792365271,25.535411745809,33.138573302566,2.85543434148717,10.2772834946516,37.2276796569512
"PITG_05156",18.925737256593,20.9308073425698,66.4147611336708,19.4273959328729,6.48052545120366,9.48303829824678,9.43615985003427,25.7820563399741,40.4881319607017,3.20315011274196,9.73583189427347,45.8142496134393
"PITG_05159",21.3103920607163,15.7964644121621,59.2951988364071,19.5534214782526,7.9807438992631,10.5965122217103,8.31730083606364,26.7821012811771,41.3756574239755,4.62771902747504,7.5946479606736,7.14228306218194
"PITG_05161",9.34254797083121,7.96695043707417,37.8335705478502,10.6886176784444,3.58216306478281,4.90607511243456,6.84590658363903,9.84712092965925,19.7501342531801,2.04305512487259,5.59576837221386,0.51022251221531
"PITG_05162",14.1070987449371,8.63762878960626,64.5237677981218,13.2556537205724,5.76831133493263,10.9346642737045,11.3109352766001,18.3673672325939,39.43454315004,3.32501105063594,7.74799625859156,29.2727279632586
"PITG_05167",20.3733413177089,20.002324365191,74.9553214606656,20.0432500707616,6.28165212067483,9.30114853124627,10.0627709120242,30.0587985705374,42.3660123320019,3.50739501864229,10.2830248998083,14.3781987933976
"PITG_05168",19.6205785641331,17.225056906931,62.012260717777,19.1344458750119,7.32919698114532,7.58345594939329,9.18241399963778,24.1279809257142,39.3682479621137,2.81806498729567,9.95232291768567,14.7939777961333
"PITG_05169",17.4236645239747,24.0577466837131,65.1379614515472,18.5059066069431,8.87241588070996,9.08085548046068,9.84620901620656,23.0206004819038,37.2639103132007,4.0976255807775,10.7867473552083,14.791908660388
"PITG_05170",19.7038334887392,17.6377104642553,59.1405341050723,20.6137949193554,7.2208290510619,8.01158314860281,10.3196218998821,25.0309683962894,38.6729325937548,3.97265301624391,10.5523243405124,13.9437077373247
"PITG_05171",21.2229355647504,19.5849808675787,65.2291154329563,17.0244712188255,5.44104228148468,10.7321642836887,8.44155641039603,31.0002414816354,39.4964598711589,2.57765365221397,8.71861634700555,15.8168947344779
"PITG_05172",20.7323154704293,19.5727670087119,59.7288219005687,24.4080705540827,7.10541761829505,6.58504924513157,9.90971820325187,27.0147484133874,43.0063657537348,2.9219304500056,10.5032938891832,16.8517230226528
"PITG_05173",21.5403952172726,19.8890657719614,66.9648546614541,19.9384590746143,7.84176768102392,9.91891058682325,9.44147747504069,26.0982193997026,38.8121184371555,4.70968740875547,11.4418084338702,14.7288095581568
"PITG_05174",18.7644921049238,19.3714631976954,63.4675235936778,18.6945851606866,8.14896648790627,7.27386939036606,8.35858446888297,25.8470901314364,38.9945362799981,3.61054203793774,10.6341822227049,15.3866106979308
"PITG_05175",19.2335927946733,18.1848434291634,62.9020412431427,20.102283123149,7.47251771829868,8.32254090248732,8.7214549828709,22.8542052736902,36.4276631295674,4.82064978542462,10.9640854571768,16.0635505868137
"PITG_05176",20.4836265023112,17.5641380483661,61.4574177325584,17.3311656540059,6.75452024796931,8.09962484683319,8.98330179292806,26.3951825363257,38.593878937266,3.3326090575234,9.22629892209967,15.3684634657035
"PITG_05177",19.6575275165898,18.2203012223973,60.5327103900579,17.5678672575878,6.19616468019047,8.19827358523508,9.21826519939071,25.9682205642076,43.9124135607871,3.48101956625651,11.3391863486933,15.8988936486501
"PITG_05180",11.4446013093996,11.1052602680295,30.1932584930838,15.4902176718643,5.48371621246041,7.97990997273005,10.0582314995522,26.2338779366288,39.8983910353378,3.14533490647886,6.34172437193087,0.607053250527514
"PITG_05182",6.93289332558291,11.1754546880173,19.557335627444,9.22516772396452,5.98501566830151,8.22424146658951,8.40999332273072,28.659082943684,45.7980158809843,0.446444164502684,2.75726197812861,18.8100731914424
"PITG_05183",15.7489669709724,10.2265936827015,34.5573179025193,15.591598520986,5.11255405346811,8.27082777038199,9.02253963535717,26.909885200076,41.5811369496541,2.1778944657551,4.62237531707747,24.7400944923104
"PITG_05185",20.9767792461639,19.1923827468385,61.0025793542915,20.0762529847726,6.69678853862726,8.9367866410134,8.59916585204936,26.0420966169112,39.1947155978788,3.34880164117579,10.1027778886054,15.8690547088364
"PITG_05186",21.204452889017,20.145490009646,68.226159259736,19.5286454863449,7.11755809509259,7.97702883834357,10.0117714205245,25.1547009544677,39.7772200489296,3.80432500392759,11.3843498423496,17.5718830802912
"PITG_05187",19.784214038848,17.6414799305944,65.2930771070442,17.5790834472968,8.21078069275388,8.52558087367028,8.42845874889393,24.2206393342561,37.925488080941,4.4015987704618,9.9191753161479,15.7254394326977
"PITG_05188",26.6592037930634,22.9700484200697,61.2962539259348,17.8294261113725,5.2857630558949,8.98326111816679,9.51215269046429,29.4724484533101,41.9564153900717,4.76910309898033,7.71740163535798,14.4698566642446
"PITG_05189",30.7711135470694,24.2957892031864,77.1061493280268,22.3702951855925,7.65616679229412,5.75893029269707,10.1112123012874,26.7756272923135,46.500506375717,3.54131542680482,8.12458757488231,15.4652492435828
"PITG_05190",23.3022825865107,14.8174506895262,65.6253957017485,21.9874244928329,5.88649181741786,8.69565746370446,11.4739192881446,17.9306972231683,38.8252153880049,4.17291814615798,11.6058011263851,15.8714219535913
"PITG_05191",17.3343630424295,19.4809137176565,57.8137250386693,17.867726154803,7.50559997097156,5.46846748254526,9.4269292179683,32.7009945347951,44.6564215263974,3.73746180340773,11.9961526615323,17.207774102497
"PITG_05192",20.6317412647338,18.3479416583512,71.1235365699291,19.0461231188099,6.50996193483511,8.70285039135296,9.39525728307094,26.5897646837222,42.932571165982,3.66967060414839,10.2343818439019,14.8757985378822
"PITG_05193",20.7826312651998,21.2770850554191,64.1473335606844,17.7880175136481,7.79173643830063,7.65317559317305,8.29956567338614,28.6145795738095,43.7194410780759,2.75521351150475,10.4719321106319,17.1499544518493
"PITG_05194",19.0986909869369,20.1123064814949,62.9348418769627,19.1215104572246,7.55235244289566,8.89728447470893,9.77736027117487,27.0191788850149,40.1717347865427,4.43415833231255,9.44491781082248,14.3045647787114
"PITG_05195",17.4639125934075,9.82402175540172,54.7294997216257,14.7229163605982,6.77070560231076,7.67169936832389,4.93286870861665,23.8185439910725,36.9454574557425,2.55748092740463,10.1342216785208,10.4655762556306
"PITG_05196",22.9730271043327,20.8457640803948,56.3717593663522,16.6078581663421,9.02903561981895,8.80282179636914,9.51134266438219,31.3954497294633,45.158972961512,3.89195505630024,9.62617272322329,14.6447793326157
"PITG_05197",22.6008549588092,18.4201926109954,65.4885538005653,17.6271114199972,7.73636048267638,7.38904512144409,8.43682237026782,28.1526457335242,42.1378653187761,3.78995379176036,9.60488244661348,52.7466298010708
"PITG_05198",19.0711018984309,19.7269199275118,61.3390707783353,15.6171826024483,7.94087297194768,8.28166183427632,8.7439986760834,24.264917402085,38.6136125156221,3.59378930677587,6.66949297118383,14.3508733008669
"PITG_05199",17.959875515295,18.2906684209873,57.3251215850279,19.5715907254931,6.42004131234259,7.69862970296812,6.74190423685835,26.3345904457095,43.9971509222053,3.6388328803247,9.24292423595814,13.4687467752585
"PITG_05200",16.0437476960672,15.359499192488,68.3391436133437,18.4331805471288,8.19949931999025,8.92665500347324,9.33852828862307,21.3157645327685,36.6255512327378,4.82184964830471,10.7700149942327,14.3025895209345
"PITG_05201",16.7600023112531,10.1142229715227,69.0445622251873,17.944221442683,6.8086746037315,8.88197209757093,6.90085384699764,29.16866746755,41.6277342099226,2.86880346258005,6.20724330492265,27.0470255641209
"PITG_05202",13.0681313943649,12.3351278424739,66.3218786985209,14.0714116655877,5.98124029815717,8.20095815648563,9.69244615186407,32.7447247658189,42.0823129694161,2.11156184212825,6.06172518067179,123.39676196829
"PITG_05203",19.7363853705133,16.1278685665566,65.5584291339057,19.9976603609542,6.43181109055426,10.8588724527715,8.87653208994469,26.4392099483523,41.7680663569608,4.27645891584697,10.6764470054225,134.633097027832
"PITG_05204",23.8731211687417,17.7422741715065,64.4935351841285,16.2256831025467,7.35208211674135,7.48713428751112,7.30217959180976,25.6637458796065,45.6937360387535,3.27473407788749,10.0851843329146,46.7414600570676
"PITG_05205",9.49745805549844,14.0289807771655,63.0891475053628,12.163350072477,3.68823752618163,8.03829298886903,6.10717999494756,27.6601536304235,43.7795285964614,2.50626532785818,7.83862353778016,57.0688701978912
"PITG_05206",13.3636446264516,10.119796376988,65.8720399317408,17.2153385271903,6.41008060347281,9.05585165687329,8.14018640774187,28.7982520965243,40.7042857834984,2.87817052577916,7.70127125314614,14.7999485530524
"PITG_05208",16.8769840981231,11.1038766936959,80.1021286231228,21.111227284654,9.48566329196353,10.6265274808535,10.4988730762295,27.5043998386306,43.7700537053701,3.48026535140204,6.79417014735634,11.7842176419731
"PITG_05209",20.8541040296616,16.1675434017854,76.2382763313898,19.4199647173427,10.7890269747637,8.79362023218506,8.47000003066193,27.9182074346895,48.9230583660074,1.22647166280197,10.7127183684509,29.8912161915479
"PITG_05210",24.0740471815071,19.6431110322141,61.5041786085776,20.5733645994022,6.49501810694577,9.32638959678721,8.77292211397906,27.1284519869194,40.243832760244,2.92082035198753,9.11776661774052,15.012555514845
"PITG_05211",19.7488895966453,18.0246531090905,64.3569464293164,18.0098192338267,5.6417523814191,9.49978868396794,9.71090457152337,26.038436810287,40.4173702617146,3.59024421558756,10.7402750512681,10.0735874809109
"PITG_05212",14.0690132524771,13.2851789844374,66.4222033981755,17.7055883665488,7.67362128377122,8.21813484104504,9.29112460916154,27.1148515743248,42.2641353383574,2.5385464255533,7.53875149430761,28.388894259729
"PITG_05216",15.5044236258224,7.69799568562069,85.7668299609447,10.6879159963124,8.39941209014751,7.52566307560684,14.7478327233427,21.7083182805715,27.8701725984309,3.68833619429312,12.2247773408926,0
"PITG_05217",15.15258745564,13.1565703663379,77.8223335461585,24.2838109788727,8.25328049087585,10.7040859075877,8.19599917491231,30.5200134808241,46.6065151927758,2.72530568291649,8.78497300896638,26.1600198509769
"PITG_05218",17.5195689851689,17.9002616905758,70.8144410045977,43.5972493186296,6.74324771432336,8.98400766604698,6.72360012146976,31.8480935095867,47.9073407226314,3.44748711522069,8.85885412140689,19.6978882314817
"PITG_05219",15.8277883930751,13.1132021423646,57.0365405166186,12.7259338608569,4.50204467106148,6.77229058099197,7.24959715243878,22.436232539518,32.1443742655731,3.26423524020812,7.58752901843157,15.015301832263
"PITG_05221",19.99649560302,17.3044173198899,63.9139887256299,18.8012291505852,10.0249650871137,5.42682277697722,9.3376352325151,22.2608722393433,37.0023632939922,2.85096317785341,11.1019053015303,12.6825325242798
"PITG_05222",17.3222530227858,18.2325437433271,60.5722662887251,19.6135273270552,9.33990037369246,9.00002345661037,12.1950608994609,25.28480509872,37.4088941173881,2.59458342964041,11.5417645271282,15.6307234344833
"PITG_05223",20.8693642568878,16.6515768372072,67.5007986757391,20.5207306330379,11.2985449102702,10.171014351725,11.6111524851599,26.1731749834645,40.6810841717884,4.99964209767068,12.0024060137027,16.2644490973447
"PITG_05224",18.3820422698361,17.4030205646289,67.5468655160539,21.1996371384772,10.3460733074275,9.17907780521786,13.0433492794501,25.6176095261754,37.779175386055,3.71857645543687,11.8876709855612,16.2406000082399
"PITG_05225",19.4687583447352,17.2428069180797,61.5713433037298,15.4420036956466,10.5192028677438,9.02281660697206,11.76203800127,25.6839817992942,40.6178343544636,3.75230992060756,10.1222906020939,14.8859049660461
"PITG_05226",23.2831557500363,20.3376681658026,64.3482235217727,17.7026587077077,10.9593761870678,8.1022060085585,14.2342648143635,27.159323574347,43.4644063811802,4.87273087140464,13.6736076577137,16.3329543336662
"PITG_05227",19.7401205268883,15.978047990899,65.7616523145372,17.8860475192456,10.0704605664747,10.3903494536335,10.7796381891883,26.5802567928976,41.9328377042411,3.60315005361593,12.5146794780968,17.0319420421985
"PITG_05228",21.736436714445,19.5665497581414,60.5459838625242,18.0893002114195,10.4584427036012,9.47530841467443,10.0941015170888,30.8843420085422,41.4359225247156,3.18658629618099,11.9462371919394,0.0292615969615498
"PITG_05231",16.6143393792769,17.5631276236023,81.7735437549828,13.390376068081,9.00526418851163,11.9183559941633,10.2154871789409,25.8427785660504,44.4729980643167,4.27863059019338,10.3344386335804,8.19797521359344
"PITG_05233",19.5141480142,17.05971062715,59.8023879378591,17.5779938750606,11.1140512452647,8.61939459682842,11.9832636162236,24.4153119656149,36.5593557359303,4.01430559560733,11.5375466543851,15.051951059834
"PITG_05234",16.4192348459911,18.8636171828407,62.1399399705382,17.9683934437191,10.7813818670379,9.11804677293116,11.2617452239262,25.3567410341785,39.2349998947426,4.4563178894998,11.4327505589453,14.4164915003095
"PITG_05235",17.2434955567285,16.7328985565448,68.4813589090833,18.3159529978692,12.4868668208891,7.72816081080251,11.9473169730519,27.083400442466,41.2573626241122,3.58443349524942,12.6173571710219,18.1351696786121
"PITG_05236",15.2671126382024,18.3270685127502,52.1929921437683,19.1971191177148,13.322026308273,10.0265018149705,10.4799235044402,26.8901491342613,41.224850044661,4.54081419141549,8.35399513625727,45.4268514170327
"PITG_05238",10.3394711299466,8.24344555907393,56.420873167554,14.0022619076725,11.3104398416378,9.66968693099563,10.2213600686074,18.2819217279846,24.9199852579409,3.37990260802092,11.8034486531925,12.7152704055513
"PITG_05239",19.4774654939852,17.5420401568642,61.0444609409835,22.2627163072897,9.94210618905029,9.37018573073414,12.5663732534083,25.1795699796763,39.8155485016166,4.46106740497897,11.3220259369409,14.1876032895245
"PITG_05240",19.8943731680015,19.2012390922545,58.4158160477107,17.8437049893773,13.2082897447032,10.684338242583,10.7074586357085,25.2521572669672,38.745831082956,4.29301353962169,13.3085574118877,15.3261808226042
"PITG_05243",19.542695712514,17.1746300560316,68.3322719044207,16.9687977859534,13.9770988705274,9.78087055153992,12.2588490102095,24.8106680039166,40.8296913454826,4.1428576587461,15.4675479388482,16.6552706334832
"PITG_05244",18.8369904008349,18.1119934108476,60.3638158163138,19.2776464934469,10.3776251000343,10.5509516332919,12.5796064081544,25.8795517416162,38.4379635278121,3.10078836230957,12.5831057487728,14.3770809852834
"PITG_05245",20.2674075150958,22.0063068269723,63.6801698528635,17.9864120517259,11.9278616249409,9.42624998658576,10.7706615049185,26.4924539629958,39.1685224700449,3.88891607932071,11.3840904192325,15.8914345159641
"PITG_05246",18.7048178525625,20.2582256042369,63.7815138561112,19.5160318304462,11.3376712716044,7.39469588353686,11.7181031617937,25.6016707003892,40.4980835324144,4.55988481232649,11.6215290343337,17.4445773807284
"PITG_05247",18.1341446833109,20.2025176922638,65.3533417268025,15.0177191841997,11.3392382908318,8.82152114811747,9.33721833721834,26.6022919236676,39.5530009017051,4.20539269490947,11.4210352311522,12.0540629860909
"PITG_05248",22.4890141557003,26.4036166264151,62.7993652996109,17.9186368275931,12.2638822769808,8.42911582170547,12.3032757516723,28.1509236096008,39.9013134230691,3.46731908523336,11.5837232507797,14.0630730974855
"PITG_05249",13.196665259844,15.3944987563381,41.8178010193818,14.0771868552089,7.95869346825551,7.7371362684663,10.2333615666187,23.0810618495391,34.7109651065336,3.20766649538059,15.884806964275,10.3356367503317
"PITG_05250",20.1293320025782,20.7997035382267,53.4404540017017,18.2945683776167,12.3414152555255,9.99144753109035,11.5534220111777,26.7752978749457,43.413800084449,3.12771907200614,10.5109742077001,14.4131014963698
"PITG_05251",22.7492905263279,19.9294834620103,53.8787655711909,25.2931858236993,11.7347897309422,7.55093420292003,10.4142258205116,31.4772091424063,45.2263963274438,3.83379531153596,9.09466801677287,15.4392182898981
"PITG_05253",10.1490220271164,7.92580984414938,34.1204076105288,6.97915919430828,6.46508625399089,5.75032433167929,4.78646432290661,13.5718609289643,26.0947479851324,2.14732199805968,4.84535902535169,6.50583576751528
"PITG_05254",15.3834148945264,11.8760456328415,42.0307442967978,7.91013827661474,6.75064217532176,5.97266843063517,5.71148004320518,20.5006886192778,29.1744712403072,1.44560784512232,5.63811722707365,5.6830466473431
"PITG_05255",20.6214789200727,18.8679398470316,59.6317650351017,14.9587166668083,11.5193262926602,10.7639865401029,10.232297586254,24.5516313399988,39.8804234361666,4.92808648692743,10.9219463854204,18.9129051885076
"PITG_05256",16.7596009253774,14.7755583689798,59.6321547626589,16.7584022156603,9.37593780058878,10.7460890265842,12.5103971500236,23.4146065118698,36.4070132079177,3.71590140666984,10.1289762139198,13.2519165118286
"PITG_05258",19.6229535698873,22.5815268042448,50.2690727660587,19.0655084645133,12.5751188768369,7.12598521163815,10.1202547635515,27.1091735071867,42.1707496776319,3.79982859155613,8.10891144955475,8.82493223617968
"PITG_05259",19.1862360318336,16.0336778253116,62.4771384475631,16.5151135842506,9.67062470516261,10.0286961432692,10.1049465166896,26.4778514022645,39.6755753816056,3.75447136809814,11.6820398365519,15.3763646674913
"PITG_05260",20.9218143225172,18.8433608999763,59.9797132133943,18.0182455243194,10.1440992123133,9.64285730217161,11.8860892680259,27.6808936547209,39.6506628924762,3.69842502908673,12.4748009739588,15.7899394522586
"PITG_05261",18.7768656088513,13.5868081138772,61.1197175757335,16.6975422420935,10.1284894816851,6.21994771891258,13.969386839164,28.795515932948,39.1683521040469,4.43223934893182,11.7696011441165,16.3261317656369
"PITG_05262",20.4296277572945,18.0291022255453,67.1264004150553,16.3244894824616,10.5077880114245,9.61754121175729,10.2342375871973,24.6602040892311,44.8434023328225,5.75942206037395,10.9987020892832,16.5710725421883
"PITG_05263",18.5368283255227,17.219675168792,71.4251127718192,19.1120099512568,12.8618781502777,8.75931146656541,11.3917620575148,21.943896269513,35.1860598021854,4.44453436671127,10.3546620238197,17.5970071542252
"PITG_05264",16.0260847090444,21.0804104142112,52.0959560078837,21.4712420836078,7.35140241113544,6.79170092014538,13.319277148602,27.6473390810704,41.7334207192199,3.73050876889998,12.1954906744482,14.01808805148
"PITG_05265",21.6652297863397,22.3917682478354,67.629488437212,16.2848393552232,14.0564088780528,8.5518935198633,11.1267958463972,27.5505157549129,43.5985098315451,3.5486658072505,13.306713125285,17.5924638219759
"PITG_05266",18.7691065842251,17.9486548118817,63.455420787564,17.0212138318826,11.0800739976683,8.61315650413676,11.7868996014294,24.0912336078356,34.3241883696678,3.87756741113385,9.59202508205612,16.3531263620633
"PITG_05267",15.2295863461129,17.8407160272406,64.0978642908524,17.7349958730346,11.3289623003953,10.9507659429864,10.2180968006898,25.3696580166854,38.8251582966971,4.57893873171449,13.8947366782995,16.8625253421991
"PITG_05271",22.5653076700738,21.4781817217124,57.2962950669461,15.1155603023913,11.0034182966422,9.48777547526296,12.0904585986656,29.820466808826,48.0209760529525,3.7248250392476,10.5697056048015,14.9397973598612
"PITG_05272",20.3808971389153,20.4795642852926,62.8546648783866,17.3806301905108,8.61878981412199,8.99910729471973,11.0302616198856,24.6201019468313,39.1616981601121,4.41260574758919,10.6361559808095,13.1718674580144
"PITG_05273",15.8954694874956,14.2284541527358,15.7319009738783,4.35853467402369,3.28927306920989,5.90419590741015,6.97643749571641,13.0351390062118,17.5724698066181,2.40562314789582,10.0522742383818,22.8279869994608
"PITG_05274",19.1974548937616,16.1825799367564,65.5603106254251,17.9175878600422,10.6882610190343,11.0457352621829,11.3204385911993,22.3470228950429,34.6698622851277,4.38933203560154,13.1578748369949,14.1190441209956
"PITG_05275",18.1081058351966,18.0220695650875,66.7385538909701,17.9359532470202,9.76004359827393,9.3045722275387,9.4506703660341,23.6724660323001,38.4592783219524,4.54795785640707,10.695487599257,16.0610044192016
"PITG_05276",19.3959284883955,17.1774975344277,61.2734661272396,14.9923782921015,9.11887353711562,7.01632131067699,10.1129217406279,31.6940466732224,38.0737236479076,3.63739417754993,10.6499915775816,1.47688996063309
"PITG_05277",19.1982277637111,16.7658609103597,66.4826510900837,17.5794427111985,8.76194968279599,7.90912173448127,11.6374479979015,25.6603799387567,38.0671438414853,4.22002269052028,12.4404976803594,16.7302120125743
"PITG_05278",18.893262963177,16.3115238650871,68.6054963620504,17.2295252643924,9.75689436867187,8.86232033712911,11.0852440642479,24.4938096072882,39.3774011299435,4.35144134016816,10.4459920205718,17.3948924382539
"PITG_05279",22.5383687452606,16.8835626566928,67.9649396921281,18.6207836264158,9.08849338788204,8.91868134321973,10.7940334031977,27.9548392502119,40.7434196534224,5.09672753690477,12.2098860801891,15.9076847160179
"PITG_05281",18.676437301585,19.9815462977833,58.1774759480098,14.9285716671705,9.88395528545049,9.45255749960983,11.1064531962621,25.7230412639928,42.6363020997464,3.46346783015741,12.1198871515162,13.6633251981642
"PITG_05282",18.6130059955103,17.3526802551906,63.6452874486838,18.8612202654157,10.5784212407304,10.467128652933,11.8294688953883,26.250846225481,39.8195861463146,4.410391529969,12.715326098986,15.7276878759728
"PITG_05283",12.6853769100429,11.9835919803376,54.637783044949,16.7327057817553,8.64411855800322,8.96666698717159,9.88044955783233,21.9256598316387,32.1584106140133,3.08668742022702,10.4972514173972,12.8905512759925
"PITG_05285",19.1793463893471,20.2672514079825,64.3219456234331,19.6730358348308,9.39453580684209,8.99847177210816,14.5832030044997,25.261871852843,39.836284472017,4.03542841436528,14.8102491352543,17.2078381098015
"PITG_05286",19.825636136774,24.9288561576123,55.7184126054307,16.4933024981118,9.55969864399684,8.81572077717313,7.61570045531175,28.6553723889647,43.0050299581113,5.01139430483386,9.28445341484917,16.3189548040279
"PITG_05287",16.1721098052786,16.8762230940244,58.0649198554281,13.8596187789202,9.85194559700136,7.28469427552345,10.0885462734135,22.8851898779354,43.7115913307729,3.20517823599179,9.76439291983281,16.951145202543
"PITG_05288",20.367635112739,18.4151318119563,64.8665536473904,18.5148629204701,10.2783699470146,10.396424221191,12.7860102645038,27.0733008145032,41.928949349573,6.03497467186246,13.1368001878305,16.0016318786253
"PITG_05289",18.1667332961263,19.0648294471759,66.2473760500428,17.3476785932902,11.1475540889962,10.7037766195211,11.9256299144387,25.3393402980769,40.9801333638746,5.39195524062944,10.8885419135682,16.7080518397163
"PITG_05290",27.4929456984964,23.7648172475963,128.92950373948,31.3663812638653,18.3192989359592,15.0430117832866,21.5462542104707,39.806426318012,71.768910949695,9.03855485635701,21.6166072748376,27.7059096732688
"PITG_05291",18.7683482730139,18.1611914362301,62.8195195428917,14.817406909673,8.94949799000202,8.49213838520669,10.4233024086763,24.0702797789301,38.4392392200718,3.64186881024112,10.7233548658166,13.9168243704712
"PITG_05292",18.5043029200122,18.954510113386,59.7535843576699,15.112156547411,9.91804439154498,8.84278698457606,16.4966598027823,26.8752093188323,39.7505754473631,2.89862989996192,12.9948565374468,16.8855415517056
