"DDR7602_cov.sum","LBUS_cov.sum","NL07434_cov.sum","P10127_cov.sum","P10650_cov.sum","P11633_cov.sum","P12204_cov.sum","P13527_cov.sum","P13626_cov.sum","P1362_cov.sum","P6096_cov.sum","P7722_cov.sum"
"PITG_00028",19.538755684882,18.6705817750883,63.6703318060673,19.1540638646807,12.7243071395252,9.31812631494329,11.6999730341907,21.2112278548569,40.8470113393136,3.53322712614854,13.601399869313,16.0404642723966
"PITG_00029",17.0910008489035,20.1708313575272,68.2228509444958,19.5867204839028,12.4381249154616,7.78090885638327,10.3273655361919,23.8626392806616,41.5812230739631,3.44203904652025,11.4022914807191,14.8513619322741
"PITG_00030",23.6123328544834,24.2707693619601,67.8190319934036,19.0914911142316,12.0172067217988,7.88388724852425,10.5410238665105,23.812796275157,36.3484502988491,3.01886989007655,12.774902756028,14.8973213799466
"PITG_00031",26.1597568765282,22.9620933356846,67.8198116812317,21.7612233904523,10.3932147897716,7.80579546849752,10.7768777023861,26.0375477850172,48.5313863829572,4.26442158325576,13.1941708674985,17.7599080326087
"PITG_00032",19.7529454156738,21.2727278397474,66.9025803447381,17.4369575329724,12.2738365495663,8.00104976430901,13.0878381094201,24.0270187885499,42.0591479189212,3.87361522974466,11.3032699553752,18.1529116750418
"PITG_00033",18.1221000607439,15.5833518117572,67.3762194554952,17.5591704876646,11.8749608612761,8.65748736838392,11.2281302442021,21.9153510709074,30.1442323971172,3.58423564151623,10.2390837139264,15.2957434811871
"PITG_00034",19.5666075966723,19.629662491006,57.8419692505078,18.3573614757231,13.0118911122282,7.14104000465415,12.5983626549272,21.3974451169283,39.0759006479167,3.43453902399229,10.2722958460045,15.2300713062383
"PITG_00035",19.2073030417832,21.9201819569091,70.523613233493,20.4510706381549,13.5659062480526,8.9201077237364,11.3273643067916,26.5410059898178,43.7838777394835,4.1199034935765,12.022548677042,14.7591133298128
"PITG_00036",19.7091196299408,18.2094180263511,67.0875735291153,21.181615613622,11.433196320732,7.7126021124796,12.0489779038697,21.1360760424089,37.4842124719585,3.35392338483884,12.3499943371272,16.6464223555971
"PITG_00037",18.7571281787749,19.4513080940832,65.1474588216386,19.2716643874806,11.4548356695133,8.12309949764989,12.447653370266,24.3712751866618,36.9364187175133,4.46652156664844,12.7630250128015,14.4640776121108
"PITG_00038",18.2889598660389,18.2060129594874,62.2964253488483,17.1119747289216,10.722845115872,8.0134694301075,12.353383309663,22.7073471542338,35.4399639844334,4.38483949460296,12.9078541433641,16.0795075582803
"PITG_00039",22.2936432266171,19.0985420258255,65.5429993874503,18.0252131700309,11.7832331548729,8.3938566730128,11.0967477615147,23.939298841678,40.580458154357,3.86176193301368,11.5822909674293,14.623188847771
"PITG_00040",17.6034209666028,13.5034370780624,48.6588325578523,10.756230226353,7.92085405028558,7.86246184732599,4.28384837237541,26.0527654896509,37.7844368665602,3.42460105584944,8.5245683514527,2.24675183258927
"PITG_00041",6.49385550224736,5.54572000648157,0.484112581184639,0.455182115663509,0.253672240540701,5.73904876988265,0.110955368130235,0.142698381233848,0.242796761643764,1.4334141552893,5.35078671973565,10.6280952834559
"PITG_00042",18.5842903765269,19.7388585219521,57.5792397504419,22.3433215542998,10.6654844329913,10.0542957648151,9.61694352963099,23.577112618342,40.7796140848434,2.69182013660663,9.09829841753055,15.8392189710008
"PITG_00043",18.4538423569421,18.1793303186006,70.6942588937993,18.9726475400825,12.8490003283416,8.28839462010193,11.5499249459757,25.5452752642333,36.7781535936067,3.90076959025182,11.9039548932244,17.1587854482868
"PITG_00044",20.7345711407154,21.1940090527448,71.8287056775366,21.9201937456024,9.64392922865185,8.88103614202758,13.085843547948,21.2215122712988,45.6961370853692,3.9118563080369,13.5043462384411,16.3485461571332
"PITG_00045",18.9507079927964,18.5909384230352,70.5077692866245,16.7598142327933,12.0080398817164,8.2364945041353,11.4595234282807,22.2564835999369,39.2642987881992,4.09598588854844,12.8692990264476,15.3430187547166
"PITG_00046",18.2982553304284,18.0877160111208,66.3812864558801,19.8235309057977,12.4216290998486,9.0472819876432,10.4173994553884,22.8695534756374,39.010613547594,3.20397638045295,12.1642485934487,16.3517029270279
"PITG_00047",20.2138533027413,17.156277205144,70.1081188415961,20.1053919747581,11.1253711948734,7.49549939210733,9.71172800056498,23.6141134640409,39.9517790168768,3.98980108440558,12.3095326702813,15.5553475784447
"PITG_00048",20.3526494036971,19.0448546088948,64.8108459193895,19.0213735320532,14.3100227224268,8.75016313041827,10.3976776641506,25.7617271243399,39.2084354058174,4.27749215314117,11.5245696885257,21.5866146972696
"PITG_00049",18.6141313501869,17.9569254867682,64.4260731129727,17.9849970816101,14.0770261847152,10.9570695011711,11.9212605449172,22.3591272008952,43.2491285058977,3.9886744785787,13.8737016213794,16.0946984962931
"PITG_00050",19.5382616854129,19.5721645726815,67.6618161563862,15.9576197934551,13.3139876044636,8.3474769738421,11.0174709975288,22.8051639585546,40.5276526705679,4.50719393366107,10.7055332653192,16.2238769206316
"PITG_00051",18.7335562178161,17.256105267797,66.2719955117792,19.4356319691052,11.6700250401432,8.13653960229924,10.7009591909645,20.802100835864,39.567159231418,4.12836626203619,11.9464752927973,17.5457204149174
"PITG_00052",18.316376542404,18.4280703516638,69.2597599115064,19.0283146496799,12.1259475272343,10.7228814226914,11.772195344478,22.3259479293682,39.4293559009574,3.88071821097364,12.4856072784839,16.5587881229687
"PITG_00053",17.5231299222147,19.683625839039,65.517485708492,18.086049613081,11.7178654267368,7.759470807821,10.382938180006,23.3757878507654,41.8098175707301,3.58754180672323,11.234778565812,15.7846471680543
"PITG_00054",19.6460068906233,22.2092233239687,51.9161855012309,17.4064259651514,11.0962039991883,7.36059822322913,11.7700540678199,23.9129841797581,39.6400169158254,3.87775316729382,11.5428054021128,15.2367668700469
"PITG_00055",22.8366165218779,24.0179260962521,67.2167964440071,19.8948610236276,10.7860923045391,8.09682706078635,12.6493893165096,23.6853391953434,43.7546240255795,4.17309756066531,12.5410281114376,16.9067902170836
"PITG_00056",21.5311879198299,20.6628154975153,69.2520757955624,17.0813395446709,12.2687999716271,7.28812367517263,11.6703280528132,23.7399830035996,39.0699148467519,4.16873779703549,10.4591288977265,17.9496772619184
"PITG_00058",31.2534934543462,36.9027426469159,67.9223400679873,22.0604384573653,12.4915189441313,7.3240783204985,12.6243607405446,28.751061670798,46.9668680061204,2.75048110013182,11.8698574824617,16.3806209876238
"PITG_00059",21.7227851015887,21.6859793125936,66.9075490830888,15.102020648296,10.6536211709964,7.77717554819163,11.733866826279,26.2943680219876,45.0718929848947,3.576264672793,11.841368295459,13.249141281773
"PITG_00060",23.7511072341694,18.6758151441974,64.4267462184814,17.0765194502066,14.2459440227321,7.69859413061879,10.666367023871,28.2521447708774,42.4643689244928,4.08273659338017,12.9376501527974,16.7759569352786
"PITG_00061",23.8939577204485,24.3473939773443,59.2862207404776,22.4481595199144,9.50806407178955,9.77886648603376,15.1056237690671,26.474134725973,41.3660470189714,6.51108267101723,11.3239500619716,16.9105993322254
"PITG_00062",30.7083584963633,30.2042729075593,61.9343744297036,19.8107446559617,9.55297060275115,10.0720440874825,13.274803201887,36.7810904089486,60.5703084741406,4.53259444862817,15.1168631667335,17.8915602244043
"PITG_00063",20.9790930034813,21.6060657499518,61.5813551751649,20.2336577185165,11.6780319529294,9.74080920991633,11.4794856440428,23.1430458851175,40.6242537189127,3.63212420892793,9.74052284721896,17.9095758706697
"PITG_00064",19.801489554693,17.4437332583314,57.2605035002905,19.7331755313973,10.9158648153225,8.38385082455225,12.9837345637292,24.2347187825408,37.7295269241125,3.63946871110866,12.5437354149031,17.4573818555792
"PITG_00065",22.1903298244915,17.6193045289165,72.6967719117768,17.8652953372221,11.0015016075054,9.37634851676039,12.7702385175966,22.0702623892091,38.8946629187823,4.22184844283618,13.9481567213719,14.9466028857184
"PITG_00066",19.3776847275529,18.9144739069508,62.7830076995427,18.2106466694021,11.4790143076932,8.59101308917015,11.3475282970476,23.0435795143951,40.9841965489753,3.28014205413256,10.9516961020833,17.0230249635491
"PITG_00067",20.7780593456899,18.276235619003,66.2291697625355,19.096433380289,11.2616016848113,10.5799657354029,11.6049085336331,21.8563752902241,36.614956415044,3.80553157363596,12.5449368596718,14.8071350547287
"PITG_00068",21.459290444245,24.5252647969116,62.3239257473929,10.1525899733459,11.6746583801344,7.89258861982362,10.1334091705818,24.6022669814693,38.6814193651429,3.91802867239262,10.2804107344375,13.4150905933363
"PITG_00069",21.1317074777984,19.6026389067187,65.6794670773488,18.3536370737144,11.8161751050822,8.62420327878376,12.4892209472329,23.2093335995498,38.6610186547302,4.1194535846246,12.6747397528651,16.7811775771704
"PITG_00070",22.3916342379496,16.5709124137749,68.057038136575,17.7348974110206,11.3063641043466,8.41208213559658,11.4215256893666,22.4231379991624,45.6120912978795,4.38317634213942,13.2392600568595,14.3206070849223
"PITG_00071",17.1457960414908,14.9415296942387,61.7193230120721,16.1743534560894,10.3787498949191,9.50649755126844,8.93882728160086,20.5767218265789,37.4178432019886,2.98013239398107,10.1548135026491,15.7209364811354
"PITG_00072",17.5017985295674,15.3985234565948,64.5936231071593,17.5245565814879,11.1593127347588,7.11709280721404,11.7826806650997,20.3225723572602,36.307773928211,4.39651730210985,11.503478835965,14.9476237830591
"PITG_00073",20.94916838707,20.6879348304029,64.3482681162352,19.4248273874231,11.0439886411298,7.46037517421262,12.6682241158326,25.006459442547,38.9002860388078,2.71056955748076,12.0203184920709,16.2665081244446
"PITG_00074",24.6654475321193,24.9300766311025,64.7997854014227,17.9461800070927,11.1046208239074,8.26921169498041,11.3919654882687,28.0392512960621,47.587509516496,4.99597021729322,12.1842000514955,14.777262748616
"PITG_00075",19.8699192809799,19.971747037582,66.4122982653619,18.6875389613157,12.0114006514658,8.33052113257195,12.6729498955939,23.2701987948429,39.7842552994225,3.51576554518932,12.5553880152996,15.7864657408882
"PITG_00076",20.8184158917842,18.996147450511,55.9635351187555,20.2837850019955,12.5884380931344,9.26241317472338,15.5126568683767,22.4381277977499,45.0170345228715,4.14019327052017,17.7245298801316,18.2117315514356
"PITG_00077",20.7806417158185,18.6462011889711,67.0452972584571,17.3638054653138,11.52473563014,7.66935080259274,10.6108735288903,21.9041869017702,39.294423869651,3.01495937241623,11.8440004096618,16.8584295116354
"PITG_00078",19.6711660771776,18.4959943371656,74.542648199508,17.8174301993249,12.5114120401752,9.2196530025183,11.7089894689826,22.981785501923,39.1965555038484,4.47959592876076,12.5312232245196,13.6762856258753
"PITG_00079",20.1187989134585,20.3388724802976,67.4715847220569,18.6182563633373,11.4854632746188,7.35747666983498,11.6796177654832,23.3991838256386,38.5595843123319,3.98917609756554,8.04551303239001,12.0948304352548
"PITG_00080",17.8675715660495,17.074420380698,65.5222930418653,17.763265737468,12.3980388633249,9.28283348705235,11.6216464687871,23.7899235164938,37.3274003314652,4.10936433835892,12.3534264290291,13.8008561463382
"PITG_00081",19.8201957225634,20.0106839284716,70.7122629567514,17.2910898985504,10.871168462789,8.52555929014687,11.3225336121342,23.9000754110902,42.8108759239966,4.03940970579353,11.2358847801988,13.0207756783933
"PITG_00082",19.9696431519223,19.2380153184491,63.623844909665,15.9081263968969,11.6804775023762,7.97278334961725,11.815267871169,22.974442475094,40.6487882662043,4.20579080133582,11.882776508348,14.7765106845132
"PITG_00083",17.5638189371863,17.011007433148,70.0935354957115,18.1082724826588,10.0522004061699,7.57131482178427,10.8494393436687,20.6943863149119,36.6023688381202,3.20541672723738,8.98005690737658,17.3500075561064
"PITG_00084",19.0440520861285,16.8910565664459,52.2503141844337,13.2576326697311,9.17675450225517,5.76600937282811,10.5243623190277,20.7076214762522,33.9333532518204,4.54910491412863,9.7479794283434,6.88943693646475
"PITG_00088",15.4244110356129,17.5720315689893,43.9296834282472,14.6482014618042,8.21973271851058,5.87521812232414,7.74825042952642,16.8445464565801,20.2954904463784,2.72505956236423,9.30426213482669,4.18609999196731
"PITG_00089",14.0767763059521,12.7285424440303,47.266459360525,11.9549621565912,5.9740896395065,3.91468689358489,6.66862268442996,15.3184205403369,27.4460411395396,2.94725078706149,7.37164215022319,4.9941401869433
"PITG_00090",11.3422861800012,9.89371413040481,36.5229238133567,8.5901152126232,4.90206427839549,3.80958567324284,6.11401065990844,10.2106901769119,18.2828171138175,2.00156739321117,4.93863573956745,9.34846799090933
"PITG_00093",6.38174121755572,3.56396037437598,13.0635124137049,3.05215771253769,1.00668074110438,2.62550854222201,3.62745423612065,9.57204370969027,11.9213755929005,1.0690117551299,1.90817669747416,0.39751857473131
"PITG_00094",14.1713636847864,9.10881493219874,20.0391536447995,3.28638479861991,1.54662384506814,2.6871540997702,3.86738163724116,11.8298234969936,17.0670734137421,1.9147995325016,6.12517631917367,4.7672251317983
"PITG_00095",14.2688990260044,10.266544381919,40.7029045812946,9.22541325323363,6.16832501244908,5.89477996825419,7.72876018486283,12.8068511943166,24.6255045862811,2.22599198954658,8.30098083776441,5.41322789119273
"PITG_00096",21.4260611810947,11.8180281027719,56.4608268344683,13.8430223739494,6.93847445367915,5.10079039079661,6.97219588789327,17.904619730468,25.9529702187997,3.97541470990441,9.56858247635137,8.8958149392855
"PITG_00097",29.9782276617081,19.4929968869935,52.6238066786951,11.0287844056395,5.81154871347026,8.24981621280751,7.761448242057,26.8413266452446,41.1605430379793,3.82251733191611,10.2034139331092,4.27413464090425
"PITG_00098",22.5748483187761,14.8325700633295,37.8860046259169,10.131007375286,3.10016463998004,5.22635665295207,7.29151545204015,22.228230380582,34.3835966157065,2.51081397750895,8.68441749932961,1.4316778063287
"PITG_00099",24.294036225823,15.846954831776,32.4809771541682,11.4909452281442,4.01067217949039,6.45067854292311,7.95717104779766,24.1596109125232,35.013370611551,3.18786472810093,6.47519643555416,0.0631871686993584
"PITG_00100",7.10693607611558,4.74139825149136,14.3645125080053,2.58676686369586,1.47615372507759,1.52287360099556,4.48439857938863,10.5274436537892,17.7479171967119,1.08815387299166,2.60242671459051,4.55547344049385
"PITG_00101",27.7979297915997,18.0810349094943,48.0567936419673,9.68409737385501,3.42584738205755,7.46103651846123,10.317621776329,27.799777242503,40.9977653279486,3.6938411008741,11.2647478980387,2.4139445570802
"PITG_00102",33.1028811195202,18.19743253126,57.455706629078,15.9433874168304,5.64945167561498,9.59011565926865,10.3604697269779,29.8688999375272,42.9612461158439,4.24551020404014,12.3211603798629,2.0268346561225
"PITG_00103",14.9964204342644,7.74496893535987,21.633748383583,8.08855549372806,3.78472292120462,3.9366777075423,3.72425173769999,10.2262537266354,14.1663129278167,3.02541247291352,5.68340069403205,2.57766517988826
"PITG_00104",24.2809317948557,16.0722582930387,51.3498225363113,17.2283825062861,7.22589494553902,8.88759954286197,10.8299067259404,17.6776414330001,26.7041565624293,3.87179195434206,11.9581274689417,4.06554826283443
"PITG_00106",21.3777402209127,12.6909991881022,23.9225280781463,6.12702789364602,2.0607183388515,3.30358365543955,4.33514345194766,15.1262023074493,23.693191914925,2.06852337394359,6.19625022320343,1.78309077417221
"PITG_00107",9.75453392675956,6.66090769700069,29.5058029580225,8.51988953313924,4.87887855246138,4.82236244778598,5.73885855193907,12.0211205723592,15.9101139242518,0.750420022364246,5.98262152832351,12.1478252169264
"PITG_00108",27.2001795960013,17.3031050067009,65.3363849630273,12.9592338189157,14.5484776156721,7.765699944617,8.22021964347916,25.7796524867365,43.3097802211415,3.60648058926294,11.8173692442073,14.146920579533
"PITG_00109",32.4642704020713,21.7161772031773,60.9167721060491,17.8996232638948,11.5180601965201,8.29950093178732,12.1130070965659,27.8266397498254,41.151289218887,3.93722004896602,11.5037401100651,16.9720353895339
"PITG_00110",23.6442961158388,21.0208060361495,56.2560403549468,16.887202520877,12.7568333731186,9.56364846202382,10.7284843202829,25.7905278591789,45.8203742163883,2.88779940583854,11.6692394456276,15.806131873132
"PITG_00111",25.3342742858127,18.7447260024881,50.0826492508527,13.5192196168507,11.570337381447,10.103664655954,10.4947761821945,19.8840511405141,32.6807698383993,3.50517432220144,12.4630968336017,12.6404016467415
"PITG_00112",22.000628149104,14.8214327276669,29.8787837712152,9.04574848561077,5.91086784278171,2.18515326725119,6.25592302030903,23.120644796796,28.9762436408667,2.64804471708326,5.89320874631167,6.15526276389757
"PITG_00113",23.381070824478,14.8743644455259,26.160385146973,11.0507420493146,4.19281360807262,2.6992399433603,9.02539099400216,14.2757184889838,17.0855823479015,2.96285211808121,10.2425421334712,11.3385751791255
"PITG_00114",11.1141061851736,11.0672213710353,13.7017690641098,7.65911306632557,4.33711582465047,2.90056365355487,2.40727793995812,11.7956963464822,18.1470522961305,1.91079570503088,5.80567873303821,1.73936527297557
"PITG_00115",21.2932054700285,15.0133128322316,44.517229267697,11.9935629605031,7.54296612373792,3.6426856534566,8.30186880925003,14.4616169366547,23.4723905600742,2.96295465557712,8.69415102356981,7.44464298898991
"PITG_00116",26.2887243963973,20.3003297977456,62.0530057871794,19.4781437850471,13.2781781286682,10.5086236636799,11.5344369161939,25.3900492001063,36.8132058367824,3.4191789801793,12.4062202512244,13.8398936980353
"PITG_00117",30.1464717094145,23.6990716876635,62.3391999960151,18.8581175244558,11.4519024850166,8.09733387694136,10.5395197996492,29.2526517151909,49.0584273004077,3.83229572415745,11.1160376839307,14.7710966042066
"PITG_00118",19.8133483040646,16.8878123054798,50.1705973275163,13.578626929891,12.4968425238288,4.82891482603514,9.16169424111251,23.7220377655226,33.8442748801198,2.54111968694468,7.83855293233897,10.2865089501833
"PITG_00119",26.5589266367717,19.4866157664063,58.1625299605001,20.7961127320386,14.3862789744595,9.95339266630728,12.735962461542,27.2564099915956,38.7952737489378,4.54990003216405,13.6429042892242,14.4139225617387
"PITG_00121",34.1818573936493,20.2092290789304,65.2399150442522,19.4467805090429,12.8598622035821,8.64500902342881,10.3882683911992,26.5034791179337,37.5857432882154,5.05661536563288,11.4578168639095,16.6518818013977
"PITG_00122",27.7267718693463,21.5430885349226,60.7991928180692,18.9802385622231,14.6286477317828,11.6765074194204,12.5884885835205,25.672477545087,39.8981105989792,5.12766126785645,12.6859568786837,15.3487757093754
"PITG_00123",33.5276190157687,23.033318153524,52.4429703601459,13.6999021198322,11.9020953044005,7.62493943845584,11.7903762425196,18.2562598699116,39.5382079568672,4.49219403424189,12.9085763582297,13.6614151164188
"PITG_00124",26.2010990208535,17.5545952544607,64.7754081960273,19.8245813224992,14.3969544448692,8.03024961572759,12.9616138524142,21.1036484954496,39.7651256657734,2.91677700943942,12.0942608918169,15.8335581993939
"PITG_00125",30.8470140473441,23.6384608789091,60.9817478076815,20.1293556619433,16.1531444251524,9.42161736279404,12.4136073359227,30.0419412949414,41.3902934586427,4.19426679252957,13.7530031083603,14.9411659805754
"PITG_00126",27.9278535101136,29.0467121972991,85.0383740490227,8.66867059116377,10.0233991555268,9.27446529874301,19.2280590197796,40.8738558174687,53.1953772555695,4.84632966607936,7.42865260696404,0
"PITG_00127",28.2476070251228,19.2698424406094,62.0871072256623,18.8262862764064,14.9881493980802,8.13685305171934,13.6051080156768,27.7753695466314,45.2616964727094,4.68551056910953,13.327291800041,14.2757393632122
"PITG_00128",32.8992609176125,24.7871185964215,59.4563961860105,16.4125185745172,14.519866051256,8.37362086001652,11.6562915140093,22.2867099954998,36.0385446496429,3.55051823696407,10.48424738433,14.7925661780391
"PITG_00129",28.5623429621437,21.5020114585311,60.0595505983957,19.8520932014836,12.8763953528084,7.56249098171207,11.3984895957852,23.5557845332551,39.0703457088399,3.50436868180381,14.1855217808351,14.8432728687839
"PITG_00130",20.3704345292617,15.4653254480707,62.7630750229437,25.0952366872133,13.6902306628805,9.10231374168395,12.1579392667986,19.6137111762828,33.7293731060478,3.89659392879745,14.6502509968304,12.669096688468
"PITG_00131",21.9039619838677,17.1789975823489,50.8105809854844,15.1788623023504,14.2763430445482,6.74047715302469,8.65700230973691,26.8440585728297,37.1205244017095,3.53514219691219,9.20154095038967,11.6969332475517
"PITG_00132",32.6862077380344,23.3432256752522,64.8665414699155,22.5184556672573,14.7080973239987,10.2234211529206,11.8822691292417,30.9304111353442,49.3246193283046,4.91364951409459,13.7926263522709,15.3885705338189
"PITG_00133",27.601006084247,19.5225678818913,68.1233073884762,19.1387662904205,14.6244471221259,10.0223653660779,11.9211603430459,25.366892104533,41.2606430478062,4.18413063861057,12.5472693326543,14.6450220419025
"PITG_00134",27.6634162232319,20.4799138476329,65.6791145796107,17.8365059624423,11.9951628307026,8.98717754353993,12.1600358307246,28.3493516869645,43.6287520389926,3.62136774351307,12.3031976102942,13.9211135936332
"PITG_00135",26.9840076618043,21.5105686855433,64.0770145036119,16.4727484488783,15.4318427611742,6.51683539168898,13.3764581817206,30.1740073932511,45.2819327211755,3.39619905202746,11.3923639635126,18.0558596242567
"PITG_00136",34.4459373933464,23.5691942100577,67.9494840188231,20.0343876184495,14.2992686081883,9.41941537536615,12.2600581047822,27.9985154101247,46.843225939451,4.48430455426379,8.74744041569268,7.10631759328439
"PITG_00137",28.1696798689618,20.6817459400093,53.4252996285026,19.2180758836769,10.1510748901123,8.09439730604329,12.8068020991261,21.0480709923226,39.9544546675806,4.03584569611606,12.9454626900793,8.71453890920996
"PITG_00138",26.0823738232519,18.1735652264515,65.4925868301835,14.7044737000748,13.2316028389154,8.71762126310243,10.0239433035441,27.2643182649766,41.019921535701,2.81892862960601,14.709419594828,15.7232842044849
"PITG_00139",22.0677916643739,15.9163567336003,65.654818375474,14.4987053042011,14.2347158323871,10.6969837379601,10.0140812237522,23.5210215196303,36.4451293688074,3.27851480977452,12.1452988770172,19.0340174746412
"PITG_00140",26.3133966262687,19.0167348527037,67.2219956025284,17.0869019380541,13.6288569610234,9.90331843253189,11.165018198504,25.5042721771469,38.6468086614277,4.11065934822706,12.5261566328381,15.4543242546685
"PITG_00141",25.4559546106879,18.6575904234753,66.016436738119,17.8875130283661,12.8267010030268,10.2716474517935,10.7343603490098,25.2265576671975,40.6595658644117,3.90743671551321,10.6570481923255,15.5952548338135
"PITG_00142",26.9266460109163,20.1141593408014,62.6202603382571,19.9078215698299,11.7393104889607,9.85798766463795,10.1075097991032,24.7359656308458,44.1806835904603,4.94011524792625,11.8682331172183,15.8281243499359
"PITG_00143",30.6005116467317,23.1836550900482,62.9262504366108,18.5645132196629,13.7121021082054,9.73291009165752,10.0277428677798,27.1884700271246,43.4135132707433,6.00705024771004,11.0810766203261,16.4451979073279
"PITG_00144",30.8487722451949,20.443036882129,62.6826843588976,17.5637178001804,13.578716292599,8.79340829736111,11.7553783855504,24.303059592267,42.0208423999002,3.66496524382863,10.7417500717403,14.0102347378532
"PITG_00145",29.7123357026056,23.1671580019658,67.5010104511463,21.2475891927607,15.9674582915144,8.96877921690436,13.0511494790763,25.1221734415508,39.0711177518568,3.36908648757725,13.2479264141237,12.4103756156538
