"BL2009P4_cov.sum","IN2009T1_cov.sum","Pi1845A_cov.sum","Pi1845B_cov.sum","Pi1876_cov.sum","Pi1882_cov.sum","Pi1889_cov.sum","RS2009P1_cov.sum"
"PITG_00191",27.6172015175126,25.8613006555502,5.52823687285471,0.871018094301788,1.9116654914389,0.894686285653115,13.671912623326,40.9530522005116
"PITG_00192",24.9477635907774,27.4606329949555,4.89755090744638,0.494665126906447,2.00147970859136,0.975933203287027,21.8840132590138,38.6748033629055
"PITG_00193",26.7519422720849,23.3841674557835,5.51717362228566,0.873432360805303,1.22141998242052,0.870652388374932,18.548620782363,35.02041462323
"PITG_00194",24.7339174396131,20.6189779268418,6.04747958216153,0.828042523947353,1.58017841123969,0.715296539286957,20.1974347533847,33.5496397456416
"PITG_00195",24.5910707442928,22.5224902780378,5.5282441001614,0.328721871892105,1.84725654999958,0.497731863127138,20.0318364847387,33.8335449934183
"PITG_00196",34.1892664969571,33.4081320382748,15.5761777444949,2.6325311713704,2.55445080508779,1.0087220138595,21.0228441306954,47.7691458190011
"PITG_00197",29.4304541786647,25.3364647307636,6.62178976171853,0.821333519997889,1.26055376351354,0.885470376095685,19.7149673707072,34.8189362395509
"PITG_00198",31.5729947959245,32.2194032134165,8.06588610876802,1.24492407239324,0.455044975098664,0.0881557741440385,18.5172408489918,25.5582902718565
"PITG_00200",26.1122832240154,19.8432054565912,6.13365446003956,0.884895547037887,1.04207635713217,1.33280467022062,18.9879415013695,34.8513480063005
"PITG_00201",26.9548436835308,23.4601898617771,5.76223916080365,0.987404031146421,1.13566623386302,1.15491351674851,18.4411343356724,32.6668125184976
"PITG_00202",26.9083621558602,29.1222431914521,6.89469878483179,1.42311390574369,1.02388462311225,0.776466596610585,19.3678409002427,36.7639033167208
"PITG_00203",24.0834632526322,25.8755431841799,5.52412899635941,0.773932460127207,1.80261540253645,0.875844073645168,20.149354532757,38.2767920540687
"PITG_00204",24.2668254938712,25.018466977058,5.41506400736129,0.885437896663919,1.37866692284326,0.786308256928283,20.0457867410271,34.5141701741056
"PITG_00205",19.4000660401505,18.7957266492787,5.31146010418549,0.569752253240988,0.929409335488845,0.230612256440748,17.6761285563952,30.9238902583496
"PITG_00206",28.0137121896411,25.4211577891229,4.4469061983502,0.427596264771349,1.35437100402584,0.585684499927946,17.0933013718131,38.931716163831
"PITG_00207",24.3618910972769,26.0876896677268,5.27666673693496,0.846531909502527,1.41523465640601,0.963246428686208,17.6046342347753,42.0981982971105
