"BL2009P4_cov.sum","IN2009T1_cov.sum","Pi1845A_cov.sum","Pi1845B_cov.sum","Pi1876_cov.sum","Pi1882_cov.sum","Pi1889_cov.sum","RS2009P1_cov.sum"
"PITG_00965",28.7255667853239,24.4908248376227,6.59065518901704,0.921247819244202,1.90709270184638,0.711916538412621,18.5144802032499,28.7821675672557
"PITG_00966",25.4268509618867,23.8977919324377,6.19872765423364,0.889307810708922,1.73895778559192,0.531652161389229,18.950119701147,27.8222077644572
"PITG_00967",32.0292541036416,23.4093074248316,6.31636870829444,0.99899013430268,2.35297304442409,1.07416322871885,16.2924687206218,28.6752856521665
"PITG_00968",29.1773720573361,24.0330875034271,5.06824171830926,0.810279768346855,2.0640984849421,0.986795064987459,15.4970945586542,29.9356010070191
"PITG_00970",21.0607747224314,21.2377656596376,12.5910705395734,1.46456862267673,1.84923255287345,1.18900647357523,22.117427366731,29.5039333866557
"PITG_00971",31.6575803849942,29.8298469811417,4.21616943973853,0.424343842132888,3.90874924547645,0.208217856126658,21.3203754398874,23.6972047327277
"PITG_00972",30.2020012043195,24.6009172767587,5.20456025208334,0.595022681242204,1.07506778895138,0.671873998099,18.7458317624433,33.3587243443894
"PITG_00973",32.6281319443101,25.2356593050546,4.98174077941991,0.415552782913068,1.82431154515549,0.668284170685893,20.7747985725305,31.6350827081141
"PITG_00974",32.5918855619205,23.9955926184685,6.19922268192975,1.08301732084312,1.57342373899144,0.250261248605317,17.8541034569621,28.2006103468351
"PITG_00977",39.2127706212225,33.401715399077,6.74949362835827,0.674974200819542,2.33762557173763,0.788071070038887,20.9159426577665,40.5967233945018
"PITG_00978",30.9976025211467,22.3129796678536,5.21332565598353,0.621171418296472,1.67450792197748,0.679176732151806,16.24953830748,30.2655735368231
"PITG_00979",29.3985682405629,24.1144417968762,5.99612731765134,1.02340062942994,2.08838482791369,0.728269583023547,19.2809877140644,31.076670644906
"PITG_00980",27.0386588954319,26.7655565977554,5.55941856318684,0.816170059939537,1.33660662594451,0.676347111955083,16.3169041155762,30.6668531540756
"PITG_00981",26.6372023135672,20.7831705787392,6.1610245666877,1.12950350210582,1.48244960438708,0.632998988765351,17.4696972472716,28.0689562715206
"PITG_00982",25.5907972522145,25.6031431167079,6.10073062558145,0.929622664161586,1.6303321621573,0.5979333557462,19.6287677195911,29.3249859039118
"PITG_00983",30.1711691523065,24.2586512756581,5.6935605541153,0.715535079853566,1.64041051647921,0.728028733498229,18.3664274299585,28.9453464532499
"PITG_00984",29.775055377712,23.4552728448016,5.51540596172019,0.829954438878323,1.42559681653087,0.599112281363377,16.3086130601006,26.4678031263263
"PITG_00985",34.1584109312073,25.4373311140437,5.4810868728359,0.996406605366409,0.682023567706111,0.333644873987787,18.5966346779934,35.0328490395795
"PITG_00986",32.6414516323351,27.5378462306063,4.90897046157374,0.875075841080074,1.42053514686118,0.83878889108811,20.6409346854964,30.2680709903161
"PITG_00987",43.0759811434464,42.0503131567724,2.90948704089229,0.243945267210763,1.09248944153228,0.101669365036489,12.9833926226527,26.6173482402609
"PITG_00988",25.0495543634936,24.4435311116923,5.53221959026596,0.977162114532933,1.30390540729638,0.864631704760698,21.191698032025,27.3412920083332
"PITG_00989",29.062457029669,23.1791713282582,5.46840251726109,0.71287086802036,1.39753184767135,0.628198370362701,17.8002808166647,30.0793083246756
"PITG_00990",26.1895294422601,24.9471403111751,4.63793604384797,0.583670333077021,1.41785019573934,0.654569401889709,17.3044396081204,27.1195411156985
"PITG_00991",31.0251141183978,25.2386424756796,6.21837736668966,1.07676901739402,2.14300945246596,0.896603160373279,17.6105796068301,34.8772431718338
"PITG_00993",30.66083245465,20.7819073038872,6.47316629311028,0.860348050013422,1.00849500149032,0.482648682636636,15.3744342653533,30.7578505603699
"PITG_00994",27.7582240982569,26.3944155709156,6.86712491501411,0.760854624981779,2.29633946182784,0.524739581906918,17.1730410192593,30.0421118118827
"PITG_00995",31.9075898412349,23.6761517032453,5.2520663950643,0.811941909986603,0.591951223832766,0.764075731985307,15.9356312682803,38.0962320554083
"PITG_00996",28.9461339604561,23.9926438068736,5.84253005863529,1.94902179968088,1.22188823688959,0.854558490045059,21.8125967241395,35.4484721622935
"PITG_00997",28.0036890079291,24.4674537547559,6.44483158878485,1.3262127756056,1.78633604263555,0.699167117360736,22.1592301313565,31.9019927395835
"PITG_00998",27.9376254968451,24.8493962153871,5.34342660742682,0.861332543082598,1.23716841699934,0.650510835985433,19.1704805000425,30.2362960258689
"PITG_00999",32.397569656638,20.7119380355149,6.24189646214534,0.663981418863359,1.83236049265912,0.621888444778187,21.4496668825452,27.8103529654749
"PITG_01000",50.1479878233959,53.5477658471076,16.1370716101379,2.37903720305538,3.55988879786273,1.71245282194957,32.7035741283115,77.6671242353347
"PITG_01001",27.8047895543101,21.691957081168,6.71856953352285,0.574821726453067,1.28411296494167,0.681319763075399,17.3549889008358,30.7514505352708
"PITG_01002",32.3070396476278,21.1390333408822,5.80178571428571,0.701582247715341,1.30286375607306,0.649944143189034,17.6443594646272,30.8696722852933
"PITG_01003",30.6011560995497,22.6953422855572,5.41106646312525,0.991804855711643,1.53273460615959,0.554531458169688,16.7086262039117,35.3448918293877
"PITG_01004",28.2372566446198,27.2300566603232,5.6637628908622,1.57926839469883,2.27066441296908,0.343805840438903,14.0522666338089,28.7345265272388
"PITG_01005",26.2350161795681,22.4756520387208,4.56231471255453,1.03823498690954,1.6067978648634,0.754175518798134,17.325249202985,30.0610614011323
"PITG_01006",19.3633951434712,14.8388664164302,5.24552840494829,0.613045080087941,1.22125574471009,0.467799060974814,11.6035382472723,18.7245152350004
"PITG_01007",0.193408871126559,10.7531130727797,1.83494670656271,0.401310377230302,0.204468949596831,0,5.26455605458528,0.445319712889964
"PITG_01008",30.4119183037616,38.8511470318725,11.4675485087941,0.884728729604591,1.69482366839451,0.882656835720984,26.4969508559975,44.0441698554213
"PITG_01009",1.49548564107104,9.61010189279342,4.03621226558184,0.563605870214477,0.738299834142229,0.267000674686087,5.45177082217568,4.73507797031112
"PITG_01010",26.354660793699,22.5551248142798,5.18193901425962,0.883243436230361,1.28829821385144,0.730700878304739,17.9288061221324,27.0713212709558
"PITG_01012",0,2.30201300563087,2.27447507913865,0,0.272210386386498,0.155987871796441,4.22807070706139,0.963086424785702
"PITG_01013",9.65804071207772,11.5399826377713,3.60531483153009,1.20884441119487,1.08638701909322,0.191122905251525,9.07106392207575,9.42983861858447
"PITG_01015",24.5866930689449,12.3453927999067,4.90325487111894,0.332655442287685,1.59531737215436,0.610065132320461,15.3286840621963,26.0823072009286
"PITG_01016",3.97992834105089,5.79318416803465,4.46197729349469,0.470188122308673,0.933740139259577,0.0861554723604966,10.6072321431573,7.682044688153
"PITG_01017",25.8076262455101,22.4513678972703,5.36761141950118,0.784383696728915,1.56609266350634,0.849080593887627,16.6379266791005,27.9586575469862
"PITG_01019",28.07336848601,21.8711517682745,7.25823385609825,1.11883847034138,2.28973751773661,0.980671912929051,24.335577683588,30.388347083626
"PITG_01020",35.3509324980258,24.4106573585766,3.9429984150481,0.880030202319359,1.04216102871764,0.679135382616194,13.746069262903,32.3771723037635
"PITG_01022",29.56707602854,16.2165492656857,5.12965592699343,0.611265921427723,0.896442687487477,0.609847735137292,17.4471435082009,27.5796860784718
"PITG_01023",29.0532345845434,21.5048942320104,7.43496692170938,0.807662648386165,1.82825982357459,1.28870725794442,18.3317011774554,30.0817518230199
"PITG_01024",28.4091343452787,23.4281910943837,5.84738642826959,0.644739322467019,2.60626406168882,0.301814085600047,18.0340618704821,29.955291898605
"PITG_01025",28.1930464573908,21.7040157733808,5.44123308888417,0.800922256754317,1.24678273663923,0.611155790678595,18.4263982272879,29.1381035913286
"PITG_01026",27.4503423749472,25.9636581952112,6.33637033546726,0.888173642763825,1.16111157037789,0.918843584989326,17.5326742989065,32.2616905927313
"PITG_01027",33.3601543549314,24.1438749664848,6.26612636289212,0.614540711573902,1.05102139593544,0.563607961821353,18.3853319162619,33.2444449848005
"PITG_01028",13.7816946994828,14.2954493691531,7.20961088870235,0.360576889874518,1.16378851087268,0.328094832613789,13.5028634805719,17.2497930739503
"PITG_01029",28.7816241292043,22.7068964547981,5.93480109579326,0.524334826879278,1.22491532808985,0.786099901321701,18.3493699189694,30.7629981549057
"PITG_01030",28.8241446393463,26.4633700312663,5.18480641473504,0.817687342854658,1.17758636413404,0.482281218771549,18.4846460681931,30.7491978163396
"PITG_01031",32.3143479863135,24.0988379582002,6.39764059306227,0.768185773074662,1.30779655008121,0.885264399264116,17.6092866405903,34.1803219483039
"PITG_01033",25.3116093964783,23.7563828511145,6.46737103520015,0.610807749205549,0.986174095928325,0.334062961683131,17.1314062426039,31.5029735032513
"PITG_01034",33.098800559845,21.161082726211,5.80248313572638,0.92720546354661,1.35866366924054,0.526475707073278,19.6098742198432,35.7749953949364
"PITG_01035",28.1079914817061,25.1789966327695,6.22799521812891,0.877311425192195,1.41530251736377,0.915337195388176,20.2666976303062,29.8519775829566
"PITG_01036",28.5763755350326,22.6660105930568,5.32775702303518,0.640165937656764,1.92179434023684,0.573588338864611,17.1275174036838,31.7388981981893
"PITG_01038",31.2277567164941,28.6478138633473,6.61306637610086,1.01704175183348,1.24746588110822,0.63625852699553,19.4931796776258,30.9247004652964
"PITG_01039",31.3846044656633,19.3805560484124,7.2171745247196,0.91140532774469,1.59405730665348,0.726050245134628,20.8795274627013,30.4005517550285
"PITG_01040",27.4652197925369,25.7343795239145,5.24162393646186,0.394904571125304,2.35140919217036,0.903994912932278,17.2369319266053,34.3444604521401
"PITG_01041",31.2712822314041,23.1877982637132,6.24667840684661,1.36869293237966,1.27655373407102,0.917212685960808,19.1709018457774,29.1263819191734
"PITG_01042",26.5758151295182,24.8162774081597,6.98706178023023,0.892882161978634,1.57420512020273,0.772846455902078,20.5683981286503,29.7384209811615
"PITG_01043",28.0440125423111,24.5396795857716,6.33843902484359,1.16482336429405,1.61583401680491,0.736031239813036,18.3364899954668,31.3360030419856
"PITG_01044",23.3713243571059,25.5528834071544,8.46519009689281,1.16274024479641,1.84716809609933,1.12511427380222,22.5613745731116,28.9225451076832
"PITG_01045",28.54069332388,25.532905409079,6.32965301549997,1.02083440549523,1.41782290621463,0.828328038655882,18.6540732468313,30.7759972392295
"PITG_01046",32.2901423702361,23.798580163003,5.97968668004139,0.747541417976057,1.73957047068269,0.726132457792482,17.7472114912486,31.8788056802617
"PITG_01047",32.4922710701808,23.9227987558994,6.32005581394405,0.961257991501555,1.30530377784211,0.782293979988151,19.7475139616807,33.530965008164
"PITG_01048",27.0606293438824,27.9544484644886,6.44287030591594,1.24784563618617,1.21940730113461,0.863870515083032,22.029711532544,31.9611965676347
"PITG_01049",29.0752062553844,25.0433398357006,5.07425378093696,0.922232828290808,1.35301933518838,0.700265787434909,19.4411134502998,35.2296479971757
"PITG_01050",30.9371737799318,23.1623363941213,5.43266506399953,0.654477313024345,1.74592530300909,0.820484373311558,18.1844227689243,30.9757238735714
"PITG_01051",19.4742211543079,19.4124916889563,5.11107420005039,1.06435315315315,1.08177594432724,0.641085777210988,18.3364969538843,19.1213127448009
"PITG_01052",29.7867057906563,26.0468715060221,8.28931703927745,0.711784177522936,1.68332859674112,0.653099304809291,22.1735497259779,29.7108590499852
"PITG_01053",27.3401733809084,24.7202301556513,4.85274051130585,0.717994183506422,1.80138589831619,0.945352788456254,19.0888165430885,30.7717894619915
"PITG_01054",26.7271574994248,26.7041242004826,6.56556341923585,0.954433063573688,1.42997908787701,0.868863789443456,19.6900981234285,30.7518326742855
"PITG_01055",27.7558127900772,23.0661748172987,6.37058067432278,0.823241808895086,0.79205538275752,0.557892289027812,17.6784538884509,29.9662755831602
"PITG_01056",26.3619707326524,25.9831674533879,6.26271316916284,0.770174094147292,1.64638494537825,0.405880883770531,17.0222172525363,32.2031669358172
"PITG_01057",27.7228094930637,25.3707351177038,6.30262077712721,0.879147955414444,1.42931789306972,0.787617025122895,17.8997131423332,30.568911840302
"PITG_01058",31.3906732518901,24.7849151421681,6.07312029449375,1.02969721658246,1.5538105633872,0.774324798614819,20.1936839977822,29.874809182937
"PITG_01060",10.0641199183457,0,7.01857011224052,0.404007111490602,0.31356876998938,0.532791145881749,20.3073130765408,0
"PITG_01062",28.470776118844,23.1324277236621,5.97782352930969,0.747956112909089,1.42427828983322,0.967057886261318,18.8519813472361,30.861851220281
"PITG_01063",26.7627142349595,21.7167112879479,6.3554781008274,0.929109736215229,1.25108216558264,0.539483227686529,20.2168233634076,27.9315704102229
"PITG_01064",9.62958931035975,6.28560094730283,4.89736353171409,0.870506351938404,0.570844255223688,0.233956721040604,8.98739329008095,6.78769590978964
"PITG_01065",30.5889722931316,24.2888006959126,5.94572052972213,0.818973284735173,1.57043475508844,0.65764849019939,20.7239909244922,29.6481706386321
"PITG_01066",30.8164136309335,24.2954423374606,5.13790926653207,0.922512839754219,1.38938083217841,0.942841331592516,18.3146834825226,28.2849486344087
"PITG_01067",27.9536660764034,23.3360132908666,6.66767666898985,0.973624674471472,1.25609799997531,0.645332415571968,17.8614310607432,32.4060383717942
"PITG_01068",29.6280779742136,26.7533647860515,4.43413878431171,0.778632045512391,1.38197685443913,0.678619551846683,15.643464348751,33.2781480094007
"PITG_01069",29.1058895476187,24.4918800379354,5.73335968931347,0.707191405315799,1.38875000534232,0.676005363429897,17.9765818813444,31.8035497641376
"PITG_01070",27.3928836800142,21.279934260525,5.73014976509425,1.03571697873223,2.39600888709455,0.421697504257006,17.3487991996456,29.1478277768116
"PITG_01071",31.2349071182269,25.6891461945341,6.71240741393905,0.842250872147638,2.11935763566425,0.51092709727785,18.4138165116161,28.1901193191567
"PITG_01072",26.1458202178288,24.9446163787585,6.18528015223316,0.619429474677862,1.55845706882297,0.692834918083212,18.0343632422383,29.7670100348652
"PITG_01073",31.5386902582697,26.2385519603102,5.68834775208532,0.810434388830486,1.47715359683965,0.764742906846722,18.1709342351843,34.6193650470288
"PITG_01074",29.9511391072865,24.2539697799065,6.19343539457138,0.934300426691039,1.36563345463054,0.55890183947412,18.7714737693528,36.3751136170324
"PITG_01075",30.8673526767051,20.8891413299911,4.88372477662731,0.5423910438514,1.26392147939136,1.44014304396894,14.9260263657252,29.76490637824
"PITG_01076",27.6104596346557,25.8241327106109,6.21148019647269,0.865413836405558,1.38389089088853,0.757532784013593,19.5612597632615,31.0163044250924
"PITG_01078",30.4396305355149,26.8461566385054,6.58511180053699,0.589122870441681,0.876931507054745,1.02571515741749,18.8246312515554,42.9655770311525
"PITG_01079",31.4271370962068,23.5071330120685,4.64298902953733,0.778286180826629,1.35144163108477,1.14581547889159,18.6012525273102,28.1119201138668
"PITG_01080",38.4512247819471,27.0986871417972,4.763042292925,0.999205419787512,1.07935967358272,0.486659087912663,22.1196701267629,34.6848128116699
"PITG_01081",33.5908539469897,24.4581802009572,5.16258526317466,0.513027836236773,1.11395744671918,0.570104779985782,16.4898942475509,34.8139204399967
"PITG_01082",27.2974768593158,23.9828042927096,7.42107391043517,1.37065129917072,0.680521780797409,0.17499391461921,18.891936552561,30.2257965794422
"PITG_01083",23.5980961937696,22.3587440091135,5.73226039692401,1.13142461195989,1.55778576849103,0.618893577626811,19.8236164734635,26.8343835752563
"PITG_01084",32.4904512884207,24.643533909803,5.19487036762676,0.381100309870015,1.5296105032559,0.527130136303625,18.002473738257,36.2328241926561
"PITG_01085",29.219383889241,20.1301668504151,6.75768275030372,0.823198198198198,2.38436150193878,0.814542262513745,21.2911549102478,32.1537948163421
"PITG_01086",28.5917888599573,23.1029766663019,5.50187573939037,0.618609701345803,1.87047022120632,1.1007832133676,16.1972719239119,31.5484420993002
"PITG_01087",29.2560778132137,22.2559157100258,5.22111829799536,0.699583467788346,1.61399710543798,0.296759363936863,21.2510980950518,30.0941718132684
"PITG_01088",29.5859278369582,24.5128726573747,5.63623527632822,0.938187485746786,1.46830252084026,0.831708698962217,19.3481197091661,30.8249031767729
"PITG_01089",28.9242976376635,25.8276361061955,6.03284087117931,0.521805645318194,1.49715103971293,0.519268771350429,18.2332488956137,29.0336728854056
"PITG_01090",25.0808167219413,27.4114606521029,6.1504958256368,0.91639070408318,1.04567160154067,0.334949926984379,17.6186469937473,28.9843277329371
"PITG_01091",19.139879794315,25.5352833398755,9.41341922953271,1.19830298654317,2.23710415357361,0.792860409785564,17.6482751899258,30.2751645842806
"PITG_01092",26.9975958613662,23.9764559287915,5.54733790946391,0.707500002759589,1.21028387291915,0.702651912727268,16.5521923929458,31.916467421531
"PITG_01094",14.990501349319,13.7827165186647,11.9822895822587,1.20552039769829,1.67426455579648,0.858661733590596,22.153731547796,10.3114183271436
"PITG_01096",28.8316186842129,24.1408027139252,5.08436943032832,1.08327933902095,1.55546521137338,0.837867259599688,17.2527466949392,30.538276957247
"PITG_01097",28.8358440828125,23.0025477221765,5.5419998918568,0.913323778150592,1.59928284145182,0.806872119417286,16.991874865165,30.0752678087553
"PITG_01098",24.8264568712932,21.3643047683211,4.68007495503086,0.503913579641735,0.888676177655233,0.641596185721958,12.6058148877559,32.6316100044772
"PITG_01099",27.8502569963887,23.4121718847453,5.39604537475047,1.00728823007844,1.74733445479918,1.04985813089333,18.4194277525223,30.2887603630548
"PITG_01100",25.8123993468385,23.8794706436695,7.85864163042028,0.919520261216781,1.28187868633289,0.479792462822106,18.2001219768999,29.8192763281483
"PITG_01101",40.4492595496968,28.7425321899488,10.0060335550059,1.05675521364953,2.75381304150839,1.21159526856795,24.5031199367218,27.4109355371209
"PITG_01102",31.2171683227457,21.6018788811422,5.37578059423657,1.04460703832897,1.22912669824688,0.545553777217355,18.7624766978477,29.8975237198365
"PITG_01103",28.0702765497649,24.6248736623958,6.25097352953094,0.794363976281301,1.25427330762648,0.490117581054778,17.3412518945644,32.5571125640678
"PITG_01104",31.0671853679023,21.3065599150513,5.64785012683328,0.739406359592054,0.793374038764271,0.761929134278068,19.553827548014,35.9374643948691
"PITG_01105",31.1155061375857,27.4321244799228,6.38832617306375,0.885364400257737,1.34002700217963,0.764479013552152,19.5157129971653,33.102487180744
"PITG_01106",29.4779533128626,25.9570686107752,7.14995700187648,0.816762404001507,1.50059044118399,0.813797540804185,19.5918819683429,32.118448795246
"PITG_01107",17.3221492012378,14.9294777201097,6.60351546874907,0.326058788847447,1.02042550719481,0.437238316892276,12.1253978440532,17.9142259030993
"PITG_01108",26.8781044414899,25.1263133969606,6.75174571444022,0.907464534531325,2.00384174723499,0.844894855880375,21.9019472023851,28.2346731945932
"PITG_01109",28.6141766325166,25.8181280987489,6.62118362188533,0.822016211188432,1.93076753930793,0.690825695779053,18.948364367746,32.4080436973026
"PITG_01110",28.641245346648,23.728764566042,5.73406260876147,0.552725352704426,1.57717551073568,0.880158193618172,18.5382059508474,30.5291290074147
"PITG_01111",28.5756848141326,26.3142844278718,5.81468202538345,0.841552733908115,1.56292776040989,0.629523240037739,20.3374846890382,29.6094792045364
"PITG_01112",36.8854827707764,24.4216214098578,5.83976219649757,1.23211454325615,1.02019097578494,1.01303326097093,18.0721821528206,31.4520653325741
"PITG_01113",32.297087457575,25.5989346447341,5.54708539870566,0.447148834826722,1.21832972966984,0.277820514165128,16.8183281253635,31.4325035705866
"PITG_01114",24.5431361044652,20.8652493713676,6.53310616719007,0.818289807188028,1.46721374261575,0.76519647400539,17.2434321516272,27.0397276748996
"PITG_01115",27.7949862334857,22.124626309841,6.41556599217634,0.931287423718227,1.42120793034679,0.693158484423034,19.5038534736853,29.880515176726
"PITG_01116",29.6847104885401,25.1741979658523,6.20139324693479,0.975389041468503,1.48883157725534,0.622355388398377,18.4197758451036,28.5511140572189
"PITG_01117",28.9195525635607,24.2514224826705,7.39152224940589,0.976323376374924,1.71593075451485,0.953379722261699,19.3840376623936,29.8210574681178
"PITG_01118",28.1864606064569,24.5376541921085,7.33380564588898,1.25830619667137,1.39417428359304,0.89224941224507,21.1575244758152,30.6916337938217
"PITG_01119",34.540308816227,25.4257146939075,6.74315322278799,0.469436067574834,1.20147486872125,0.6740667944685,19.2859310659836,35.054859175417
"PITG_01120",35.794974479734,28.4403496505353,5.74766882871835,0.252563689617261,2.48944798076605,0.258247043512703,19.7877060294723,39.2974726920307
"PITG_01121",29.3134397076947,23.98602427363,5.54941421152114,0.528474541974133,1.15263615699845,0.825911259793082,20.3187137095427,26.0704792845577
"PITG_01122",25.4854852468757,23.7792829005811,5.61993194025478,0.676157858622374,1.33917909966118,0.627684028806124,16.843581693644,28.1524078143456
"PITG_01123",32.318390986169,26.3856310613331,5.38391323178762,0.623756474951367,3.45870873948967,0.561382552101619,22.9365182889316,35.3257229300619
"PITG_01124",32.615634688604,24.2802205041281,4.21514280290434,0.63220092961875,1.1047595686007,0.423614740863831,16.3680257783247,30.1685839764001
"PITG_01125",29.6971783839884,25.3859515927582,6.69769812993222,0.683972943638719,1.47408993377069,0.880598496202999,17.2884117133855,29.4083344648451
"PITG_01127",29.9844699189997,25.3892738699113,5.71595460099135,0.964587366576163,1.03713635209591,1.08441431450003,19.490632724792,31.7467348607061
"PITG_01128",28.605581585855,24.6131395244106,6.09466475781197,0.871348180305268,1.39169673966782,0.426344401098429,15.898517861971,29.2089024961392
"PITG_01129",30.9970499364827,22.4160057544518,6.4836194087432,0.830674962359297,1.18675657302257,0.942691521152085,19.0888402755059,31.7432380094918
"PITG_01130",31.5441076781007,26.6980017579168,9.17255416164084,1.20672738846526,2.05738614409343,0.770164613119138,20.427253830533,33.5259484344785
"PITG_01131",18.8742810534056,17.6086816457967,9.71469286478414,1.1121711858565,3.14288112072332,0.813593712161031,17.5635433233373,14.5599428622334
"PITG_01132",22.1314584676035,17.7350615396563,9.77296177209058,1.31979465576144,4.14352613003197,0.708137386694572,14.2910763808278,14.1166410453812
"PITG_01133",27.1509321851854,22.362177989388,5.24933217268234,0.785509974142625,1.304455371663,0.578234137381943,15.6344597518255,27.3255216691734
"PITG_01134",30.6573634032833,23.2366012437949,5.60698122397976,0.746897163692436,1.38541689818774,0.704573018655377,17.376881559312,30.6778427314776
"PITG_01135",28.9038365194175,24.4785134383888,6.39242161043087,1.13831077663989,0.128595695392894,0.439750625649348,19.1011153607176,34.0756575848681
"PITG_01136",27.0150146276759,24.174689228987,6.70065676434426,0.82702756110674,1.55838074453316,0.820516261252429,20.3716068849603,29.2654697172002
"PITG_01137",27.0931013594939,23.5705859966618,6.08072789256318,0.962036521543223,1.15221791966958,0.651162790697674,22.0394964723792,25.8591975076045
"PITG_01138",31.0711949258542,22.8213982297701,5.61663875847781,1.1255300635187,1.75037472936434,0.807424079637119,17.6296043219185,30.0084165747817
"PITG_01139",32.3389721213769,29.2440714062241,6.30580131683361,1.01170335939529,1.40554760403811,1.16977891861025,16.0920567144397,32.9735767897324
"PITG_01140",22.4890826168215,26.7946821562154,9.99689086311634,0.770569513390942,1.62067785749779,0.783448275862069,16.9265880325311,30.0797460932931
"PITG_01142",26.3543574773798,21.3447528616466,4.97758006696655,0.664250303927037,1.40464992340773,0.6117919211589,15.9737452940243,33.6312055529437
"PITG_01143",27.3567458673337,25.3210384984774,4.1038643897839,0.584940605133773,1.00967460433664,0.653951111971568,18.8926103032012,27.7917062046971
"PITG_01144",33.9738581901052,28.2100285634287,6.26045303392305,0.796878299524722,0.876097071974796,0.554035028938493,19.7698200158617,31.3317566976634
"PITG_01145",32.4051201368354,22.7952254250652,5.80420734857307,1.08229190822139,0.744994180132997,0.409643918849392,16.1386662671825,31.6299840576698
"PITG_01146",25.7544285125151,22.3909035203857,5.30819424126495,0.813168423766029,1.26443980340566,0.393797547255223,18.3980020358484,25.5979079575122
"PITG_01147",32.4697337383261,32.5729344885317,9.30761861221524,1.31292083850122,2.16027080192678,1.00063835709261,18.6865832348286,30.6580506680603
"PITG_01149",39.7739338402732,29.7060990270098,2.27224125701516,0.331898458911933,0.919634992314125,0.852690894814862,21.0820928728641,42.1808891722203
"PITG_01151",30.0515247874791,21.7854591380422,5.74457596267964,0.818121629041817,1.76190915544382,0.473432053064571,19.7826485632591,26.5254311806148
"PITG_01152",26.6900413628846,20.9405336148927,5.47309866926792,1.04641542666432,1.59959011786778,0.624613366899107,17.621276212584,28.1201297400236
"PITG_01153",30.2132389047803,23.7733893774718,5.36031118089188,1.03615969651515,1.57850004292594,0.692691089709272,17.6491920890368,32.4423558793903
"PITG_01154",26.8127379239692,21.3199262695114,4.8211914910996,1.0853551419253,1.45455357874543,0.651162790697674,16.9197440848046,31.9983127890594
"PITG_01155",30.3219272875963,24.8837749607942,5.9658687725924,0.722412156882313,0.953139099347716,0.51034249825614,18.9598103516217,31.4708153707079
"PITG_01156",32.284423014965,27.1126175962285,6.09916148310627,1.22203192920321,1.06079026758366,0.48044571134818,17.9192259890504,37.0814348141706
"PITG_01157",0.788922461183205,1.96374516115227,9.11848446241622,0.604639817375177,0.96057696521305,1.16187380007805,23.8844423653851,4.49399386936333
"PITG_01158",18.4234900280687,23.2061386259525,6.20126820500928,0.720298423423423,1.70744443590389,1.20427036583707,12.8521896789161,26.6393095170426
"PITG_01159",31.3051184384563,40.7536039632552,10.58397216874,0.736646493836103,1.63029366570955,0.885712549132598,23.5330282391775,40.5092589390019
"PITG_01160",0,0,5.46250426976226,0.653535783742673,1.34764855628413,0.710709138593433,14.6096562604934,36.7172641490997
"PITG_01161",4.8027256047915,17.9771868679249,7.62217613559334,0.864234232603228,1.56709650202012,0.327447515249417,17.3246688420588,5.31531408246595
"PITG_01162",27.3727502490932,20.6659584911979,5.58996024624377,1.42607340105454,1.16871704023582,0.472552450126008,19.5030937427942,25.5901519245639
"PITG_01163",29.0156657034851,21.8090217592295,3.05145432123367,1.37880240516737,0.860429179065,0.504076576912468,16.6120861820547,30.3641556479514
"PITG_01164",24.4991029194717,14.1392936201816,5.24689900582395,0.866983829065111,0.919120084875008,0.681431542222954,15.2194966257421,26.5989372080482
"PITG_01165",21.7717073224983,19.8914246139064,5.60442754776814,0.587681823581425,1.38584861391396,1.03860563041076,19.7110342946456,21.0068365770996
"PITG_01166",25.7338782944312,20.8128869350727,6.78467659780941,1.01893619518988,1.93305599648331,0.778693513152787,18.0700874910805,20.9812819278753
"PITG_01167",14.6058077961722,17.8524513485956,5.92098495847324,0.533568049923971,0.976298069503844,0.866750126214023,18.5443412868123,20.9159617345294
"PITG_01168",26.3137405382858,22.9739630254945,5.59653801998433,0.782995022501489,0.683713067584998,1.0010771806664,18.9150780814842,19.1671807692173
"PITG_01169",24.8335803750901,22.9315853247239,6.31760217864916,0.864083272461651,1.41663691805737,0.611961725479279,19.7762724313171,27.3210021880401
"PITG_01170",25.3082202861531,22.831907106707,4.83674786190977,0.864628535969153,1.48653289781037,0.602222934187659,16.7667196924906,22.8970478572834
"PITG_01171",25.1342750665192,21.8916365531119,5.93453982976059,0.988852646790731,1.53829149350534,0.587414084742691,17.8850947557832,24.840841416579
"PITG_01172",29.3422278267754,27.723732581178,4.74921805698774,1.18618253511871,1.80962442002334,0.538490899036057,13.8557475607128,27.7850214205074
"PITG_01173",26.8345312954197,25.3629801630497,4.88211725846618,0.476587523412568,1.43915227846056,0.756427858311289,14.4947559722945,24.6985794936808
"PITG_01174",25.6133194045858,22.8101583964164,5.80119005499789,1.09649015007537,1.51772107062844,0.477292327558932,15.8838517309006,23.7292469984338
"PITG_01178",39.4341355035946,55.6464130087129,8.88703272782711,0.701072803592983,1.50948065504315,0.654787073391725,30.0750603363649,56.1551066544301
"PITG_01180",27.4686358736495,24.2082403830029,5.66121979379987,0.898118918918919,1.67961845299012,0.765165339777851,20.3429848522001,25.4336867909222
"PITG_01181",25.2014078949703,24.0529776084217,6.28788429936436,0.920261717988734,1.6120010829513,0.777016843102119,17.7954555391698,25.6931348395666
