"X90128_cov.sum","F18_cov.sum","PIC99114_cov.sum","PIC99167_cov.sum","PIC99189_cov.sum","t30.4_cov.sum"
"PITG_01740",8.42042727992347,2.64426457589531,7.11130187410009,1.31431757473688,6.15426856308946,10.2154942103986
"PITG_01741",8.6981734245682,3.67546813641842,7.2527187973453,1.35618836542671,7.19234606073964,9.99216265794109
"PITG_01742",7.3303672737255,3.79454370208953,8.55937563439792,1.3312912192477,5.46397728463551,10.909659761175
"PITG_01743",7.35433935735549,1.72569582511601,5.1578883397043,1.67192131277773,6.1595936752177,9.50117487631912
"PITG_01744",8.08145889650357,3.22513043577134,7.12314027604466,1.64261496234214,6.1540018309658,9.88236414241813
"PITG_01745",8.25490150316198,2.69280695041543,7.97261670900199,1.32806570030604,6.56724374943751,10.4452457909648
"PITG_01746",5.53455086936114,1.88660802646339,4.57065267349667,0.959162899368589,4.52770781457389,6.110349890656
"PITG_01747",3.12169570533096,2.07484602551843,4.20011824125732,0.815936086946095,3.16700910107377,5.82800699617738
"PITG_01748",6.00303349923392,2.1140575784729,6.02968092809339,1.03736414937235,5.12811731087872,7.2920853465611
"PITG_01749",7.73271734969709,2.32039641514346,7.80417186734508,1.22946357022415,6.17134208063777,10.4812111115478
"PITG_01750",8.04090415813316,2.96257297684031,8.93327673293306,1.34919380534479,6.90647663969492,10.3625238780425
"PITG_01751",7.16489491047163,2.39357471608755,7.10928113350202,1.1491356796166,6.96709483432956,9.97686138545956
"PITG_01752",7.53089979823964,2.9962899933367,8.43525386910606,1.44227640980653,5.57617958348612,10.405368507762
"PITG_01753",9.83812199782287,2.60223175247121,7.80146744069309,1.3075415554113,6.62763895193264,12.2458597423719
"PITG_01754",8.24965729251468,2.99497532716135,7.32786938200174,1.42201203171744,6.17137524002726,10.1977832487324
"PITG_01755",7.07294416807592,2.76155248599603,6.67937947702242,1.09443355109437,6.12089677285228,11.2288711912026
"PITG_01756",7.86618528505397,3.05048402741057,7.64593211216305,1.56362442643834,5.72703519726601,10.1882512137878
"PITG_01757",6.63103796392809,2.31192816227669,5.49518229573118,0.83203464166584,5.53372634809731,9.00774184443389
"PITG_01759",7.04590457503242,3.2721625723709,6.8208228997341,1.17454823276064,5.57526956116923,9.49120879120879
"PITG_01760",7.24959231262691,2.42467061333578,7.03693323594156,1.34411420563323,5.06096701608796,9.32583348948333
"PITG_01761",6.96523025342451,2.5134284895555,7.44795692834865,1.47025193982876,5.98335762947494,10.9095480334428
"PITG_01762",8.73428426481314,3.45110034468626,10.0483748964036,1.39635707723082,6.36919898184658,12.0539130778433
"PITG_01765",4.09975168127544,0.457383355526613,2.24635668745541,0.480613277344372,1.99146763178257,4.63440659878476
"PITG_01768",7.58244668829749,2.90809757557591,7.56865811921932,1.39324597757244,6.63991750342941,10.9451468938612
"PITG_01769",6.58552615978508,2.35093816417814,7.41777102491367,1.21277991859237,5.05059064128065,9.42884725464339
"PITG_01770",7.65872916439956,2.66700960108501,7.22083673040265,1.40610901761119,6.25768644443972,9.42606776561847
"PITG_01771",6.88487673871291,1.94510919316075,7.11546837359697,1.41877526401754,6.14896047018512,8.80186440828769
"PITG_01772",6.65085611463814,3.01183050590216,6.90958975106659,1.44472681416949,5.09283187515006,11.4338684486523
"PITG_01773",6.99556418039237,3.46530218140208,8.42974262263579,1.5680658972797,6.26474582121242,9.96890865648948
"PITG_01774",7.6295479286302,2.90242817635896,7.5998782131283,1.42448605193241,6.51996580972019,10.6730039055844
"PITG_01775",7.33613443923894,1.98180962084323,5.6174792597022,1.47862637795045,4.90468929673015,10.0889924956657
"PITG_01776",6.1960741692786,2.39431828381779,6.43353220795733,1.19872530449989,6.13009763075879,8.68270554451756
"PITG_01777",7.97033057981343,2.43995881324903,6.70557386342704,1.27660051441963,6.27457064432601,11.0893628995537
"PITG_01778",6.52747264754071,2.44174743178936,6.54902576398742,1.17737639657302,5.3687585146662,8.5851090314141
"PITG_01781",7.68294155151155,2.59447057647732,7.82001968227561,1.21142448435591,6.10274497400284,10.0391346524458
"PITG_01782",7.47469269992246,2.76782276588486,7.69100427844003,1.08166925570591,6.82375212256925,10.0484147917072
"PITG_01783",7.38456361634318,2.32145682285627,6.15667870991079,1.07951031926035,6.04215759895297,8.87688905813876
"PITG_01784",8.09000819110644,2.38014849368314,6.65269411510075,1.38053827487784,5.81479620718991,9.81853607335107
"PITG_01785",8.40374375297008,3.13221476590878,8.32984386933032,1.25988644951693,5.78761550577565,10.9296385613955
"PITG_01786",8.73021527683388,2.85480865690499,6.83391162741898,1.20080413696356,6.11615890689226,10.052954173145
"PITG_01787",8.0433681202236,3.18779435052302,8.56209660497282,1.49833248390409,6.47883634855432,10.6577469246263
"PITG_01788",7.88905875466182,3.23652555221348,7.5196802679074,1.12280784701728,5.21974156411893,8.78249390989477
"PITG_01789",8.53993352280136,2.1467157718655,6.235277073562,1.25205634413251,5.99151727315653,11.5216060403435
"PITG_01790",8.02509685152136,2.74535068847819,6.94279747661872,1.05949056156999,5.93604846586754,9.76489832895026
"PITG_01791",8.12486542222216,2.56134399935838,8.11092574872212,0.988998569278694,6.84177246694491,12.3089317438151
"PITG_01792",7.44506917643538,2.11301601831071,6.2483560009097,1.33108404398462,6.75241682378659,12.905502509373
"PITG_01793",7.31595071964843,2.13609337124452,6.53627258684377,1.08724495720878,5.98588489324405,10.0649890728752
"PITG_01794",8.15453894932062,2.75274637559209,7.1592990852729,1.47573123364265,6.25984822077342,10.2238725873628
"PITG_01795",8.18477940807064,3.03336987774741,8.32908422590334,1.5198963382197,6.36114454431596,9.76497555496468
"PITG_01796",7.38145612970929,5.66481111870421,9.09585263372106,1.64232221158001,6.1899206072964,9.84952571250554
"PITG_01797",7.69624721875185,2.57126771225132,6.36483871519057,1.30425890805275,5.79437555648236,10.2211466248478
"PITG_01798",8.22769926439151,3.52050429039016,8.5208498541462,1.68630546438131,6.38686867253407,10.9403207866565
"PITG_01799",8.79438136794345,1.82894044296865,5.62635479840316,1.3349083197552,5.85009753361908,8.49259860616189
"PITG_01800",8.13049494304342,2.8907538349802,6.5290454414369,1.14078558095383,6.56294304285751,10.2556617530444
"PITG_01801",6.97636445098811,3.25585712399052,8.2419197878762,1.45326223828358,5.62793457132459,8.68747901330586
"PITG_01802",7.47172786923304,2.77764431408783,7.53878483170219,1.51886103416801,5.70693731142133,8.72103138297203
"PITG_01804",7.51504798109559,2.51383236131,7.30589547115531,1.26363962624455,5.56674060826101,8.89002764025336
"PITG_01807",7.43134308626054,0.495814873671116,9.72836230334638,1.59657668496435,4.59083060998837,8.30596603386283
"PITG_01808",7.29813818762392,1.48889038396323,3.91690048865278,0.753127895685929,5.92779676810486,10.1442827545498
"PITG_01809",8.17983035457007,2.3466015528992,7.56210676785217,1.38040594098289,6.23849181960296,10.314899042628
"PITG_01810",7.66913006148648,2.52406320401156,7.15220634235284,1.42147973248284,6.60272170438531,11.9883260248216
"PITG_01811",8.83880976928398,2.42125780501948,7.35140848102668,1.20984429182532,6.26031378671626,11.3558405059619
"PITG_01812",8.52093955538162,3.0238706353952,7.46817955688458,1.38398844009988,6.40839470530514,10.3061037771233
"PITG_01813",7.15591627980958,3.39375922555427,7.11300934485035,1.31827928205659,5.00185200961227,9.23047816649752
"PITG_01814",7.50415187833156,3.06173951259282,7.74469949082795,1.19057146941566,5.97675952753457,9.00287748445688
"PITG_01815",7.73297429348961,3.25596245535549,8.37958839591972,1.56654894765633,5.77898247884087,8.5086265274297
"PITG_01816",7.5009857210466,3.61592151188581,9.53606829910304,1.53461881779234,6.388526735703,10.8693372978674
"PITG_01817",6.76535584763449,2.74593453772523,6.65724892600211,1.36747915896054,5.50753880915131,11.3201605796714
"PITG_01818",7.99714605476558,3.27215271480926,7.69864577983738,1.63902247552823,6.70244577756808,10.7902615038269
"PITG_01819",8.55327109460376,2.71009984766129,8.14622397318779,1.56877044471832,6.91736277747137,11.5799851592225
"PITG_01821",7.67498772882468,3.32088519478205,9.77827053984134,1.52587014711323,6.70598029804701,10.7551191769407
"PITG_01822",8.5697835257122,3.42588284627014,8.08494722887459,1.64742278897113,7.18049845705499,11.3763156574997
"PITG_01823",7.27223914171352,3.18489194390542,9.15972198693806,1.32020343416506,7.02578328439948,10.0386645898111
"PITG_01824",7.69631672772725,5.38904531100089,9.83012323890321,2.09928408608498,6.83915888430968,10.716810427207
"PITG_01825",7.76826585526204,2.79163863139825,7.90533954919249,1.60407530306096,5.51599187840883,9.98362743970379
"PITG_01826",14.4291406854065,1.25575716654217,12.0644123799696,0.807686681362559,8.09931030916507,10.8031934032186
"PITG_01827",5.1178962848935,1.13279305714087,8.36172162174146,1.01617882820095,5.58510723140018,6.58109544707224
"PITG_01828",8.93713524985687,0.58372792593202,6.1939568683767,0.273621962453374,4.52895059093847,5.96461794236646
"PITG_01830",6.57704459263768,2.6262396527068,6.7278607817749,1.24066465781586,5.35195869619081,9.12564675274403
"PITG_01832",7.86133247201822,3.28286275077156,8.03374188746857,1.61299776328794,5.68882845866837,9.83449685816
"PITG_01833",6.92322650327477,2.60526063468976,6.64295556279798,1.54577474514337,5.20826527278103,8.51909865901211
"PITG_01836",7.88844838309939,3.32149419063196,5.33623986207658,1.02046739591088,5.8342828618391,6.81079667195218
"PITG_01837",7.19568820405203,3.26084418603368,7.74528397739175,1.49731015418453,5.31488167819913,8.79813363005986
"PITG_01838",7.87306063964424,3.88341932894466,8.07957138257984,1.5778691016128,5.95332380339394,11.3955884987194
"PITG_01839",7.86590967727102,2.82072272210701,8.03519584974484,1.41136551576648,5.26288145210261,9.83085521760394
"PITG_01840",8.24208417203951,3.11141332045554,7.15644208250527,1.39259889358573,6.08960799170049,10.2173681224296
"PITG_01841",6.28176612644125,0.552979687778213,6.18903102515387,0.838011752901099,5.74117803256166,8.56846276257515
"PITG_01842",6.76956648727148,0.592982285250352,4.49372625150787,0.4085246301854,3.46001864786315,7.97142595111731
"PITG_01844",5.32451749054374,0.919897393616201,3.99187090612217,0.836304363886264,3.36299913928318,4.78932944717533
"PITG_01845",6.82690493571793,2.73613930535499,6.74216728688733,1.43709899934356,6.02540652635016,10.6890210067588
"PITG_01846",7.96375022414274,2.78162528957616,7.80009617662315,1.49838401271705,6.39995606557227,11.0690467580604
"PITG_01847",8.18361204997451,3.49683904013445,7.710417497605,1.60422324877905,6.65481150492922,10.8341471617152
"PITG_01848",8.16042371526244,3.41941424554671,8.0101966604918,1.47013472285165,6.92238618762197,9.76924262367283
"PITG_01849",7.93384528047688,2.45978788454794,7.78207478135858,1.24905861759584,7.16622685277212,10.0537588427496
"PITG_01850",7.71959402991549,2.93459028765156,7.67014616689961,1.21097587751652,5.7703361643688,9.32416824503595
"PITG_01851",7.68667241682089,3.2166801658371,7.29329336764554,1.5423893702897,5.30006142490183,10.1634586911573
"PITG_01852",8.12632514877375,4.65452217850591,10.8236103107046,2.01922408192415,6.25950832278596,10.5224345727066
"PITG_01853",6.83106234540187,3.91157683512964,9.20004943620191,1.84883248167718,6.45490542330326,9.54280492274857
"PITG_01855",8.09722544358972,3.94020385660333,8.71092594379456,1.59294791264052,6.23850199378808,10.5892657619069
"PITG_01856",8.31310635626559,3.49223747688506,9.30571011097476,1.53120111401967,7.08672790173785,10.6860058408191
"PITG_01857",7.01707727564316,3.12814120635077,7.40326792796878,1.27706033110925,5.52077994343131,10.1854770869493
"PITG_01858",8.33418614634021,5.78670284263059,9.55740473470806,2.11478610186352,5.83488226899798,11.1734601638282
"PITG_01859",6.8921055377673,4.18997077482155,7.73197254205005,1.32115552268011,5.93242591205282,10.5104315593069
"PITG_01860",7.83306414686226,3.53547408226231,8.79917687755643,1.46855868527675,5.97077057307055,9.65430127146089
"PITG_01862",8.47358743530793,2.50298242837498,8.0333346797244,1.17099881324575,6.15851547970371,10.6545368819267
"PITG_01864",7.60595220285349,3.02088780251127,6.27651246284065,1.12894076887572,6.49578049112125,9.91501172828518
"PITG_01865",8.39702753903128,2.69407056177542,6.50849216032444,1.28322063289662,5.77331176356381,9.57686721218085
"PITG_01866",5.29048802294717,7.10476482339505,10.6669894992578,2.83663041015231,6.49628992027947,11.5545463132484
"PITG_01867",5.82410014604796,2.07741130482064,5.42633548962199,1.12162890628907,4.41577994165293,7.34086852522655
"PITG_01868",5.26339010320105,1.88318477218909,4.18639490458686,0.938341402986063,3.73003913852856,6.76365388888071
"PITG_01869",4.27034351633996,1.62000859471162,3.82689324092104,0.626719426280841,3.05297597288371,4.97409679995276
"PITG_01870",8.10565306055646,3.37905252294342,8.14857821126762,1.62127687062018,6.06119148582497,11.5098065535404
"PITG_01871",7.97552950779504,3.47152486475321,8.00508016536659,1.69120168254828,5.7267311102649,9.68483954829253
"PITG_01872",6.9246507818686,2.7527437195023,7.46759487769585,1.67169137167844,6.27001430291951,9.99031767643185
"PITG_01873",7.26366947140077,2.93084270577235,7.88472168353711,1.15824906962247,5.34339116097866,10.1076029778815
"PITG_01875",1.34703936956451,1.52732098526642,6.04848861608357,1.31213737051607,3.39771579992479,6.74988848954512
"PITG_01876",6.0812612810558,2.60124896027615,8.29514922611297,1.09273284550342,4.81725698679758,8.31736374373838
"PITG_01877",6.9448504309875,1.97776408481345,6.45807442115156,0.878883279545066,5.5944290694123,8.45149171315561
"PITG_01878",7.74761676343443,2.73195713277231,7.55855129460369,1.29426357459978,5.90503631459272,9.07095453238439
"PITG_01879",7.91214101877181,4.16341753958178,7.46753621746284,1.55293336635969,6.08385033556728,9.91607662704407
"PITG_01880",5.99429832375579,0.299639535237483,5.0064835864604,0.875339590750157,5.11674195418594,8.04666284581226
"PITG_01881",6.87467035681462,2.03642661729411,9.19189776566972,0.68399104669173,6.51299773756953,7.53136685976739
"PITG_01882",6.4826689867611,2.0069302381149,8.12162232228993,1.05361930223513,3.89972277663716,7.92627010278672
"PITG_01883",7.9704555890735,1.83993235338492,8.46516544176662,0.905165750153281,4.17266204739242,6.99777979672877
"PITG_01884",7.84146508286988,0,9.86889717572064,1.77266020197879,6.24348035109723,10.7520404982652
"PITG_01888",12.6919568565903,0.193745079720659,4.95470159129364,1.5111941065819,7.96507633401208,10.7991374229668
"PITG_01889",11.4220449436498,1.80339495013448,16.4848654808997,4.30624863790521,8.93911969134708,14.9244406597478
"PITG_01890",9.32145767116743,0.0783420925798249,4.68873180836461,1.61017377197549,7.97069753541135,12.117677521924
"PITG_01891",13.8106975148283,0.0536346402305209,3.97945637182553,1.06165327709683,8.85147081440538,12.075327509177
"PITG_01892",13.5678245710872,0,8.23582103484293,1.0305763993966,9.02665939109759,13.3506806917575
"PITG_01893",9.03914591639464,0,8.37412661823881,2.41116005939736,7.09919230037013,10.8494281967419
"PITG_01894",10.574796720724,1.17146347575312,12.1434490858889,1.82767035374028,7.39584229392252,13.1920727233737
"PITG_01895",7.02740288612149,2.66637336697017,8.44603401388344,1.21942770166725,6.17994438766945,10.5896619886591
"PITG_01896",7.13877942269852,2.56131889900315,6.98351399001379,1.2023432655065,6.10671537529709,9.73865068044538
"PITG_01897",7.41145071813848,2.64970315273233,7.31285212554542,1.29018538853556,6.86953730634507,10.7624178409674
"PITG_01898",7.39915593833935,2.16875133850468,7.009486902632,1.67732889238428,6.70022092610344,10.7267007411606
"PITG_01899",7.0997450981406,3.82319887400926,6.9235883072728,1.72206866404026,6.01087037204853,11.7330624385048
"PITG_01902",8.15442212599763,2.40453851544679,7.78082032159067,1.19861520363335,8.27947691549268,9.9239916835363
"PITG_01903",9.19114172033827,2.4709825898455,8.71680330933115,1.49327209136263,5.2666145567194,9.19685570627508
"PITG_01904",4.40420000545666,2.44682833717954,5.80047664500382,1.16962450780517,5.74452727370589,6.03090627904221
"PITG_01905",3.95905586739116,2.74441558589647,8.15149803659675,1.24888573080736,5.71185279544314,5.52400758523047
"PITG_01906",6.9520493443043,2.0166299374135,5.48940439140647,0.734791400831091,4.42117312450113,8.68315645072191
"PITG_01907",6.97601348190074,1.64208213101751,7.96433058420624,0.929207887315781,4.46558064636159,8.24478718379608
"PITG_01908",7.43430223634132,4.89764219834106,9.59777428495621,0.937945014024651,7.03518324209965,10.1035110331223
"PITG_01909",6.84424336295209,4.24326286941699,9.66171617861917,1.66159324309015,6.86371564113614,9.32611534106411
"PITG_01910",3.85556714370097,1.30955818213191,2.15392531288339,0.688801765184785,3.14027163944301,4.23451588152822
"PITG_01911",4.11171314295047,1.61878306425877,4.27216364921439,0.821623738099111,3.50971175242721,4.76741130878766
"PITG_01912",8.16604073389819,0,6.0209238460519,1.55204219837008,8.78751720296102,8.1481381549265
"PITG_01913",6.19435821866121,2.4035538638941,5.71309768842113,1.18388667595167,4.97133189403963,7.44801527935149
"PITG_01914",7.56565185825712,2.27158195185821,10.0476385854886,0.795896486207933,5.75759418212274,10.0693329140773
"PITG_01919",7.65168393457299,1.93456343541689,5.8437992218123,1.38564900476573,5.83033153762076,11.2075838000747
"PITG_01920",7.78251167208172,3.13418859910262,7.26022013623672,1.32935533059979,5.49217423536512,9.34605536130278
"PITG_01921",7.13126587150167,7.97329740269561,6.90316702539092,1.61521093717445,5.825041543031,10.3015916890968
"PITG_01922",6.1225537695431,5.11880401612359,9.61629887153711,2.45848823329556,5.73649525747325,12.7501471971113
"PITG_01923",8.70342635487344,2.71751544355959,6.93410532950922,1.46706243940879,6.06758429364658,10.9541487841678
"PITG_01924",7.54662780407246,2.3592008797654,6.15579719565929,1.25444312558609,6.39236607331939,10.1476382114421
"PITG_01925",7.16452912704717,3.35092676967416,7.23584856087059,1.23932820639357,5.23575586760838,10.0341492773238
"PITG_01926",9.39262127735385,8.30939398405686,7.06743231996458,1.32036203548091,5.89477531962741,7.95153045818307
"PITG_01927",8.70710187698428,9.29746875695108,7.08243603009298,1.43279253819754,5.02676784634658,8.658086284646
"PITG_01928",9.22126256553719,3.71704315182052,8.01579239540847,0.897928508909682,6.8745137577848,9.05185034539843
"PITG_01929",7.43933914173638,2.52934299300561,7.79972594018512,1.31704036901261,5.80068445218407,8.98847202369499
"PITG_01930",7.27406026329662,2.91943663339807,8.47696497176929,1.35141118830294,5.48527166511344,8.97692200725945
"PITG_01931",6.15310074151013,2.58670864498585,7.47253677184301,1.05953328285958,5.59979003904085,8.55167037945317
"PITG_01932",7.20254025079455,10.891100123445,7.28206456007685,1.11758176034047,5.21977837361876,8.52496997608442
"PITG_01934",8.85056182125093,3.3696024283758,6.14896079327931,2.08067883620058,6.50089113688318,12.5232228606749
"PITG_01935",6.27835636195287,2.03245278301854,5.10642167402195,0.156428017795263,4.01415833415311,7.52354648940076
"PITG_01936",8.67387342040269,3.08697180069531,8.42588377730016,1.58060916455674,6.13217454954345,10.7318557994113
"PITG_01937",6.59474070873802,2.60180712666986,5.69744098303443,1.3135676608104,4.99739329160961,8.91069890441407
"PITG_01938",6.65402012606331,2.84064615077886,4.03962911445384,0.863833921444485,4.84536498996811,6.50669199213625
"PITG_01939",7.342563782528,1.43788435108345,3.46300397711495,0.449145106447904,5.22200236498751,6.58106996978199
"PITG_01940",7.74037253202766,2.00642147728935,5.16347946436996,0.666261046584193,5.87374032176226,6.64747503976122
"PITG_01941",6.6984802889364,2.80498375857952,7.31052354276089,1.06078356416956,5.52908954067811,10.3588226919425
"PITG_01942",7.7093768223342,3.21170837551019,7.74180006225725,1.50941154446316,6.21724240658089,9.42738831162123
"PITG_01943",7.2873079696302,3.10411456779732,7.9529999199669,1.70877399445377,5.5492712368792,11.2338528394476
"PITG_01944",7.4066577499389,2.83976981357042,6.89638949791609,1.57505951350993,5.61536485097636,9.93918643527654
"PITG_01945",7.72620592917013,2.73825457675946,7.78396879403714,1.31907609725072,5.9609699061529,10.7688056536164
"PITG_01946",8.40768873358601,3.228110809198,8.85939335166351,1.30759732056857,5.72417521713855,8.95899824493383
"PITG_01947",7.73898122317965,2.15388329472755,6.2133425669283,1.1430597537527,5.82420694569201,8.50805331044098
"PITG_01948",8.16001352480661,2.72593113504888,6.0347980329698,0.999452465919816,6.04369965983953,10.5680143573099
"PITG_01949",7.32155066258832,2.60270691151276,5.91783781767926,1.21421066850911,6.65387775414353,9.91928915958403
"PITG_01950",8.25642177670713,3.08205113893844,7.39677018882458,1.78415035859893,6.75777454149743,10.4756964226951
"PITG_01951",7.39024899393812,3.28005235345501,6.55727688098687,1.2978923330258,5.75043752171815,8.87243209601816
"PITG_01952",7.79085875073999,3.12085019307017,7.17507790531724,1.36969971465615,6.87259511130085,9.9504581833307
"PITG_01953",7.22332629243464,3.25499819597777,7.55010363830944,1.39349453368186,6.27143334859318,9.51229118242384
"PITG_01954",8.01889558423351,3.57646724485676,7.04553693372259,1.30170164633279,6.47359862384374,10.136188788386
"PITG_01955",7.71047182162975,3.86853946604248,8.87824891712475,1.68199992765986,5.87607062029778,9.6698068386851
"PITG_01956",7.61713592871908,3.55459127551148,7.31712338785656,1.27667215952028,5.88298226200379,9.8759868840356
"PITG_01957",7.29461996175375,3.31600282737083,6.40856367032452,1.2852017949242,6.26297024076288,9.82781572154908
"PITG_01958",6.5971237921485,2.63686205505977,6.98880263345555,1.34606143096319,5.74665165341543,9.32632225289377
"PITG_01959",7.41153365837091,3.02740419362369,8.15130819371181,1.63798527327542,6.53953534432344,9.80320518211305
"PITG_01960",8.12097922555304,2.82780650559458,6.86601276699574,1.41582679671256,5.78381652058538,10.2435080467331
"PITG_01961",6.73871552456027,2.68846871338742,7.26901471356719,1.21986888552698,5.16846025539672,9.68077465750088
"PITG_01962",7.89422238203918,3.12855138265604,6.83533262006896,1.18055424938183,5.07962557256676,9.41485670690784
"PITG_01963",7.08453500058234,2.90973347608377,7.41131561262051,1.35349871994609,6.07455312115348,10.815067445141
"PITG_01964",8.35141616946152,2.30729534565865,7.7869554359268,1.26560794072847,6.75438696409682,11.2288648883826
"PITG_01965",5.45106610550863,3.58800152954916,25.9131974410399,2.14052861766339,4.40040162818277,10.3547652924575
"PITG_01966",7.91931609244719,2.17088912804461,6.20524325318361,0.999174266729868,6.44176291837003,10.0232237874677
"PITG_01969",6.95347108976945,2.20205304494669,0,0.868504975734647,5.94634794013289,9.44536269315198
"PITG_01970",7.49272536392803,2.3229966332769,6.37123183685349,1.13884050409856,5.29521875430318,9.25993366149057
"PITG_01971",6.03928284325265,2.60423457708908,8.94742149406797,1.02517079983588,5.41648715238371,8.89931342709009
"PITG_01973",8.1000787379196,2.37754926720892,7.88188528668004,1.05981484765692,6.19705513396817,10.3870661883539
"PITG_01974",6.81949439443693,2.36147126998065,6.61026992792835,0.97646501326537,5.28570223114989,10.5755609332802
"PITG_01975",6.41730960897655,2.91665326963265,6.44739556237216,1.40725793702198,5.99686464210324,10.429229552132
"PITG_01976",7.68816539003678,3.3108886879557,7.70474307249111,1.39431262940694,5.46732920056294,9.12872962474742
"PITG_01977",8.09171925231126,2.95562465107242,7.88714305356152,1.279917076026,5.34131156632307,10.3419414703951
"PITG_01978",7.57966419520447,3.30328660153994,8.52519690948836,1.47404505051115,5.53237761538096,9.70542964750038
"PITG_01979",6.340656610048,4.86714443026978,9.93455023941487,2.24680211364682,6.39894095809668,12.4739244871523
"PITG_01980",6.9655313500153,2.00996118960082,7.31490704447201,1.06685617891496,7.56972954209413,10.5912340228398
"PITG_01981",7.72027884881943,2.30059205943842,7.0411003647317,1.06895459378302,7.48020160330298,11.9513409660871
"PITG_01982",7.6051732463863,2.62113102456859,7.08799221621072,1.45626045591255,6.12707065596962,9.92532435911401
"PITG_01984",6.62376846685594,0.809993553021209,3.4697214546609,0.214427634846712,4.71033811247879,8.54134387229527
"PITG_01985",6.86507521371693,3.39545460395974,8.35032345071458,1.39002419985809,6.08289945801065,9.48899249976523
"PITG_01986",3.91962042672243,0.0427312359690911,32.9651540426629,13.4225585033909,4.14274387948729,7.07753018254475
"PITG_01987",2.92954040424984,0,37.2123159549052,18.3143515327579,2.73808807234126,6.2399404954577
"PITG_01988",7.94215554451181,2.2962893083404,7.36368731374618,1.46492537002856,5.62215111660822,9.58820372558474
"PITG_01989",7.29442492359129,2.47881329086635,5.79950418584166,1.9304889555175,6.27753742123531,10.9189959864788
"PITG_01990",7.94900053647575,2.0455792786215,5.85676711130261,0.897972361596043,6.93382734205072,11.7346764748755
"PITG_01991",7.91478731924874,2.90638945854006,7.46050932072721,1.59107204049596,6.68701324068828,9.88887151429808
"PITG_01992",9.18475624571022,3.30244488423653,8.03903510445464,1.80151783231303,5.19941202123169,10.9935000766722
"PITG_01993",7.64160896294589,2.38903265858358,7.03889813192191,1.5013066081833,6.60172014014465,9.26602832610193
"PITG_01994",7.41701503950755,2.10607255646617,8.08709763685761,1.16702542733928,5.76814036128882,8.05052021378815
"PITG_01995",8.14302104231764,3.7807832314686,9.12574746389405,2.32068136506863,4.87572227156999,10.8036693604349
"PITG_01996",7.4428426614759,3.21489144305539,8.31764586159029,1.38324063560919,6.07007014921166,9.40505264157812
"PITG_01997",7.77780223879046,2.44212538342975,5.44940993365203,0.969574025006873,5.97150203653447,9.49120879120879
"PITG_01998",7.44203661346807,3.51319129976947,8.23411410065127,1.38336676482774,6.63643587943969,9.855528183103
"PITG_01999",7.46902912882234,7.43145554820229,13.4222865993593,2.67555471331094,7.71039278438826,12.9063209834144
"PITG_02000",7.4711841986652,2.58885583039413,7.83838837760428,1.46038862917191,6.23627091965306,9.63380385367269
"PITG_02001",7.70728745282249,2.35916644908647,6.25347635288409,0.961655454331082,6.51598471420358,9.96930083745151
"PITG_02002",7.99007836857967,2.72186860640791,7.68851153289463,1.37507307479653,5.92907056132018,9.4417644084203
"PITG_02003",7.71347572042436,2.66124283170273,8.08197268235359,1.53315316242175,7.05445793918324,11.3819334595712
"PITG_02005",8.88688478639438,16.1956207967521,4.08345445558977,1.38782027355529,7.07201312102032,11.2173998560335
"PITG_02007",7.68565706194369,4.07448002891623,9.844132823408,1.58981168802069,5.7676292094391,10.528710567516
"PITG_02008",7.22004998015505,3.22958612004352,8.372959504262,1.41737143128058,6.19864901418556,10.1856811413945
"PITG_02009",7.50464508490625,2.48207563292789,6.21523394292773,0.789862914179955,6.5122254796589,9.83255988402716
"PITG_02010",8.5155599371039,2.76726068789181,8.31072860079411,1.82283432378859,5.78430530073053,10.6332936062089
"PITG_02011",7.66688269936866,2.59562054224721,7.6943591744829,1.42832588176958,6.14290338619885,8.61843445667052
"PITG_02016",7.94384317817666,3.13508948017707,6.894536139294,1.29509031239216,6.21438890274373,9.77773260366805
"PITG_02017",7.06573404572656,2.2216776615505,7.32509291826858,1.19153720925862,5.9762313691163,10.8043016065836
"PITG_02018",7.90601689832687,4.89662607637815,11.1767807930782,2.44335511833947,6.57380080501706,13.1080275084079
"PITG_02019",9.32978593463032,2.87077312756032,7.1932059415202,1.36124684469168,6.3981935906847,9.72743284688734
"PITG_02020",7.7154363166599,3.37849915984667,7.21298539641792,1.39428079508589,5.71605010801156,10.2829785506042
"PITG_02021",7.89642442608476,2.91372669478987,7.09191925037396,1.20025034312497,6.04129026210024,9.59819170001956
"PITG_02022",8.1313567116949,3.20632250550207,7.96591850921428,1.32193253296964,5.98795410307966,9.00634182825409
"PITG_02023",7.85449173243946,2.55690890806911,6.00748780438679,1.05387770235014,6.06428424441479,9.92742956351246
"PITG_02024",8.25390728887584,2.56374567556203,7.60720068810637,1.20094406861375,5.84824944101092,10.8518221029076
"PITG_02026",7.24255686428427,2.7022381978699,7.01736518776105,1.58466570595452,4.79395970169891,11.8122124272373
"PITG_02027",8.09333690279843,3.12333405028938,8.20912853300923,1.42046787321795,5.82738244462122,10.2611587698049
"PITG_02028",7.6193286626068,2.90201011482681,7.59992284225008,1.4044427423413,5.98470046054555,10.3286792837415
"PITG_02029",7.61875055923218,2.7254487937439,7.7965504339248,1.25058299222489,5.65653612123162,10.0194846674225
