"X06_3928A_cov.sum","P17777_cov.sum"
"PITG_00254",45.4823977151398,55.1149159775132
"PITG_00255",73.6399788819062,73.542550340259
"PITG_00256",62.6677458572313,71.3367916170808
"PITG_00257",63.5064700416012,73.7626592704285
"PITG_00258",67.705577023646,74.6433553262932
"PITG_00259",59.6790489728184,68.0485908131876
"PITG_00260",58.9046122220996,68.2683796700396
"PITG_00261",61.4775743792543,68.5034876471306
"PITG_00262",68.6707776848902,75.8057705172109
"PITG_00263",66.5901895787181,74.8963689522686
"PITG_00264",64.6088142280477,85.7538989538344
"PITG_00265",64.7907605143782,69.2881653186851
"PITG_00266",52.6738960470839,53.441194244263
"PITG_00267",91.3629625310265,72.4986634741788
"PITG_00268",50.4233666274888,63.425430135451
"PITG_00269",59.4082576223017,66.0727000767615
"PITG_00270",66.6160317150484,73.296078095729
"PITG_00271",70.2966109642091,73.468556562715
"PITG_00272",65.7308774583442,77.2342858317025
"PITG_00273",71.5754750623894,83.1244849639321
"PITG_00274",65.8709828713064,72.8009674122874
"PITG_00275",67.6949596027005,73.4837033217377
"PITG_00276",66.7202110955543,83.8351026100791
"PITG_00279",49.7416550144737,53.2497476315105
"PITG_00280",60.130914994255,69.4528440935236
"PITG_00281",73.1475033387365,75.7383207074195
"PITG_00282",63.8534714001452,77.318046988096
"PITG_00283",55.043961060709,68.0831342195434
"PITG_00284",66.7768961235905,75.7010838363559
"PITG_00286",65.0693214831352,76.1219914688928
"PITG_00287",66.4116942647229,74.9508077205309
"PITG_00288",85.5098619838406,78.0921014917374
"PITG_00289",68.0822257775268,75.9633281925047
"PITG_00290",80.5139102588576,95.5865578270915
"PITG_00291",72.556019597614,74.5021100430499
"PITG_00292",69.1746266017454,72.5801869757313
"PITG_00293",75.6767234610572,75.8753800823835
"PITG_00294",70.0722345649934,72.9474667008677
"PITG_00295",70.2295715235106,75.8977316559777
"PITG_00296",74.1368068353808,65.8190028582717
"PITG_00297",94.9615109493514,94.5537710594739
"PITG_00298",58.4289792854013,70.828791752998
"PITG_00299",67.1366767220792,75.0545500448412
"PITG_00300",55.1337169680985,67.9246518532937
"PITG_00301",68.9839301250507,72.4589133531702
"PITG_00302",65.5916305547026,74.0829025337053
"PITG_00303",68.8389755378519,66.6165419281056
"PITG_00304",66.640552947809,69.8491634915316
"PITG_00305",65.9648496446008,72.1077090184434
"PITG_00306",66.5368202766486,72.4289232322886
"PITG_00307",64.9622851241257,79.334331893496
"PITG_00308",62.2077148300718,70.132179501217
"PITG_00309",64.0267607889529,71.4451833638478
"PITG_00310",65.5082518267202,69.6892368972913
"PITG_00311",69.6423102741156,72.1581317695893
"PITG_00312",65.4675700422893,51.9804909020644
"PITG_00313",65.3398472336991,73.6394876042475
"PITG_00314",65.5128113925207,76.8485544954754
"PITG_00315",67.734030592164,75.4010679260959
"PITG_00319",68.1703935104025,73.9208104996039
"PITG_00320",58.3218003713783,59.9664231028501
"PITG_00321",53.8469831155185,70.8489856794849
"PITG_00322",72.4789154400491,72.6957867339178
"PITG_00323",69.2875617061778,72.1620631046921
"PITG_00324",64.0964335040944,65.9125561422507
"PITG_00327",58.4927272698535,64.8264799283473
"PITG_00328",69.0231096226675,73.7099327791877
"PITG_00329",53.2357379105545,61.4401571978008
"PITG_00330",60.9505781915712,73.4959401043575
"PITG_00331",69.0825085104388,68.9509488148729
"PITG_00332",68.5078393928596,74.0508127680752
"PITG_00333",62.2461130730346,70.5616098322493
"PITG_00334",57.6810374932758,68.4151143609739
"PITG_00335",45.9250078276947,60.4854801792067
"PITG_00336",66.7546683084594,74.0711440878211
"PITG_00337",65.5427614217055,69.3688827666493
"PITG_00338",66.1693780037866,68.6074588500118
"PITG_00339",62.1152608582241,63.0599209369502
"PITG_00340",69.7451163523723,104.204830679591
"PITG_00341",65.306059504528,69.3721608143139
"PITG_00342",66.9978873956741,78.4548291918087
"PITG_00343",62.485281637784,75.8576581912706
"PITG_00347",62.3844836772718,70.0552491899696
"PITG_00348",61.0491524899035,74.1524247135137
"PITG_00349",62.0546016500822,66.8880306384444
"PITG_00350",54.6824420564633,57.4714951128696
"PITG_00351",67.8107481177657,74.5034015599867
"PITG_00352",60.4201237852907,64.9212178657471
"PITG_00353",69.4907107413313,65.0483513070291
"PITG_00354",65.7675565823358,79.1855350583734
"PITG_00357",63.006775720456,64.1249690595896
"PITG_00358",91.1445797234388,100.892030250635
"PITG_00359",53.0622510665748,62.9062166268804
"PITG_00360",76.6812646367874,77.8339194420534
"PITG_00361",74.8077921930662,76.6501847304071
"PITG_00362",61.7149200035452,71.466520793122
"PITG_00363",64.1757728346747,73.3866144656274
"PITG_00364",74.9424420370637,75.8587001499601
"PITG_00366",60.2672982271441,72.1841468944498
"PITG_00368",64.0620825082913,80.1113995563957
"PITG_00369",61.2077852782687,73.196606536039
"PITG_00370",59.1654472477352,69.5348737807152
"PITG_00372",24.6388741259269,30.3948931487303
"PITG_00373",22.5108603383385,34.5363579038418
"PITG_00375",71.9389375114195,72.2233766155116
"PITG_00377",70.0010112248935,84.4983860884077
"PITG_00378",64.1653649537703,68.8781990634552
"PITG_00379",69.2275358643405,76.3280456388707
"PITG_00380",74.9688747786091,78.8827339869908
"PITG_00381",50.7657808481236,61.5950108788507
"PITG_00382",31.6998903849347,39.0405632822763
"PITG_00383",55.488523011398,66.1073080404987
"PITG_00384",71.034361435619,77.5576907279509
"PITG_00385",58.7102321122949,73.7018788455874
"PITG_00386",69.966496538404,71.4264759837325
"PITG_00388",60.6190235743011,74.1998048119523
"PITG_00389",59.3825590690644,67.2500982484556
"PITG_00390",61.2695977095598,67.256910156109
"PITG_00391",49.8914387130379,57.6457984267954
"PITG_00392",52.496073273633,55.9849937466763
"PITG_00393",60.5000004880774,62.3238409843246
"PITG_00394",81.5618811180853,80.559128697242
"PITG_00395",59.5894357265752,71.9252945391421
"PITG_00396",52.3121750778287,59.9885878157208
"PITG_00397",70.6634556718858,70.8458367854975
"PITG_00398",65.9159834206991,74.5959782108119
"PITG_00399",69.5272825019589,71.492343691086
"PITG_00400",59.8139407731435,63.7630306052697
"PITG_00401",68.238095784731,70.9115230759087
"PITG_00402",66.9627047483752,76.0638146291183
"PITG_00403",83.5401211319523,81.4664634487865
"PITG_00404",65.8465254875098,73.815858274337
"PITG_00405",63.4653160622803,69.4284813757665
"PITG_00406",69.8683306459288,82.3635586913773
"PITG_00407",64.3632776520957,62.8475358675127
"PITG_00408",68.2219228581857,83.4228342678676
"PITG_00409",60.0168053234793,69.5685416321907
"PITG_00410",62.0764378422267,64.0580892624367
"PITG_00411",68.601639296542,64.1761995692415
"PITG_00412",70.377450581844,76.2045266559796
"PITG_00413",68.454128280558,73.7341068677676
"PITG_00414",51.9464228489855,66.5500046754365
"PITG_00415",78.8772947884534,83.6585249488531
"PITG_00416",65.387874112034,71.0082987733086
"PITG_00417",36.8217475856638,42.262500533759
"PITG_00418",37.8619227468968,38.6547985788657
"PITG_00419",25.5400018082643,12.5613331265854
"PITG_00420",54.2186614483821,59.158686731584
"PITG_00421",48.4257051349679,53.6036143528305
"PITG_00422",41.4753503819045,49.3626619759934
"PITG_00423",60.0905129505606,59.2354513592749
"PITG_00424",65.2863065668434,70.2312467425669
"PITG_00425",55.3390215389797,61.8527095254093
"PITG_00426",60.455925949989,72.6958929985999
"PITG_00427",58.484507583375,70.1193075743383
"PITG_00430",60.8413320247873,69.2131028611563
"PITG_00431",58.7872218770367,90.4303780094842
"PITG_00432",57.0498863650559,152.235937838162
"PITG_00433",71.4193516489797,36.6393749032206
"PITG_00436",55.5677148140972,59.9242070120436
"PITG_00437",65.9196940321814,68.3904529840742
"PITG_00438",56.5780478176792,62.9465449991715
"PITG_00439",71.7396908578546,71.2358867515142
"PITG_00440",62.6785820612063,71.1442075538049
"PITG_00441",74.9489630665525,81.2916128934884
"PITG_00442",69.3939363004909,73.5577979097423
"PITG_00443",60.2461094040715,69.1722426751276
"PITG_00444",61.7272507309321,67.3733507572372
"PITG_00445",59.5907627887511,66.0524460669051
"PITG_00446",66.5125507213448,68.4526790206953
"PITG_00447",58.7500756272961,77.0772945398353
"PITG_00448",66.2555910582328,71.8322435748599
"PITG_00449",58.5273511423985,72.8505392242927
"PITG_00450",62.8042256051833,70.4093513979545
"PITG_00451",66.4494069824551,71.099541413496
"PITG_00452",68.6845909368202,81.9568325940196
"PITG_00453",63.0205953354435,78.5007354783473
"PITG_00454",62.5053122872954,65.1027211716897
"PITG_00455",68.7699376145491,72.0359725373434
"PITG_00456",55.0161123997707,68.0197443209034
"PITG_00457",62.3998369537491,66.7677547085794
"PITG_00458",61.8078998137271,64.0840270618666
"PITG_00459",66.4727277772757,74.9715646497181
"PITG_00460",60.9381314637413,70.1836481538536
"PITG_00461",60.0326808262539,72.0568034418078
"PITG_00462",70.1894495793933,72.202907430182
"PITG_00463",79.2421429145605,75.62444360268
"PITG_00464",58.7432876627262,74.0099104203105
"PITG_00465",67.7942875184707,72.1508474117472
"PITG_00466",65.2526593493801,74.9892403539743
"PITG_00467",67.8167713283017,70.4038214079595
"PITG_00468",73.050689813428,76.4999679564433
"PITG_00469",64.3210361719386,85.2270221208509
"PITG_00470",65.4435341830352,79.3197719569413
"PITG_00471",59.4219970748856,70.6379656046167
"PITG_00472",61.9166991412371,72.9815511940692
"PITG_00473",72.3118212887511,76.9500523874516
"PITG_00474",65.1930245627492,68.1725177035578
"PITG_00475",55.5979860883048,69.7092767084528
"PITG_00476",67.034768464886,70.9516626074985
"PITG_00477",53.5659141057559,56.7096187416875
"PITG_00478",69.2460941546527,74.9112737814319
"PITG_00479",63.6738863779277,73.6710843004196
"PITG_00480",57.7910687466851,73.1839377358246
"PITG_00481",68.4609246718576,75.4323946118489
"PITG_00482",69.4316596798469,77.5284802251923
"PITG_00483",64.6998507877698,70.5104243614432
"PITG_00484",74.7189091907652,73.5756831076614
"PITG_00485",66.0126255105845,70.2597502792983
"PITG_00486",38.2955084933061,39.1854432522411
"PITG_00488",68.1814426412431,71.937910086335
"PITG_00489",63.5045960817203,69.1715635741895
"PITG_00490",64.6130257588918,71.7397449955708
"PITG_00491",73.8110741372871,85.3132104838622
"PITG_00492",55.4602375735129,56.1191725116335
"PITG_00493",71.3512944450271,82.46067635988
"PITG_00494",61.1191253431245,71.6291391254693
"PITG_00495",63.9361987292723,78.139268119114
"PITG_00496",67.7956393906961,74.217564110856
"PITG_00499",65.4884471874471,70.9302201972744
"PITG_00500",80.9205676882774,80.9369892300327
"PITG_00501",67.9216275984926,80.3223865572635
"PITG_00502",65.9792949072949,72.8631120307358
"PITG_00503",65.9799763777565,75.0286157954349
"PITG_00504",66.8251932165515,82.5003038588883
"PITG_00505",65.8579066468909,61.1943488833403
"PITG_00506",52.7071341748002,60.0493720351363
"PITG_00507",69.7845784536652,75.4723892763448
"PITG_00508",65.9547529017463,77.6706319700098
"PITG_00509",71.802743686951,82.4708749125795
"PITG_00510",59.7499751374705,73.61471102137
"PITG_00513",65.6719479149826,63.0265386882328
"PITG_00514",58.4059004028617,66.0705631033354
"PITG_00515",56.9709158081888,60.2840483647703
"PITG_00516",50.3678842188346,57.1386206885998
"PITG_00517",72.4850087591875,70.8863957209924
"PITG_00518",53.9695823796238,64.2453851155792
"PITG_00522",54.2361673078315,54.8095769216194
"PITG_00523",57.9133120842015,57.8220015885201
"PITG_00524",59.9265311783278,64.6475562155376
"PITG_00525",69.4765793758403,77.0108199368177
"PITG_00526",70.5605465975436,80.3413641317103
"PITG_00527",68.6114635608179,71.0497958523012
"PITG_00528",62.6206677098015,71.7717367371809
"PITG_00529",60.6383185663694,69.8124753446096
"PITG_00530",61.7585373765344,67.7981088945598
"PITG_00531",66.9687916899283,70.9494364118252
"PITG_00532",57.3044994012392,62.5263028369285
"PITG_00533",75.3268994676161,78.3830417641874
"PITG_00535",42.6839793650793,55.9118562573128
"PITG_00536",33.5604498931326,39.3932393101623
"PITG_00537",45.7314754779654,59.350149419514
"PITG_00538",53.64804752092,58.2009293035866
"PITG_00539",67.3567169741304,69.2598194318808
"PITG_00540",58.1895108666917,73.8928610900338
"PITG_00542",56.5050712503292,62.1514498518809
"PITG_00543",54.1177858407013,53.9050035164401
"PITG_00544",68.5794092005369,59.4406875471581
"PITG_00545",50.2144480080633,66.2176768099632
"PITG_00546",50.7775187221226,55.9325987776133
"PITG_00547",26.138915876779,31.8175314546357
"PITG_00550",38.4444304077575,42.7947532907866
"PITG_00551",31.3861924485369,43.3790156602683
"PITG_00552",41.3580377641185,52.8774496763325
"PITG_00553",48.0204159930702,47.6755603505376
"PITG_00554",68.1998429373936,83.1681390732315
"PITG_00555",70.8898948999167,78.7574853226704
"PITG_00556",56.0334484681232,57.4574088901603
"PITG_00557",57.4866596131373,70.0259262854937
"PITG_00558",74.4910439875183,70.5920876614799
"PITG_00559",51.114668789137,58.9824495861641
"PITG_00560",65.8944666937838,67.0307573254336
"PITG_00561",57.6937923424184,63.1749441227686
"PITG_00562",66.8261028996258,74.1209035469528
"PITG_00563",73.4510491088197,77.6337299604984
"PITG_00564",66.4903111099563,70.5482898815521
"PITG_00565",76.8102165828441,75.0201669604377
"PITG_00566",68.9760601901245,66.4808697647264
"PITG_00567",80.4740048849321,82.992488581645
"PITG_00568",69.478196848665,72.9796081697638
"PITG_00569",64.7780832741493,66.8792995344549
"PITG_00570",68.2003558098234,79.1119569052329
"PITG_00571",67.9828772381567,77.5425235188247
"PITG_00572",72.8413649102619,79.840700113953
"PITG_00573",50.225535486065,67.7760801578924
"PITG_00574",62.1039192396991,69.4257454110812
"PITG_00575",63.7130416225971,69.9864336615487
"PITG_00576",68.4283916810231,75.9936743614378
"PITG_00577",69.8188586120789,73.6103219109853
"PITG_00578",75.9462546203174,90.5837421951407
"PITG_00579",62.3534255915369,72.219091653339
"PITG_00580",76.2171045780736,87.0296110581353
"PITG_00581",57.1386731835968,80.4326689611105
"PITG_00582",84.0652755004022,112.618147990094
"PITG_00584",34.2436920745,15.7888677156093
"PITG_00585",29.2292786826216,11.8318036519107
"PITG_00586",41.2705877864134,26.2332297520954
"PITG_00587",42.090258901966,33.0797466604462
"PITG_00588",44.7378692539916,35.1155218545925
"PITG_00589",62.9325624328964,80.962453871454
"PITG_00590",70.9985058302112,72.921614238512
"PITG_00591",34.525924428799,40.67881590793
"PITG_00592",61.3087479842985,86.5311491443277
"PITG_00593",50.3211560989197,57.9701871859877
"PITG_00594",59.2089129951081,64.8816480084041
"PITG_00595",55.0613708609913,53.9816752910406
"PITG_00596",41.25598361731,37.8157977211111
"PITG_00597",38.0975055287866,36.6244288672941
"PITG_00598",34.0120330104244,27.9175257990254
"PITG_00601",35.3835700916621,36.8293677457924
"PITG_00603",119.176330039984,104.767581495001
"PITG_00605",36.1950661517044,31.2674542595635
"PITG_00607",47.4430725148171,35.5339309835839
"PITG_00608",52.6976082211726,40.1109417448852
"PITG_00611",42.0844559635191,40.427134746087
"PITG_00612",46.5764551395518,38.5013622439651
"PITG_00613",27.677695622426,24.6058811729037
"PITG_00614",44.9763889999634,54.3925294312568
"PITG_00615",33.1065448025616,30.4450063298103
"PITG_00616",38.9156904839318,34.4207316033589
"PITG_00617",40.1424843992508,41.8815100493968
"PITG_00618",55.7271502851459,43.4822071508265
"PITG_00619",57.6157757442784,32.4991565787157
"PITG_00620",63.5943537294843,73.7616566687477
"PITG_00621",61.1959103755145,68.4315325781568
"PITG_00622",61.6714076877048,67.917018340403
"PITG_00623",59.7821974460518,66.7069428890734
"PITG_00624",65.8401672849393,68.2076859581743
"PITG_00625",59.6481359890647,82.2100883227974
"PITG_00626",65.4286769814725,64.5412878080474
"PITG_00627",57.5478461226163,65.9174881111259
"PITG_00628",60.7291170134861,61.5398596780218
"PITG_00629",63.3953378440945,71.7845917710005
"PITG_00630",68.3483263897335,75.8684019409051
"PITG_00631",65.2665509379267,67.875935721121
"PITG_00632",76.4591017062685,78.6151260358809
"PITG_00633",52.0297346112131,61.3336296058744
"PITG_00634",64.3361718924847,70.4833473774053
"PITG_00635",70.6951624791906,79.998760301156
"PITG_00636",74.6836137684396,78.4641634470462
"PITG_00637",64.5153674007708,75.1645826821801
"PITG_00640",55.1469594083794,63.0287710008314
"PITG_00641",36.0189118483987,45.4490403858211
"PITG_00642",67.9624264696462,66.0177034375279
"PITG_00643",70.0942942388428,76.9159942579777
"PITG_00644",75.3512367856155,91.8868947946783
"PITG_00645",46.758764664594,63.587665563051
"PITG_00646",69.9604075641573,78.5954990049237
"PITG_00647",67.861459677548,74.5534101963052
"PITG_00648",72.7465639225539,72.9950580200759
