"X06_3928A_cov.sum","P17777_cov.sum"
"PITG_01159",79.3586176872352,107.353309466932
"PITG_01160",45.0695629254197,0
"PITG_01161",31.9751568160705,55.243898499088
"PITG_01162",46.7955237400446,55.5272972226949
"PITG_01163",61.6600219823639,82.1581658215215
"PITG_01164",64.6589672083923,41.2720679000649
"PITG_01165",59.1243049876071,72.4445298159407
"PITG_01166",57.0995380548716,58.5164749923879
"PITG_01167",57.6651539456873,43.9421204819974
"PITG_01168",59.1886228834547,60.6976845356333
"PITG_01169",61.6099241853731,74.6295290660728
"PITG_01170",61.0027402357155,73.4757496142712
"PITG_01171",64.2344747405366,68.2212326077633
"PITG_01172",61.7063010993214,70.3725168059036
"PITG_01173",63.5831981578865,72.7437275225776
"PITG_01174",56.5712945510604,68.7408607911917
"PITG_01178",134.320371434531,159.272764666649
"PITG_01180",57.4002671691685,66.5917273962657
"PITG_01181",56.1263347151124,56.9702870684542
"PITG_01182",63.3220670881593,74.5563242004962
"PITG_01183",62.1012587664456,68.7951953453856
"PITG_01184",58.8196911376832,75.2564732655967
"PITG_01185",69.6903689723612,73.6202493442011
"PITG_01186",60.2569006364771,68.4889867314388
"PITG_01187",63.6793024298657,76.0545005101461
"PITG_01188",67.3656711959273,80.547484631472
"PITG_01189",45.1009396991674,63.1580273681454
"PITG_01190",74.2418328964491,82.3350023711033
"PITG_01192",58.580551466909,89.7641858148299
"PITG_01193",65.5185314514679,69.16745284838
"PITG_01195",61.4854200628991,71.0494838216657
"PITG_01196",54.6039574576714,75.4293105610953
"PITG_01197",52.1402238211414,77.7465002036019
"PITG_01198",39.1645845242302,67.0066018995471
"PITG_01199",61.6812175714798,77.4718550259808
"PITG_01200",58.9331093725566,82.3425745382922
"PITG_01201",45.6698487823691,60.5992346319704
"PITG_01202",45.6536098994883,63.2456323759334
"PITG_01203",62.4939493999209,69.0815555202476
"PITG_01204",58.7218593193116,73.0983000634589
"PITG_01205",60.5945246956033,62.4451164188405
"PITG_01206",65.5506478497452,73.0142680233095
"PITG_01207",68.4671172748051,73.470943345781
"PITG_01208",61.2095618370767,70.2398963884312
"PITG_01209",56.9397909100727,71.1795836803867
"PITG_01210",66.6156236568192,77.2724982045286
"PITG_01211",64.032398700723,74.3462641603229
"PITG_01212",72.0377660631852,83.0411302445101
"PITG_01214",60.1884045347351,79.3819327405296
"PITG_01215",68.6422278467255,79.1699615820087
"PITG_01216",65.7621516407301,77.9717441318818
"PITG_01217",66.4602773536531,74.3303609642763
"PITG_01218",65.1778575801274,73.7808997410399
"PITG_01219",59.0385745756395,70.2078376756335
"PITG_01222",62.8148521031077,79.363197406477
"PITG_01223",63.0950513847276,68.0734812288845
"PITG_01224",49.1094603797496,58.3988501333715
"PITG_01225",56.1407971888414,67.9564499276867
"PITG_01226",62.5922789946531,73.6126367769606
"PITG_01227",47.8209145186688,52.8136649066171
"PITG_01228",66.7037403034377,82.0817954259142
"PITG_01229",58.4603557601863,61.5985345391248
"PITG_01230",59.5787214482482,33.2929194969959
"PITG_01231",67.8826890365781,80.2082047990728
"PITG_01232",59.1307807300719,65.1154152846738
"PITG_01233",61.8969097940691,74.3407089274198
"PITG_01234",53.3073764725308,63.057263568147
"PITG_01235",48.8986614886962,59.7453401480806
"PITG_01236",50.4670690289705,64.6005520588646
"PITG_01237",63.4273578040792,80.5231310480923
"PITG_01238",92.3442536647115,110.795027954163
"PITG_01239",67.9902175952905,64.8506911261263
"PITG_01240",67.0333406445108,72.7473689349601
"PITG_01241",34.1148445581818,55.7423994379196
"PITG_01242",64.8737358667056,78.0990783285167
"PITG_01243",57.5684351880823,68.4804171469105
"PITG_01244",53.0888189009226,69.2750002521048
"PITG_01245",61.842792601576,69.5475436159033
"PITG_01246",60.4733232202144,75.9430175967062
"PITG_01247",65.382645590075,71.6235162511187
"PITG_01248",36.7943758731771,33.5054262217611
"PITG_01249",71.6463912827687,81.0702134061695
"PITG_01250",65.80832149627,82.3625293666153
"PITG_01251",45.6986083438688,64.0024786985533
"PITG_01252",61.2785698041023,73.3834909055046
"PITG_01253",61.5450849672966,70.9567865235394
"PITG_01254",65.5450645093306,59.5050609485444
"PITG_01255",61.4811314660247,69.4426481253056
"PITG_01256",59.9556233136626,70.2952103347847
"PITG_01257",69.1858955055045,75.7948011564326
"PITG_01258",78.3628054100286,91.884697275133
"PITG_01259",59.3838839869671,68.5933864705417
"PITG_01260",50.7380942452768,60.8383558159937
"PITG_01261",74.9032631130462,79.9627974199388
"PITG_01262",65.9317978224787,70.572905720032
"PITG_01263",66.8831322274631,70.8839051123816
"PITG_01264",58.692581710677,46.1227067663207
"PITG_01265",73.6586856031038,78.7151170014014
"PITG_01266",67.8991017058515,76.339803386796
"PITG_01267",58.2367394040185,67.9769521645646
"PITG_01268",57.3894329754212,64.0528986137153
"PITG_01269",63.7779887055106,47.4433198719905
"PITG_01270",52.8452228223811,67.3542948759834
"PITG_01271",61.2860470279038,70.9633722274663
"PITG_01272",57.1092430351557,63.1479593365761
"PITG_01273",55.5836859582217,56.5711665167456
"PITG_01274",63.0851820998789,66.3225221736352
"PITG_01275",57.9066234438359,68.4829902603008
"PITG_01276",61.5457604419955,72.8340571693251
"PITG_01277",65.3092756655984,69.7805849421365
"PITG_01278",57.0110425218353,72.0187414372722
"PITG_01279",57.8941610407407,69.6708343511141
"PITG_01280",56.5929399796548,70.6189097155038
"PITG_01281",72.123532343309,71.6908598892666
"PITG_01282",62.7624046167163,62.9903286164806
"PITG_01283",62.4341769120542,71.4915274763198
"PITG_01284",51.3072959691578,67.9684557708225
"PITG_01285",52.7629231443464,59.0899184067084
"PITG_01286",59.7350518867213,65.3756474881906
"PITG_01287",61.1833512864362,63.9036808020929
"PITG_01288",60.5695266973065,72.8841615472496
"PITG_01289",51.9542582164883,56.3434403336212
"PITG_01290",63.1090419343556,72.3425579559977
"PITG_01291",62.3188611333238,70.1551019168946
"PITG_01292",48.1750454714658,48.8603979888763
"PITG_01293",59.1223173850584,76.6524765934948
"PITG_01294",55.750626086977,68.9990940164176
"PITG_01295",57.0091445440005,69.7544202964796
"PITG_01296",51.2775061437591,62.8766487667274
"PITG_01297",59.0933182131371,76.8432189328488
"PITG_01298",69.9790852751545,72.7380437208439
"PITG_01299",63.8798079561593,67.8757757792532
"PITG_01300",59.5043489912397,65.9600161846617
"PITG_01301",69.7718120131527,78.0752141897239
"PITG_01302",49.5578780902316,58.7281753783389
"PITG_01303",73.595960108117,32.8136655282812
"PITG_01304",63.0580375447649,39.925405893908
"PITG_01305",63.4372094989999,68.5803715340417
"PITG_01306",60.0001021722517,64.3860905223544
"PITG_01307",56.8229770905678,72.1638589739787
"PITG_01308",58.3403933621532,65.0317424027378
"PITG_01309",53.5196925251364,62.1838207704962
"PITG_01310",42.9095991502019,51.288414991194
"PITG_01311",60.0027321352488,71.7049016007283
"PITG_01312",63.7753228142818,73.749666230683
"PITG_01313",56.2390404106973,71.4604845594566
"PITG_01314",56.9010729940769,74.2226013054055
"PITG_01315",62.2092883960629,72.2771413513185
"PITG_01316",57.0059158417954,70.1069217610541
"PITG_01317",62.2665929606709,73.5830574887021
"PITG_01318",40.2462489969184,52.8227958985054
"PITG_01322",62.6142710128848,77.6546098629849
"PITG_01323",212.510241015949,301.031158859379
"PITG_01324",58.4175415012833,69.3327040362444
"PITG_01325",61.36204941698,66.4572773278915
"PITG_01326",56.7062697912101,68.6413648646767
"PITG_01328",81.9522426642388,74.9197457415009
"PITG_01329",53.7900639432479,65.7648872931868
"PITG_01330",51.0837131515687,58.7164512479992
"PITG_01332",66.7150542332443,75.8382471609931
"PITG_01333",47.5991543828755,60.9158316763533
"PITG_01334",68.0765765135394,70.8500811663998
"PITG_01335",60.3695776582292,67.3834888725047
"PITG_01336",53.1679979272793,62.8327228235859
"PITG_01337",62.036995274436,68.6642221713703
"PITG_01338",53.8210673121913,66.1461522861089
"PITG_01339",74.6100113564126,85.8826262815308
"PITG_01340",64.2032911424882,74.6266645562358
"PITG_01341",67.3095736703874,75.6863465576443
"PITG_01342",54.3741542361301,64.2530785613576
"PITG_01343",66.6779491224541,69.2422633088315
"PITG_01344",49.357194613689,63.3293727432532
"PITG_01345",49.3411961422338,81.3908550122867
"PITG_01346",96.4480322977449,61.3179765556329
"PITG_01348",73.9260967859203,76.7478136369084
"PITG_01349",54.9515849408275,64.2610821984647
"PITG_01350",55.2407109011327,64.8588321015549
"PITG_01351",52.1232358665054,65.2260442609932
"PITG_01352",65.7700784568911,94.9562431529099
"PITG_01353",41.7300571930315,51.685384060276
"PITG_01354",65.9494323630032,76.2158878629195
"PITG_01356",60.9469035309632,71.7242181485696
"PITG_01357",52.2548282729378,62.4959251778247
"PITG_01358",50.8247898487663,65.0376219792224
"PITG_01359",71.1344957061363,82.2348480308886
"PITG_01360",61.7056430332821,66.6029790649854
"PITG_01361",57.0886257553057,71.299733352244
"PITG_01362",68.5558870147939,78.3650129483998
"PITG_01363",53.6707824103371,65.6155404187698
"PITG_01365",61.8072679572535,67.851929277251
"PITG_01366",58.2274609922069,69.5521000701519
"PITG_01367",52.5024792080499,53.7430949502179
"PITG_01368",57.5400167305163,67.948269237089
"PITG_01369",53.2857993386896,52.5287042107707
"PITG_01370",63.8828220955675,73.6154298029304
"PITG_01372",69.4848998792363,76.3639172520383
"PITG_01373",71.2392301372988,73.8407261909129
"PITG_01374",65.4323595969868,77.7110557909613
"PITG_01375",63.1036643009406,70.668225735996
"PITG_01376",53.9452774371225,61.6097926620827
"PITG_01377",34.5036827488413,43.0812597011018
"PITG_01378",29.698800599917,32.247300506543
"PITG_01379",25.3731755250916,37.6913437930236
"PITG_01380",39.5175070763922,38.9301228188381
"PITG_01381",14.9979100422918,18.0900171255474
"PITG_01382",30.0564957938739,31.4694632152479
"PITG_01383",19.8089429719887,25.5869106886959
"PITG_01384",31.0094248965081,39.572643837514
"PITG_01385",32.0920221109427,35.4424498885148
"PITG_01386",51.497887071121,55.0327929337073
"PITG_01387",57.5562778173117,72.7428997922362
"PITG_01388",51.2357407798799,30.3891985472132
"PITG_01389",70.9058204004207,80.3790580984646
"PITG_01390",57.9875759572123,70.2306414995758
"PITG_01391",48.398689797497,67.5803096964872
"PITG_01392",110.602271949621,76.1745199100223
"PITG_01395",67.4755403760973,71.3950230159507
"PITG_01396",54.6796019217651,58.7909183084886
"PITG_01397",60.2729979931639,69.5595665257148
"PITG_01398",70.2703473899742,82.079199795651
"PITG_01399",69.8239873811109,70.9906162298593
"PITG_01400",58.2963912891024,68.1537072892192
"PITG_01401",61.4117032730818,76.2663813126153
"PITG_01402",55.4216505461696,70.0748336151484
"PITG_01403",46.7730305872329,61.622521589569
"PITG_01404",63.558250735894,67.8656957709126
"PITG_01405",66.3176108164916,75.3458539737974
"PITG_01406",57.4287691427602,73.238731460613
"PITG_01407",67.1531053241721,79.8344903801715
"PITG_01408",61.4956255056676,78.0947045302319
"PITG_01409",63.1051292046977,72.5743455577121
"PITG_01410",57.8169320571473,65.1525431428632
"PITG_01411",56.5224187504202,62.8745990071942
"PITG_01412",69.40841185092,74.2382447869413
"PITG_01413",61.6008067237349,67.9604643625653
"PITG_01414",53.4364757312372,58.8805864022256
"PITG_01415",64.5067498732931,79.43100264371
"PITG_01416",60.3579001278477,77.5504154537136
"PITG_01417",57.7362332363629,65.1022029153539
"PITG_01418",60.7869966808652,68.2505309546037
"PITG_01419",59.0013202428156,64.5360066457335
"PITG_01421",71.7803289643999,53.3953966061963
"PITG_01423",54.3579767269354,64.1776818291971
"PITG_01424",56.5734121515542,67.6520513279104
"PITG_01425",64.6321321490506,72.6107144654641
"PITG_01426",57.9523064038517,60.5315020196938
"PITG_01427",62.4752368623272,72.559086636837
"PITG_01428",54.2894937741785,66.104034455508
"PITG_01429",66.7601453989491,71.2156015772398
"PITG_01430",62.3386543728245,71.2347445070745
"PITG_01431",52.2489959667949,66.7684504920626
"PITG_01434",74.1600519116707,72.9109695300729
"PITG_01435",60.8194772777538,74.43372343342
"PITG_01436",49.5815838395257,58.0657524004345
"PITG_01437",59.9146540579495,61.3723921436742
"PITG_01438",54.3206591398442,70.4022134527856
"PITG_01439",62.4937652192255,63.5395441460349
"PITG_01440",59.6112536596451,64.8348249351609
"PITG_01441",71.8949338562274,78.7048822433581
"PITG_01442",63.6541783478852,79.066164439012
"PITG_01443",62.7237534343152,66.6960741943798
"PITG_01444",69.3394223436795,75.7867762943876
"PITG_01445",61.1010490043211,68.0137498036135
"PITG_01446",59.2197412304916,74.3011251865382
"PITG_01447",55.5138845629601,71.6360669956735
"PITG_01448",71.8403682241048,73.6802227884435
"PITG_01449",77.1453191451883,81.9063950355671
"PITG_01450",59.5758378977168,71.2923013555239
"PITG_01451",62.7248541021047,69.3943383944382
"PITG_01452",57.1562348407185,70.1779096398267
"PITG_01453",59.5691475922598,71.0650016672901
"PITG_01454",67.7665277643325,65.1156058749702
"PITG_01455",51.6840372002979,59.694343282259
"PITG_01456",59.5000875845273,66.0302509750683
"PITG_01457",62.0829918869199,64.540496567607
"PITG_01458",52.0372873274523,64.5776012845495
"PITG_01459",106.293153326739,146.430156444218
"PITG_01460",145.240732424583,161.668159567141
"PITG_01461",67.7280996472794,78.356320023397
"PITG_01462",99.2691811495205,133.196017894251
"PITG_01463",55.0016885210406,76.9088349161858
"PITG_01464",96.5440893482635,111.704709753154
"PITG_01465",61.996815833998,64.0798446977894
"PITG_01466",33.5538077874644,51.1461959964456
"PITG_01467",59.9406457887022,67.3845987046466
"PITG_01468",44.0012462374941,58.6558568494879
"PITG_01469",57.4803359122423,69.4543693715267
"PITG_01470",60.1413917199305,65.537399476444
"PITG_01471",58.5121002399939,67.7929071673159
"PITG_01476",64.7501548504056,77.0592904842439
"PITG_01477",61.3264341794006,71.8453696026451
"PITG_01478",53.077584071202,59.1980079170593
"PITG_01479",55.2251941064882,68.0100754103429
"PITG_01480",56.3107115450392,64.4678546080162
"PITG_01482",40.0568167741472,45.8895186803995
"PITG_01483",6.16572871741137,6.65557817017198
"PITG_01484",34.0224157341084,40.0001291018391
"PITG_01485",60.8718210182749,81.8621564063647
"PITG_01486",54.2091928425432,68.74442914012
"PITG_01487",73.4767247767285,78.2350153073216
"PITG_01488",58.5871643687705,66.0884732370445
"PITG_01489",64.3674900468586,71.1821288068489
"PITG_01490",50.1089169371314,62.4069154413816
"PITG_01491",57.2007459913456,69.517060263353
"PITG_01492",45.0150842549257,61.5896524099982
"PITG_01493",65.5494978382568,70.5112793671101
"PITG_01494",137.115403985199,194.215724407245
"PITG_01495",26.808815279505,21.9003063438237
"PITG_01496",53.0247641004701,64.1539250560016
"PITG_01497",17.9163267387761,16.8893498494836
"PITG_01498",53.2513587871852,62.687848810218
"PITG_01499",47.332283952143,51.6743105270913
"PITG_01501",69.1594506862541,67.7195436665021
"PITG_01502",63.6855120355505,73.1147412117741
"PITG_01504",57.5933491493084,58.580776369656
"PITG_01507",67.3451160332106,71.091458338222
"PITG_01508",57.7704508444139,65.3541753076084
"PITG_01509",68.9459341971335,74.5503606169983
"PITG_01510",60.394487115075,55.5363559268451
"PITG_01511",58.732044198895,63.2335250130959
"PITG_01512",64.5109962820925,69.0087476100809
"PITG_01513",57.6860209289325,61.7395173015452
"PITG_01514",62.8097563585978,67.813213095325
"PITG_01515",63.5205100765488,69.1743412481251
"PITG_01516",45.6071003094427,54.6007321299498
"PITG_01517",70.3686344925115,72.0282627647542
"PITG_01519",51.0349443149355,61.9995468847209
"PITG_01520",55.8560383800972,58.587331543515
"PITG_01523",57.2983473234779,61.9700822364182
"PITG_01524",59.6679114861917,68.3429993901967
"PITG_01525",53.5283155272237,69.7502203630873
"PITG_01526",61.4807424132622,73.6509164218682
"PITG_01527",61.9979659626801,67.6942222688119
"PITG_01528",61.4208017910254,67.559550885479
"PITG_01529",75.2609404733524,110.257442155451
"PITG_01534",101.059380861687,96.6308353155207
"PITG_01535",66.5527930242569,71.2127810675201
"PITG_01536",59.2506223057503,73.3923185976812
"PITG_01537",53.9567288010485,64.740079306523
"PITG_01538",74.4082227886252,63.2378959173365
"PITG_01539",56.3704608322623,68.4575471107982
"PITG_01540",69.5708993366426,54.7311916867964
"PITG_01543",59.1655772723291,63.0073032223938
"PITG_01544",54.327429789646,59.9389772483391
"PITG_01546",56.6602502250708,66.58019593443
"PITG_01547",61.5044303965913,70.2367106018775
"PITG_01549",57.4514090065505,67.85558484208
"PITG_01550",63.9125536034991,72.427816676328
"PITG_01551",35.5460089322412,55.5017649532657
"PITG_01552",73.0260167339334,79.0303851938326
"PITG_01553",65.176790246784,74.76184110672
"PITG_01554",113.682533349936,103.245267687451
"PITG_01555",59.6938367201484,67.3798977845199
"PITG_01556",68.5308920722967,68.7032607430446
"PITG_01557",58.7448470982903,61.3619426702168
"PITG_01558",48.1942341521995,82.5150161147502
"PITG_01559",57.2446824744774,60.5457665516554
"PITG_01560",66.553100414946,66.3993480441661
"PITG_01562",63.0477351434655,58.9331433774397
"PITG_01563",67.4601946732792,78.0351990033331
"PITG_01564",56.3706090444394,65.3233099248664
"PITG_01566",26.1932062106329,23.7727405857374
"PITG_01567",74.8538294666608,74.5465406769902
"PITG_01568",61.6186007408264,67.750275545392
"PITG_01569",61.5237251253343,66.3188957682202
"PITG_01571",96.2465636500306,81.0954773589961
"PITG_01572",70.7793007823783,68.553795584426
"PITG_01576",53.4915707864499,69.5200897885906
"PITG_01577",63.8947853269779,67.8664415869212
"PITG_01578",60.1750722607003,61.2241544392421
"PITG_01579",55.3740757048546,62.4684061636702
"PITG_01580",58.4144310262966,67.8196915776987
"PITG_01581",62.403614385373,69.5657285683674
"PITG_01582",65.5123208395161,93.9590202090553
"PITG_01583",62.7517437349074,70.6714022813449
"PITG_01584",54.5796170008447,61.3436810677368
"PITG_01588",61.3173755924912,65.4059327574208
"PITG_01589",65.5091225295536,73.2481908990524
"PITG_01590",60.9142834445662,68.0655148399429
"PITG_01591",50.4976730933669,57.9356574369348
"PITG_01592",37.4366497981875,35.5557505140922
"PITG_01593",51.3684575071335,31.4306738297137
"PITG_01594",56.9500112685722,57.9242552782678
"PITG_01595",64.8378344594247,56.431415190294
"PITG_01598",70.8775331041589,81.126780676833
"PITG_01599",69.0076729185244,77.5643253919763
"PITG_01602",54.1868293088033,69.6666952108949
"PITG_01603",63.3841704199293,70.8838306470173
"PITG_01604",65.4140344380139,77.1031807551522
"PITG_01605",68.7909996447582,73.6402519416663
"PITG_01606",60.0179197959635,69.4668007037333
"PITG_01607",63.089965272039,75.0100346411231
"PITG_01608",59.1899405461616,63.3823123364646
"PITG_01610",26.995222012233,28.7691658929004
"PITG_01614",57.2935924581141,67.7869713094652
"PITG_01615",64.1527530838651,70.3155182185213
"PITG_01616",73.0034106317844,74.8667229430281
"PITG_01617",56.2821766923089,60.4490630760081
"PITG_01618",22.8574749553698,26.9836555714658
"PITG_01619",61.9305363176274,68.6774179582284
"PITG_01620",64.9602025657153,80.629383693144
"PITG_01621",68.0350926112366,67.2984559386251
"PITG_01622",61.2523480435483,70.922961313394
"PITG_01623",67.9380399467672,83.5922910667527
"PITG_01624",60.9190699485242,69.6235542611226
"PITG_01625",66.9104092210831,67.8251340288287
"PITG_01626",64.3384819991088,78.2330942645778
"PITG_01627",58.9349228789373,67.9857289492182
"PITG_01628",27.2542386833544,48.3926731736243
"PITG_01630",72.5990665053844,64.6032495561151
"PITG_01631",35.4308910947116,68.1258904581074
"PITG_01632",27.7428439842495,66.1618017701394
"PITG_01633",20.6885491948869,60.3931510466496
"PITG_01634",82.7022075297478,91.0556159420705
"PITG_01635",35.2853326710232,55.7834744164425
"PITG_01636",11.3157066211969,36.7699762383234
"PITG_01637",66.2222074409459,82.2149989753741
"PITG_01638",61.2300305408455,70.5202181780745
"PITG_01639",61.8110706299134,63.1992325228203
"PITG_01640",58.4828344890545,69.4588921200378
"PITG_01641",62.6223447959806,73.1847345768555
"PITG_01642",64.6602929600912,70.5335451820224
"PITG_01643",78.0841872574794,84.7060286877559
"PITG_01644",65.6672965182185,75.8881698598267
"PITG_01645",61.8684141106085,66.6536139847859
"PITG_01646",71.0808829693392,79.6713792006049
"PITG_01647",54.6680035661658,60.7063614304046
"PITG_01648",64.3525680179055,75.8122607779485
"PITG_01649",71.6843000790915,87.4197223257877
"PITG_01650",62.6779309966643,70.3067838162266
"PITG_01651",55.937899089365,64.2308778807189
"PITG_01652",65.5618891064763,77.1672037908942
"PITG_01653",65.5468041588504,73.9533193129379
"PITG_01654",72.5532716624523,80.1278443838199
"PITG_01655",66.4303786849805,73.2149294292318
"PITG_01658",17.5735313743532,32.6833602430615
"PITG_01659",21.1387987693318,29.0012069585662
"PITG_01661",53.880102343513,71.6874174121462
"PITG_01662",53.7900053331784,70.5288805841542
"PITG_01663",65.0027872643456,72.6301756192867
"PITG_01664",60.7120857016604,66.211087065764
"PITG_01665",78.6729865420879,83.208876483029
"PITG_01666",67.3985272098208,76.5822349038042
"PITG_01667",63.0479351381941,67.8559258223918
"PITG_01669",88.9716347173672,75.4241761141544
"PITG_01671",48.5211479256743,27.2979478474774
"PITG_01672",41.2111788434332,31.109125239411
"PITG_01673",56.5918246914457,52.3484392154434
"PITG_01674",62.9195842211344,66.1316562117053
"PITG_01676",63.7145120053451,77.8104710947753
"PITG_01677",67.9431484293048,74.7965613213258
"PITG_01678",56.2873443609916,65.827513756907
"PITG_01679",50.8155981896895,63.6300736139713
"PITG_01680",69.1857649877734,67.0058925518632
"PITG_01681",67.8516663862751,76.3226699148921
"PITG_01682",59.0879279465897,67.0243097390264
"PITG_01683",62.4137618217612,66.1343787929563
"PITG_01684",21.7241783161649,29.6558709769982
"PITG_01685",45.6917277307762,45.0848416702898
"PITG_01686",87.7352215875933,94.1991504626728
"PITG_01687",82.1346488944806,90.9902030563335
"PITG_01688",45.2235547840046,40.4798806178134
"PITG_01689",62.5019441739098,70.9789936990385
"PITG_01690",62.7772453041916,70.8340330617587
"PITG_01691",50.8624987798034,57.3481984426002
"PITG_01692",75.6211978687696,76.4701344139809
"PITG_01693",67.408078007689,70.845010301912
"PITG_01694",52.5184818177093,54.2009041235437
"PITG_01695",66.3066085229995,77.3519369360276
"PITG_01696",44.9101019730054,59.841389931214
"PITG_01697",58.9013658209554,65.5958793819089
"PITG_01698",56.2312713997485,65.152811609799
"PITG_01700",62.9375568542558,70.8755938891231
"PITG_01701",64.3815876875747,76.5647587822479
"PITG_01702",55.6658979391973,67.4729770894723
"PITG_01703",56.7808969955013,66.1348824572694
"PITG_01704",61.9361441449911,69.5745431345027
"PITG_01705",52.4993145932376,55.3983283842669
"PITG_01706",64.1919496732744,74.4997708498067
"PITG_01707",64.2161037186026,79.058016096467
"PITG_01708",69.1022889981612,79.0377323720354
"PITG_01709",70.5234551890653,77.7072626321501
"PITG_01710",69.5083793572531,66.0766284359555
"PITG_01711",62.8972077955405,73.4860172240184
"PITG_01712",64.3088473601732,68.1038461638414
"PITG_01713",59.789576631881,69.7931619221755
"PITG_01714",70.4007766637828,68.0784437201132
"PITG_01715",59.6748421083369,64.0104371379383
"PITG_01716",54.6741178613998,55.2050182886284
"PITG_01717",65.1983923894007,72.8142626861407
"PITG_01718",64.7961792166152,71.0570293391875
"PITG_01719",64.2245598245366,76.0050909514136
"PITG_01720",58.2523545771062,62.1406027431505
"PITG_01721",67.0473639869229,73.8866899661797
"PITG_01722",59.7489799638014,69.5208251464789
"PITG_01724",19.9471142424626,21.8191147930457
"PITG_01725",32.4135828445044,48.0647129865638
"PITG_01726",29.0635532055604,10.7438736367858
"PITG_01727",67.627286626291,69.3815731547463
"PITG_01728",38.323105829213,38.3053847491127
"PITG_01729",31.1926708336436,36.5222678232744
"PITG_01730",68.1487143435721,70.6542195877124
"PITG_01731",55.7357698917285,72.4997423303992
"PITG_01732",50.420108796301,78.0928970584255
"PITG_01736",26.2469545198061,10.2379613121302
"PITG_01737",70.3284172977091,70.4811797648672
"PITG_01738",61.0508888898351,66.4180179025098
"PITG_01739",53.5470252419851,51.8050875790055
"PITG_01740",54.6294703938125,62.8805954223011
"PITG_01741",53.4663588251442,68.5126007797911
"PITG_01742",62.8622144974923,74.2287665572723
"PITG_01743",65.592754739512,65.9851577980628
"PITG_01744",60.2234021452572,63.2998311585337
"PITG_01745",66.8445464158042,74.1150355999558
"PITG_01746",39.3600836553156,40.1550229636184
"PITG_01747",41.8670252623876,44.8083325271636
"PITG_01748",49.216220523148,54.3966944827773
"PITG_01749",63.3500963702863,66.7962126666992
"PITG_01750",61.888934155476,65.6824543123867
"PITG_01751",65.0721400514906,72.9568610205641
"PITG_01752",62.4425514443268,68.7417039541611
"PITG_01753",62.9933476667286,71.6667594823695
"PITG_01754",65.9018539603196,70.5182109045566
"PITG_01755",61.3607347352126,63.7100278490494
"PITG_01756",68.0029792290512,74.2568143935251
"PITG_01757",68.7722463442925,80.7140048292523
"PITG_01759",59.373384881758,66.3745038411227
"PITG_01760",68.4015445966712,76.9295283552897
"PITG_01761",76.3784397079279,72.5708426440653
"PITG_01762",70.0480756177472,74.1289573353011
"PITG_01765",10.6075930831002,28.9931650550359
"PITG_01768",72.0381301477206,85.17738471491
"PITG_01769",68.9097754561681,75.7334582495974
"PITG_01770",48.2164411532417,58.1796677998995
"PITG_01771",57.974960388838,64.6939889276445
"PITG_01772",58.3854340978974,57.4232886056807
"PITG_01773",71.3479908781195,71.250992220684
"PITG_01774",59.9503221519097,68.383618559139
"PITG_01775",51.6187990708605,61.3338146398882
"PITG_01776",53.6028074755391,62.7284724790778
"PITG_01777",64.0080808350244,68.4540323968398
"PITG_01778",58.382211670825,65.8497926826716
"PITG_01781",58.5080035728022,63.9225771963425
"PITG_01782",61.2034562069925,68.5976868999193
"PITG_01783",49.9867315226056,59.7979197132305
"PITG_01784",70.8973578102209,75.8473123694581
"PITG_01785",63.4328476518378,89.8606576579655
"PITG_01786",61.1365833841278,66.2842109413812
"PITG_01787",67.2924468407126,77.376780928291
"PITG_01788",47.9506831932068,59.851672935377
"PITG_01789",54.401650649075,65.1755148119356
"PITG_01790",57.910304548788,70.1890361517149
"PITG_01791",65.6497134341424,61.7722194231657
"PITG_01792",56.8673173888885,65.5351599556925
"PITG_01793",58.2898966132773,61.2485277881732
"PITG_01794",72.6887184812169,76.3930007846996
"PITG_01795",72.1623797561571,73.5167772276779
"PITG_01796",66.4129366990112,76.7893299320793
"PITG_01797",55.0498941572858,56.5856959628567
"PITG_01798",64.0497704801373,70.7350937593617
"PITG_01799",51.5894133071551,62.287359472632
"PITG_01800",67.2427281821719,68.5755804179755
"PITG_01801",68.3224719582162,77.1546436250789
"PITG_01802",64.7339801155235,71.8018133230321
"PITG_01804",60.1562120845803,65.3482451008813
"PITG_01807",79.3937012015606,72.7529616937522
"PITG_01808",57.1760759077451,56.0088149369142
"PITG_01809",67.7315534029428,71.991451256586
"PITG_01810",61.3156983019465,72.2980102774275
"PITG_01811",70.3688977401795,79.2224214380479
"PITG_01812",68.4328951390233,62.1076751997119
"PITG_01813",56.8439009853102,64.2288561280278
"PITG_01814",65.0734028940861,75.3037899924713
"PITG_01815",65.5863864578565,74.9557376050039
"PITG_01816",69.5202273414393,76.9802804621502
"PITG_01817",66.8493709946724,85.7336669639178
"PITG_01818",76.0505441369984,79.4414263634948
"PITG_01819",61.9016204577593,58.3692917156411
"PITG_01821",66.1222831391369,70.9732251842253
"PITG_01822",63.2690394391451,82.4633567873341
"PITG_01823",69.2564413346555,73.0747289291596
"PITG_01824",72.7790957144375,73.5463378534966
"PITG_01825",57.1118253293555,59.6651372606687
"PITG_01826",78.1886384914494,114.394142271293
"PITG_01827",48.6678265198725,44.8830073793564
"PITG_01828",22.1720362716953,24.624890901649
"PITG_01830",69.2513849587551,68.8042136885944
