"BL2009P4_1x.cov","BL2009P4_cov.sum","BL2009P4_cov.sd","IN2009T1_1x.cov","IN2009T1_cov.sum","IN2009T1_cov.sd","Pi1845A_1x.cov","Pi1845A_cov.sum","Pi1845A_cov.sd","Pi1845B_1x.cov","Pi1845B_cov.sum","Pi1845B_cov.sd","Pi1876_1x.cov","Pi1876_cov.sum","Pi1876_cov.sd","Pi1882_1x.cov","Pi1882_cov.sum","Pi1882_cov.sd","Pi1889_1x.cov","Pi1889_cov.sum","Pi1889_cov.sd","RS2009P1_1x.cov","RS2009P1_cov.sum","RS2009P1_cov.sd"
"PITG_11084",2352,60185,5.72202488253799,2352,58809,4.48348572206959,2335,13103,3.16873701517849,1363,2341,1.11921247347941,1584,4194,1.79362893296612,1197,1666,0.85829618315136,2352,44599,9.21406725616107,2352,80151,7.79612511260645
"PITG_11085",4464,95288,4.57853921261648,4464,113277,5.56027405285742,4451,29639,3.53583662084761,2247,3690,1.02071293364924,2936,6458,1.42614985640656,2216,2960,0.774520875750666,4464,85850,11.7722857410069,4464,130040,4.99795159847163
"PITG_11086",592,13148,3.30871459366218,591,15834,4.06503668547022,530,2569,2.54461212677863,247,287,0.620930985530058,542,909,0.885352767043139,199,208,0.5086708716846,592,8718,4.85520791069124,591,15873,6.5198106929635
"PITG_11087",2011,55218,6.62496407211818,2011,51352,5.4071174697555,1935,9811,3.0993816449923,660,757,0.575642736077529,1448,3467,1.64056626787258,1023,1458,0.895797783542473,2011,36402,5.45690059361152,2011,61076,5.84898103332774
"PITG_11088",797,19595,5.62649897501212,793,21156,4.93521709616037,797,6394,4.23813648301466,430,826,1.22779001986556,549,1379,1.42086093526716,293,345,0.613559841127303,797,14896,6.94400175830997,797,22570,5.94436638864487
"PITG_11089",1714,35714,5.03010545739707,1714,35993,5.24991309613501,1714,12891,3.44871050243202,1299,2686,1.22027628643258,749,1454,1.2777132442262,641,699,0.556202220617475,1714,31236,6.44062058327684,1714,43931,4.3406619371156
"PITG_11090",1029,24951,4.01381461490389,1026,22790,9.56625204273214,972,4877,3.06387895888082,659,1008,0.986569060068017,618,1239,1.43779678281055,551,1086,1.52662574107249,1029,19785,6.8872794245338,1026,26688,12.0959107620417
"PITG_11092",457,9740,6.76845330574284,457,7820,6.74558148656755,452,5998,7.71019639753863,290,595,2.01655876953519,335,1202,2.54972619886942,312,1093,2.13003191775867,457,13114,10.4183039520971,457,18386,12.5120480154568
"PITG_11093",1429,21325,9.817732414058,1360,9334,3.85852373836105,1368,9815,4.77846182650831,542,1062,1.21624069182619,744,1219,1.17399841605701,728,1117,1.0319847526462,1483,21618,14.8938374244205,1306,20389,8.87623234677754
"PITG_11096",1086,25265,5.02245224178731,1079,27456,8.76291825881207,852,2244,2.12841788439986,263,298,0.513619451515211,757,1851,2.17147803399015,355,563,0.871003275467644,1086,13037,5.76474083092108,1086,42560,5.57586342994975
"PITG_11097",1536,37581,4.42441454494872,1536,39553,5.13793449854837,1488,8818,3.53971164984675,894,1313,0.930351181972141,1166,2349,1.27176341207904,628,692,0.575413508491602,1536,27975,6.65302873721866,1536,47085,5.50448035698259
"PITG_11098",2149,53346,5.52563684507613,2149,56562,5.56942544537556,2112,11099,3.63561976597555,841,1507,1.24924681362872,1318,2487,1.26307657880429,1497,2161,0.86358488892337,2149,37742,5.68275315611857,2149,72912,5.65689392409182
"PITG_11099",1333,27337,5.77383864353246,1333,26062,5.28125829121251,1283,8942,4.11668042363912,728,1452,1.3706425889772,767,1840,1.72208866505635,425,632,0.858781300609483,1333,22724,12.5079561018203,1332,29339,5.88062383173578
"PITG_11100",1818,42346,4.85283259214416,1818,43986,4.99614982785028,1707,9950,3.12984280280067,710,1081,0.843971523305376,1399,3103,1.38367226602225,1187,2038,1.12297695254932,1818,31837,6.0140284439915,1818,58380,7.22044995719934
"PITG_11101",2790,67281,4.38886379379434,2790,70089,6.04286735338733,2755,13673,2.40379604226383,1276,1704,0.771785871279122,1924,4279,1.42737827490106,1411,2160,1.04912364792835,2790,55443,17.6872284219088,2790,93005,5.46587764842797
"PITG_11102",2475,47902,4.03752811874453,2475,51468,4.54178221610609,2464,16388,3.45535476855831,1328,2315,1.13652816394669,1588,4554,2.34155459694558,1559,2277,0.922230609275971,2475,48491,6.87542617599975,2475,69308,5.92625026943921
"PITG_11103",2777,67324,5.25541286206364,2778,80744,5.49449183422332,2438,10784,3.20083222310689,683,1125,0.825287118900046,1828,4764,2.01847810977459,1602,2207,0.899652761652134,2770,45595,8.18096147095853,2778,98822,6.52690798836858
"PITG_11104",7231,163024,5.2740001065555,7231,188553,6.84005796721158,7176,42181,2.70014072786788,3695,5960,1.02226899454085,4707,11623,1.7332628050301,3965,5621,0.886156754368583,7231,147481,12.7185569419017,7231,221559,6.08387317274179
"PITG_11106",3933,87520,5.48230258997069,3933,107502,5.8963581704698,3666,16190,2.80706607538632,1888,3076,1.09449978036043,2490,5183,1.41751151803034,2014,2941,0.87722874609045,3933,67686,9.82222376163486,3933,126462,6.64616983683635
"PITG_11107",939,22097,5.81371799888859,939,25325,4.27258392794642,939,7332,3.96996925324542,615,1125,1.11452732650931,574,1523,1.88269758161366,289,389,0.67537305121537,939,16359,4.92210071871694,939,32451,5.77413075529794
"PITG_11108",929,21965,4.16588485421006,929,23273,4.79622695570726,882,4775,3.72141524978622,737,1611,1.58635354679927,782,1670,1.18719587307768,474,669,0.953234955217526,929,15556,8.7656595226828,929,28275,7.1631569914362
"PITG_11109",3969,90234,4.94810856695651,3969,108868,5.72563578042236,3808,23095,3.41082946507943,2593,4617,1.22969435473073,2170,4148,1.21513133019408,1521,2350,0.913688408737688,3969,76007,7.33519366665985,3969,121092,5.9930213046313
"PITG_11110",1847,46514,4.29219728727672,1847,41276,5.82755283425695,1847,13845,4.31918040415095,1082,1911,1.18536177163859,1258,2194,1.10396908711774,808,1184,0.911884100793487,1847,32753,6.62415426319386,1847,55958,8.36781126457794
"PITG_11111",3405,71137,4.36429495748784,3405,72335,4.80328911626887,3379,26611,4.2428070697701,2352,4639,1.37767880839831,1803,3616,1.30958735533725,1186,1664,0.751577792845123,3405,66854,7.79730075030684,3405,92359,6.36620415411031
"PITG_11112",987,20279,3.43597665597353,987,23507,5.1536048056055,987,5653,2.8391078500649,321,391,0.644925086304389,560,1336,2.37071268448176,392,575,0.837762561200855,987,16788,7.16417996543998,987,27707,6.28997500808087
"PITG_11113",574,15192,6.78167007495048,574,16860,5.88994707008792,574,3344,3.76504043657264,145,189,0.612220364179234,380,998,1.8973672370776,366,477,0.808558079193951,574,9713,5.81588846893865,574,17129,3.61270136022969
"PITG_11114",1834,38250,6.15706398292112,1834,36999,6.95945369493535,1820,14856,3.35802690323854,1373,2736,1.14387224300346,744,1705,1.48237994280115,891,1073,0.677448537693712,1832,29673,5.95051336757716,1834,46028,5.7244760288493
"PITG_11115",883,19186,5.06295601646167,883,19966,3.96666411913333,883,6745,3.18153604913722,686,1535,1.56802246892788,611,1442,1.98266706432672,390,491,0.742288461309567,883,19415,5.51629856419908,883,25461,6.89505553968157
"PITG_11116",3486,65539,3.86777284060356,3486,65678,4.31431239623923,3465,29126,3.63587824903259,2456,4808,1.24463339686064,1720,3074,1.15353700247731,1642,2287,0.811433237244106,3486,60012,6.17586918528869,3486,80422,6.64994625494479
"PITG_11117",1666,37570,5.37361830919508,1666,43648,4.96557755370253,1511,7237,3.43116994462437,835,1268,0.877793975235213,923,1929,1.38231689408541,965,1348,0.868294147765589,1666,27233,8.99927133069801,1666,57225,6.49991371404688
"PITG_11118",1799,37031,5.75863194333091,1799,41046,5.79862757264885,1712,9133,2.62797203106916,1000,2083,1.3031079054563,771,1675,1.34888678805788,646,799,0.645914529116967,1784,36368,9.05060295050847,1791,53788,6.93412462300329
"PITG_11119",3006,77028,6.68349641383673,3006,81019,5.39563505326242,2852,17008,3.65475287309933,1617,2704,1.02346176903152,2093,4617,1.47475932332143,1382,1742,0.697153153600685,3006,54782,10.0300858056565,3006,87121,5.19823551067966
"PITG_11120",957,19774,5.1565434809175,957,18771,4.3972130060815,957,6937,3.56804900618786,636,910,0.914030424081738,513,1635,2.79413264548989,305,408,0.696717067320515,957,24167,28.8445698499775,957,26408,6.35069031804643
"PITG_11121",3240,70426,4.87804029115853,3240,83325,5.64386617903113,3125,19140,3.55967181373437,1970,2732,0.840902244334803,2073,5023,1.52935662086227,1627,2374,0.871937740972704,3239,60601,6.36123515532154,3240,97372,5.78979495098912
"PITG_11122",1686,42566,5.95658661232289,1686,39557,4.4009083619455,1686,10130,3.42757916911402,840,1523,1.22951859044542,1272,3111,2.43790493377372,635,802,0.66916084816104,1686,32635,7.41850939347184,1686,42772,7.12318617384594
"PITG_11123",594,12265,4.9672558449251,594,17155,4.62935014288024,567,3411,3.69713231677953,338,539,1.09105469604394,274,316,0.625339376179123,214,509,1.44653840473928,594,9529,4.32763343516444,594,18781,4.70123424677897
"PITG_11124",1875,49158,5.6918006896513,1875,48289,4.261318375086,1679,10460,3.39290699230223,1034,1744,1.02837218061907,833,1399,0.973271246490833,1055,1327,0.706668143343671,1875,32795,5.91709833028845,1875,53964,7.09114727604085
"PITG_11125",1594,38899,3.58957553049857,1595,35435,6.31991019342176,1577,11614,4.05209213653984,1305,2796,1.43811561020007,946,2231,1.42490781848997,877,1147,0.735447171118067,1595,29091,7.799558828717,1595,52927,4.7656855158337
"PITG_11126",2584,62692,5.75110121599228,2584,67461,4.34628218599779,2528,13367,2.83182473574093,1207,1817,0.872723847384343,1621,3942,1.71490180712657,1540,2513,1.05685256292569,2584,47116,6.44764547316937,2584,84492,6.8203695925978
"PITG_11127",2147,48909,5.23992108221901,2143,55519,5.71749650603295,2000,12867,3.93297143479334,1032,1573,0.929615564628585,1271,3028,3.10123464363925,885,1051,0.642729140702251,2146,38604,8.69824404054285,2146,69432,9.71962857200953
"PITG_11128",1589,42117,3.0616261186908,1589,43542,3.95917713419909,1588,9810,3.26612068701747,734,1207,1.02246988901727,700,1269,1.09658186409954,1058,1785,1.0574861440834,1589,34423,6.28865231805328,1589,50569,5.74072533060884
"PITG_11129",973,22170,4.25040628485528,973,24840,6.52381007949981,876,3482,3.20159993352306,450,740,0.999590719792494,601,1550,1.76640822616885,640,906,0.787235116932328,973,18943,31.5206884497462,966,29048,5.20379693450251
"PITG_11130",4116,93444,4.67931545350818,4116,124859,7.15852418819084,3896,19399,3.00134181346205,1237,1785,0.736299383273349,3071,8343,2.29183168690674,1756,2807,1.00336037834574,4114,79506,8.9942622841319,4114,127148,5.63773172279301
"PITG_11131",1635,42900,6.28236893302901,1635,38085,5.09055588536619,1635,10070,2.99618836133576,1320,1871,0.830837409250074,1111,2241,1.15011330017363,735,978,0.81411751540796,1635,32075,9.49695840076805,1635,49560,8.00271211032116
"PITG_11132",749,6649,5.84800173258049,778,6876,5.56472704945279,721,4122,4.68381099658525,337,397,0.63375022229763,494,1418,1.5942844062816,263,270,0.492294212240922,794,11396,9.98607223313814,792,9904,7.06463981159477
"PITG_11133",1295,14265,3.9353047836351,1197,16688,10.5702300423407,1253,5936,2.52049703450992,739,879,0.681147104542252,634,1507,1.55111123562977,534,763,0.805433945000699,1294,18124,6.4356265570208,1295,24868,8.83191782814015
"PITG_11134",804,15734,6.23383084082647,791,17956,8.16171137606172,804,3530,2.45795735726172,244,400,0.862238842643334,549,911,1.14826196576754,417,493,0.653280112242315,804,14418,5.81131000318227,804,22926,7.69684162356447
"PITG_11135",1753,39336,5.11320364228432,1753,38584,5.59658934655025,1628,11026,3.87245182249255,744,1255,1.02160618554682,1342,3309,1.5321630523549,846,1124,0.851840048388095,1753,27508,6.4242004898814,1753,51166,7.68163817054579
"PITG_11136",593,14534,4.61969180194145,593,15659,5.3462944431042,516,2628,2.77460856131457,322,692,1.37452213771181,247,600,1.32728472659551,275,420,0.846823866224527,593,10879,9.34584489392843,593,21056,7.56662031507931
"PITG_11137",1964,44557,5.49651454494082,1963,47345,4.2331262817174,1911,11004,3.32277325278129,955,1678,1.07891539952174,1032,2452,1.49011908973875,990,1598,1.05296590412884,1966,39231,7.62795095199227,1964,63484,7.25329244144367
"PITG_11138",1721,36524,4.38899713873655,1721,42749,5.73163197898253,1660,11254,3.14258403360072,626,948,0.849499549461966,898,1749,1.22369042224349,895,1351,0.944184007405107,1744,34588,11.284161645713,1720,47797,6.81735864681583
"PITG_11139",3195,72925,4.19812428802264,3195,66294,5.09957780354596,3180,21445,2.98089754588813,1906,2918,0.971572240502454,1756,2954,1.03489845094787,1455,2054,0.873588943393021,3195,67170,12.9665196664113,3195,87063,6.01716099696121
"PITG_11140",1551,34389,3.92338207874225,1551,36332,4.32748152604131,1503,10667,3.90125907663948,756,1430,1.36584141234246,859,1543,1.1881019659454,899,1154,0.759194111766349,1551,29884,9.48377081450878,1551,49059,6.02432228350035
"PITG_11142",1522,36215,5.61325515214244,1522,32063,4.71015923539833,1522,10687,3.40459183430884,841,1442,1.04651671891972,756,1694,2.0809651104337,338,522,0.720220661913616,1522,28442,6.35013512620339,1522,47193,8.19129123742528
"PITG_11143",3986,91676,6.31748880029906,3986,86125,3.9746048200706,3899,26170,3.27138883766051,2214,3286,0.895418387603981,2624,6516,1.68870738513086,1789,2412,0.804388152429779,3986,81051,6.73369687269303,3986,120710,6.35593467501347
"PITG_11146",2655,57011,4.42503600699374,2655,60804,5.46577149315663,2655,16737,3.13821934800261,1372,2309,1.05373867497062,1501,3134,1.40573986776759,1321,1639,0.719834982027072,2655,52758,9.10699909219424,2655,68223,6.51858708397996
"PITG_11150",491,9247,6.2965770643023,524,14265,7.84078358770839,470,2533,3.35878476258362,255,388,0.935164586756832,158,387,1.20194860046412,220,272,0.669020054099333,513,7129,7.40326587070174,493,11984,9.78686677125631
"PITG_11151",1060,28693,4.81439969473753,1060,26170,4.90449526423717,918,4761,3.3853714610201,439,629,0.940010735470464,812,1689,1.30436681174781,438,966,1.27133878820484,1060,19868,5.74071519314332,1060,34455,7.82075978905421
"PITG_11152",1788,38693,5.0430582773441,1788,45607,6.65854826208995,1788,13596,3.30315436621514,1236,2076,1.0498516265395,1079,2316,1.71469186140888,899,1147,0.748511218864831,1788,30772,6.82587536581675,1788,52965,6.09357070221623
"PITG_11153",1295,29530,4.48100814970281,1295,27069,4.83193112301313,1273,9871,3.65835734997504,750,1294,1.10953407511103,506,808,0.903307470173209,615,774,0.719239385609721,1288,20671,6.62597261507962,1288,35124,6.06924736009245
"PITG_11154",2214,51205,4.20051134680078,2214,55920,4.84020535767209,2073,11060,3.68506927715656,973,1130,0.636749634927067,1359,3374,1.7724394099964,978,1489,0.905271586034324,2214,43897,7.71658927410331,2214,71613,4.9515807739282
"PITG_11155",1353,28365,4.1898631826454,1353,32619,5.52154392861691,1311,7893,2.83411997922217,597,1179,1.26444992947999,803,1660,1.32827153453831,721,964,0.775531363047239,1353,24666,10.0711982128794,1353,39990,4.693720201331
"PITG_11156",426,8334,3.78380099352159,426,10617,4.74439450347877,390,2244,3.80572106725604,340,768,1.50249723086233,321,527,0.966563336667085,252,285,0.61420629972729,426,9276,7.74754096808759,426,13744,4.02362259679459
"PITG_11157",2970,65565,5.99016693261417,2970,75442,5.87261183447666,2913,16253,3.20061441700246,1285,1912,0.901910282156455,1765,4320,1.64030199927506,1375,2207,0.951675677623472,2970,59310,9.8605513262607,2970,86670,7.16456744469088
"PITG_11158",2823,61361,6.75426716965524,2856,65928,6.63567580995121,2726,16667,3.5103027328555,1348,2420,1.13041759952073,1546,3537,1.54174170288353,1180,1677,0.812744020948947,2846,53075,9.66920202094812,2827,76036,7.27933221166423
"PITG_11159",3816,93859,6.05009026156819,3815,95374,5.79921409352425,3461,14226,2.59890343563043,1030,1370,0.676152459247407,2776,7940,5.21136826847581,1987,2976,0.864487111427967,3811,61512,9.01188249279518,3815,121426,7.38679843636379
"PITG_11161",1594,41437,4.62009103997472,1594,41899,5.40018845627717,1519,6919,2.6425493361541,496,780,0.869486465572981,1245,2768,1.35095116715636,940,1270,0.808050763660231,1594,24727,5.92589988340209,1592,52669,6.40396651126498
"PITG_11162",567,17085,4.26197737852418,567,16772,4.96633521334328,555,2390,2.7861816897456,298,520,1.06261898642618,392,922,1.5516625564743,266,370,0.804749364980561,567,8599,6.1907853880106,567,17905,3.90076949362387
"PITG_11163",817,19543,5.26943515610782,817,20998,4.14373028031445,800,4872,3.29268693709285,310,512,0.917649858796858,619,1541,1.94167835623753,545,737,0.793792138504991,817,12381,5.86077940295643,817,23673,5.38874899128494
"PITG_11164",839,18379,5.54796414772887,839,15804,3.64220639819331,765,5724,4.70394882312068,419,732,1.11045905967234,472,929,1.36454668247989,561,746,0.780651538639385,839,16252,17.5129586767703,839,21008,4.68146474974751
"PITG_11165",593,9857,4.26518294722392,595,15641,4.42105792775995,422,2906,5.17992441470711,252,438,0.994196685104018,438,930,1.18876074400199,182,210,0.568067210204839,596,8153,5.27715709504739,596,18075,6.891621958402
"PITG_11169",2601,58417,4.90486300210426,2601,65951,5.28220264135418,2430,12792,3.36197956186448,1079,1429,0.748819988719894,1634,3381,1.39616094033134,1380,2081,0.914002184945482,2601,51077,12.1800769330806,2601,74654,5.96676949060079
"PITG_11170",1632,37657,4.89221837334758,1632,42028,5.85874969639027,1586,11680,4.18676809263044,1119,1716,1.00631862442958,1282,3346,1.53796825491735,790,1116,0.834882127902,1626,32938,33.9397127152444,1632,44437,6.64791837748342
"PITG_11171",1371,26567,3.67396501366947,1371,22869,2.96205566095573,1350,11189,3.28493304914835,1025,1947,1.20097417160082,487,786,0.871018755891105,167,246,0.526564375027794,1371,24908,6.55762858961714,1371,31934,5.51532123585662
"PITG_11173",2789,36225,9.53818643244543,2984,39979,9.64169732156694,2454,17552,5.87463750774913,1596,2495,1.09545234187195,1691,4306,2.17672460439888,1179,1701,0.86830265248268,3021,35824,8.47734619661689,2990,35927,8.23638482609446
"PITG_11176",665,15404,4.61975840088766,665,17406,7.8503770794444,665,3804,2.66325650394804,259,333,0.704186196086967,545,1292,1.80933915809147,387,633,0.950939324670705,667,15787,15.0404065087843,662,19392,6.68953053271707
"PITG_11177",865,20085,4.41932125360208,865,20023,5.52781884681187,841,3299,1.88409323595533,330,357,0.552414853928967,655,1392,1.51456127202361,410,754,1.18573507701982,865,16507,9.26037999532898,865,27674,7.19969443647377
"PITG_11178",632,17300,6.08287630814767,632,18193,5.29960722383417,567,2825,2.79954399656406,337,533,0.990839251602397,435,1290,1.8324986534705,398,467,0.641811111573238,632,9913,8.60585620366821,632,22660,5.55060391268034
"PITG_11179",2068,42653,5.46681780764625,2068,49210,4.43552345843233,2046,13174,15.427723223473,1132,2162,2.09587879444633,1168,6413,16.6473406721918,1191,2122,1.17763999852306,2068,40492,10.1193094301051,2068,62484,5.03565771553441
"PITG_11180",1654,35434,5.93834172803953,1669,41296,4.92051508401637,1637,9764,3.53065985458167,916,1346,0.94592718837541,1271,3431,1.80954998165094,1030,1570,0.960592724359501,1669,28515,8.1161353971838,1654,49449,7.72239956019903
"PITG_11181",1815,42327,4.8819113247171,1816,49137,6.58716182942512,1647,9453,3.90921547024165,804,1360,1.08258258995938,1262,3561,1.72215713152433,996,1699,1.07149777600639,1836,30028,6.36143275010711,1819,57508,7.23491065151278
"PITG_11182",2220,47745,3.95324742856775,2220,51909,5.58422401485371,2219,14129,3.04452379920409,1340,2596,1.33997994192361,1291,2523,1.34053936307529,1137,1856,0.994875811661745,2220,40267,9.29290399534719,2220,59682,5.09751754196872
"PITG_11183",2028,46874,5.19220675107593,2028,46214,5.61126968906538,1978,13941,3.38099803331779,821,1311,0.957277950456452,1275,3345,2.1162245064705,1027,1437,0.848333550297302,2028,33792,7.47478252798864,2028,55662,6.73873737515437
"PITG_11184",2305,56140,6.09731150674357,2305,61706,6.03820281186016,2302,13638,3.21954257646378,870,1489,0.995459609878761,1539,3680,1.5193731909402,1095,1320,0.69161586507283,2305,42276,6.25818823708955,2305,69428,6.37943987377868
"PITG_11185",576,14440,5.36631881765111,576,14771,5.29553527251248,456,2323,4.03550749121389,235,421,1.08854072283566,443,1234,1.61846192290162,290,431,0.862691989905311,578,10751,14.2561863744875,578,18726,6.72395528416063
"PITG_11186",2283,53000,4.51307389277488,2283,55788,3.49216457387358,2283,16411,5.14636815662594,1101,1819,1.19956463290171,1559,4169,1.83714283970356,1102,1637,0.847537853707108,2283,46458,7.31083581682198,2283,68522,6.19248475384005
"PITG_11187",1668,34981,4.29279859435883,1668,44203,5.00371783795284,1627,8949,3.16991796303419,736,1068,0.856245855890209,1270,3485,1.63965738296459,877,982,0.646093937314216,1668,25188,5.3188146728486,1668,55740,6.64723344691521
"PITG_11188",1313,27747,5.52495318899674,1313,32436,7.14994838980355,1285,7201,3.68582588408013,675,1500,1.47550298840321,791,1970,1.63196205830691,577,820,0.853566016624666,1313,28845,7.80955284537335,1313,38488,5.95411489809497
"PITG_11189",1801,32847,10.1319085245488,1771,34134,14.5646518594669,1782,20128,5.73618754184426,1291,3377,1.86412991710224,1308,2919,1.6529043622828,1012,1517,0.978297630322258,1775,46953,17.3664218630062,1796,39008,12.6466067329953
"PITG_11190",1446,33160,4.08689002238692,1446,31270,3.46358652714029,1434,9384,3.41899278945615,617,830,0.753116843473268,699,1424,1.26645987360316,733,1043,0.803402778644401,1446,28615,8.16798829417999,1446,39829,7.05169578163286
"PITG_11191",1410,32238,6.07475639323531,1410,32807,6.55793633318922,1374,8416,3.08210648362528,867,2226,1.86441817921927,743,1488,1.2276923907785,796,1520,1.18944328566769,1410,29338,10.9767652242918,1410,49585,8.46794286144562
"PITG_11193",1235,34993,5.31124304107953,1242,32013,6.10967925316065,1052,5346,3.00602127950132,375,537,0.711469150788231,611,1353,1.35715657896115,713,1093,0.914120577110671,1235,22718,7.59951776489247,1244,50987,7.65900201687656
"PITG_11194",3661,79816,4.77567920669754,3661,86721,5.09237467615254,3661,24649,3.26283664833951,2193,3649,1.0758096031911,1762,4201,1.44123027583774,1350,1875,0.788356022018166,3661,63970,6.35069492719535,3661,111843,7.26737887704029
"PITG_11195",4033,99204,6.29805858129838,4033,113470,5.24844272144409,3947,21576,3.6117829115064,1874,2943,0.94666884187761,3012,7105,1.52541375846466,2138,3578,1.06947027910253,4033,81258,12.5542209997874,4033,144370,7.02073332159672
"PITG_11196",777,20504,5.33716549141566,777,20500,6.70414062099834,777,5721,3.82235227908529,358,836,1.37658996569775,646,1731,1.75080229645956,394,663,0.97868661416989,777,18583,16.1521264446822,777,22791,6.35426758600483
"PITG_11197",3912,80523,4.2136943711426,3912,92238,5.71696852153664,3846,30431,3.78276569089746,2372,4424,1.24529180049671,2853,6190,1.50066003632501,1857,2924,0.993519584777105,3912,78661,9.15733234170538,3912,111969,5.85235188187341
"PITG_11198",2043,48189,6.82785223934024,2043,48239,4.32558349220684,2043,14028,3.63992174038073,1210,2153,1.18182393135583,1374,3229,1.45475421251051,574,643,0.532318184147416,2043,39959,10.4943817505517,2043,63668,7.58678385024518
"PITG_11199",485,10156,3.27312686303661,485,12390,5.05102194584942,485,3054,2.78768149200686,294,802,1.61463233384122,311,810,1.65345649406922,255,311,0.682689228046572,485,8112,8.02611026214998,485,14460,3.9162985795517
"PITG_11200",1611,39386,3.34166452535964,1611,37615,5.51969626130891,1513,6146,2.73428615756529,296,336,0.463528050106693,955,1818,1.13619235386965,923,1572,1.15076422511945,1611,30593,8.35061797439813,1611,51116,5.06381642597171
"PITG_11201",2817,61065,3.59804242226753,2817,74929,5.14418237871673,2797,18538,3.35822203651799,1537,2273,0.877218453294135,1747,3135,1.15029983684185,1385,1930,0.883020622141621,2817,55231,6.43775946977467,2817,84025,7.27565743201455
"PITG_11202",1053,25516,4.11981447180859,1053,24897,4.81693907820415,1053,7647,3.63674452775161,558,1184,1.45682566594183,506,938,1.0356940720173,350,617,1.11141330263886,1053,18495,5.55365490220094,1053,30132,4.69661624504932
"PITG_11203",2730,60292,4.99190565956449,2730,63282,4.16388932384826,2725,14518,2.72362063904344,1461,2508,1.09764183966757,1709,3543,1.34337220724809,1416,1969,0.851112643530766,2730,48738,7.54813075551712,2730,84614,4.8344489601882
"PITG_11204",4480,115524,5.48423213042709,4480,125990,5.31189479546194,4254,20766,2.88771901610971,1834,2731,0.883500526766168,2986,8035,1.74662065043793,2162,3200,0.941974207934521,4480,86733,7.23789992705846,4478,138018,5.62058820987846
"PITG_11205",904,19376,5.84555918933405,901,24426,5.80960765262433,816,3766,2.73671372542249,255,354,0.733154190991367,588,1273,1.35027146476103,638,1001,0.98975472322012,904,14274,7.63828342051081,904,28948,6.3881082004839
"PITG_11206",2315,54661,5.45943970491596,2315,67130,5.32970788800902,2081,10239,3.23903553094604,1234,2229,1.12733100169152,1284,2739,1.48317311804183,1158,1849,0.971547721457666,2292,34410,6.81957051563315,2312,84479,7.07817204622175
"PITG_11207",3555,73976,4.72428655977519,3555,93302,5.74172371955113,3460,23248,3.38328163090152,2144,3548,1.04202443226831,2005,4308,1.39048780296068,2051,2620,0.786972893445769,3555,61621,7.86410916849962,3555,121034,6.99087825796097
"PITG_11208",3000,70146,6.06066442048553,3000,75018,4.36627057944469,2906,15637,3.26059172160728,1479,2337,0.998911878819756,2203,5460,1.67387791941239,1184,1586,0.729398539642149,3000,51007,6.29895918792721,3000,90396,5.7355797403854
"PITG_11209",980,16512,3.57120034291923,980,19696,3.56475138251883,980,7411,4.12684515468786,400,651,0.936464784247027,433,922,1.30002252944208,485,897,1.12994816162984,980,21073,7.65850491042805,980,26245,5.63857207351704
"PITG_11211",913,15851,3.94016693190514,913,17474,5.53273096325512,897,7059,4.18582287737753,754,1519,1.3466047253132,576,1035,1.07488152136299,397,625,0.857853454688161,913,18249,6.32705720912175,913,22313,5.24497213631753
"PITG_11214",1440,33233,6.22343598124938,1432,30936,5.29462732652211,1353,8169,3.78293448184794,895,1676,1.30677451772761,1179,2753,1.46152873061289,439,703,0.832705056188263,1440,27959,7.2398515220805,1440,46922,8.43038219250272
"PITG_11215",1936,47560,5.95996710143369,1936,51376,6.15255340006034,1867,12776,3.77184994794489,1341,2531,1.64688035633007,831,2079,1.69181606626346,889,1221,0.826229410490628,1936,38176,14.5511863266222,1936,56607,5.99346208011786
"PITG_11216",2515,62031,5.45731847925933,2515,72800,5.67867206481408,2391,12519,3.3635909776193,1006,1754,1.04640407870995,1697,3889,1.66690771675206,1322,2247,1.10747833097589,2515,47686,9.25591047235647,2515,82927,7.01391279709856
"PITG_11217",2559,66938,4.10344250086315,2559,63533,4.77457660423158,2434,10746,2.68115062980779,959,1578,1.00018192879036,1899,5247,1.62689680829809,970,1341,0.757622712211627,2559,43852,7.64767061715863,2559,84989,6.07373263694538
"PITG_11218",935,13270,3.536192134361,935,19187,6.50328061796868,724,4171,3.85140552970883,295,416,0.736704689661123,531,1476,1.60432104970552,346,437,0.666380713291588,935,13016,11.818856894054,935,29724,10.3961630918899
"PITG_11219",2744,57274,5.04053409980028,2744,75402,7.37399372578458,2514,13709,4.38624419461711,1282,2077,1.01193541533528,1599,3822,1.69304080498228,1432,2300,1.06311187856761,2744,45898,8.51943388141058,2744,95407,6.16438373236426
"PITG_11220",1890,48597,6.47056270378375,1862,44016,5.66135687871157,1866,12404,3.34981865515876,871,1507,1.21168363117943,1264,3386,1.9544663934555,883,1115,0.733819278186471,1890,37536,5.91411640017996,1890,54566,4.22917464705446
"PITG_11221",1878,40736,4.68569236966999,1878,44633,6.49914463693752,1878,12519,3.29362780054725,942,1595,1.1435008029576,1132,2066,1.06605991356887,828,1210,0.848827589766633,1878,31096,5.82844665449795,1878,56717,6.41784767322392
